d_most_recent_category,total,percentage
3_information_technology,424198347.5761318,0.41869752148056727
1_facilities_and_construction,299524025.36165094,0.29563992353906615
2_professional_services,174106337.22946826,0.17184859933702365
NA,93548882.11123711,0.0923357794792519
8_security_and_protection,9427419.749508196,0.00930516892776819
6_industrial_products_and_services,8355767.704406981,0.008247413616515048
9_human_capital,1957415.6128851252,0.0019320326689280143
5_transportation_and_logistics,865378.0650325944,8.541562055655296e-4
10_office_management,710304.5494910479,7.010936182746377e-4
4_medical,444069.6356572158,4.383111270396577e-4
