d_most_recent_category,total,percentage
2_professional_services,825492080.00,0.6340305195750362
1_facilities_and_construction,408058784.15,0.31341514861541486
3_information_technology,35299433.22,0.02711221406540985
8_security_and_protection,13735792.51,0.010549963921980742
6_industrial_products_and_services,8427489.56,0.006472848997413334
0_other,5315981.26,0.004083012354633183
9_human_capital,3099392.17,0.0023805306869660496
5_transportation_and_logistics,1061873.03,8.155861481359264e-4
10_office_management,891541.28,6.847605174444675e-4
4_medical,592939.24,4.5541511756538037e-4
