d_vendor_name,d_fiscal_year,total
9165 1364 QUEBEC,2017-2018,538822.761627907
9165 1364 QUEBEC LES TOITURES TECHNI TOIT,2017-2018,560678.5567441861
ABB,2017-2018,2191410.0714340033
ABB,2018-2019,1750613.7372879495
ABB,2019-2020,2178639.3392589525
ABB,2020-2021,4370651.633928972
ADGA GROUP,2017-2018,426155.09810072155
ADGA GROUP,2018-2019,475971.2893324045
ADGA GROUP,2019-2020,347611.7071976285
ADGA GROUP,2020-2021,236094.7030981375
ADVANCED ELECTROMAGNETICS,2017-2018,542995.9782070437
ADVANCED ELECTROMAGNETICS,2018-2019,962104.5244930629
ADVANCED ELECTROMAGNETICS,2019-2020,964740.4272998931
AIR PRODUCTS CANADA,2017-2018,244028.19184455395
AIR PRODUCTS CANADA,2018-2019,244028.19184455395
AIR PRODUCTS CANADA,2019-2020,244696.76223316917
AIR PRODUCTS CANADA,2020-2021,102291.2694581281
AIRBUS,2017-2018,424331.27572016465
AIRBUS,2019-2020,982059.2108400328
AIRBUS,2020-2021,2117889.5879435153
ANALYTICAL GRAPHICS,2017-2018,285213.12555878673
ANALYTICAL GRAPHICS,2018-2019,368108.9810701646
ANALYTICAL GRAPHICS,2019-2020,328897.3630030313
ANALYTICAL GRAPHICS,2020-2021,320281.7867772388
APPLIED ELECTONICS,2017-2018,197337.5500613497
APPLIED ELECTONICS,2018-2019,230829.56
APPLIED ELECTONICS,2019-2020,193120.06472972973
APPLIED ELECTONICS,2020-2021,19511.86418918919
ASTROCOM ASSOCIATES,2019-2020,142708.2947368421
ASTROCOM ASSOCIATES,2020-2021,711643.6606865377
AV TECH,2017-2018,618144.8211546978
AV TECH,2018-2019,618144.8211546978
AV TECH,2019-2020,681531.4963368014
AV TECH,2020-2021,708973.9176770021
BEAUDOIN CANADA,2017-2018,2167834.328314549
BEAUDOIN CANADA,2018-2019,2346867.1645011157
BEAUDOIN CANADA,2019-2020,2353296.937554544
BEAUDOIN CANADA,2020-2021,2346867.1645011157
BUBBLE TECHNOLOGY INDUSTRIES,2017-2018,218242.46571591558
BUBBLE TECHNOLOGY INDUSTRIES,2018-2019,253999.22247267235
BUBBLE TECHNOLOGY INDUSTRIES,2019-2020,367674.870774938
BUBBLE TECHNOLOGY INDUSTRIES,2020-2021,727905.6516289591
C CORE,2017-2018,101690.08714285714
C CORE,2018-2019,20977.812857142857
C CORE,2020-2021,358188.7740419162
CALIAN,2017-2018,323145.8547227926
CALIAN,2018-2019,643683.9208546374
CALIAN,2019-2020,775802.4956760085
CALIAN,2020-2021,248458.82150518228
CANADENSYS AEROSPACE,2017-2018,657745.2077662697
CANADENSYS AEROSPACE,2018-2019,1000644.3922091904
CANADENSYS AEROSPACE,2019-2020,1584955.4842829304
CANADENSYS AEROSPACE,2020-2021,944007.1088768813
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,2332628.56
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,2337760.7120095696
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,2384096.0594327385
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,3499792.1880658893
CARRE TECHNOLOGIES,2017-2018,1352203.9480726644
CARRE TECHNOLOGIES,2018-2019,1400063.2102124647
CARRE TECHNOLOGIES,2019-2020,1154259.058674099
CARRE TECHNOLOGIES,2020-2021,366325.5729592042
COLE + ASSOCIATES ARCHITECTS,2017-2018,234417.06127285038
COLE + ASSOCIATES ARCHITECTS,2018-2019,234417.06127285038
COLE + ASSOCIATES ARCHITECTS,2019-2020,78353.0999322952
COMMUNICATIONS POWER,2017-2018,1935614.4731447485
COMMUNICATIONS POWER,2018-2019,1026723.0977607361
COMMUNICATIONS POWER,2019-2020,1029536.0377546011
COMMUNICATIONS POWER,2020-2021,1026723.0977607361
CONSTRUCTION IRENEE PAQUET FILS,2018-2019,448253.48000000004
DOMUS BUILDING CLEANING,2017-2018,200965.05416210298
DOMUS BUILDING CLEANING,2018-2019,200965.05416210298
DOMUS BUILDING CLEANING,2019-2020,201515.6433515882
DOMUS BUILDING CLEANING,2020-2021,200965.05416210298
DOMUS BUILDING CLEANING COMPANY,2017-2018,199324.55383299114
DOMUS BUILDING CLEANING COMPANY,2018-2019,199324.55383299114
DOMUS BUILDING CLEANING COMPANY,2019-2020,199870.6485010267
DOMUS BUILDING CLEANING COMPANY,2020-2021,199324.55383299114
DPL SCIENCE,2017-2018,391243.03039756493
DPL SCIENCE,2018-2019,330330.76620431914
DPL SCIENCE,2019-2020,247604.53254350348
DYNAVAC,2017-2018,219309.4119047619
DYNAVAC,2018-2019,219309.4119047619
DYNAVAC,2019-2020,219910.25960861056
DYNAVAC,2020-2021,219309.4119047619
EFFIGIS GEO SOLUTIONS,2017-2018,110144.74857534247
EFFIGIS GEO SOLUTIONS,2019-2020,144047.03894389438
EFFIGIS GEO SOLUTIONS,2020-2021,184481.29548954897
ELSEVIER,2017-2018,94631.05738095238
ELSEVIER,2018-2019,82970.26452380951
ELSEVIER,2019-2020,126746.86257872438
ELSEVIER,2020-2021,107042.93211989905
EMS TECHNOLOGIES,2017-2018,22460174.85085446
EMS TECHNOLOGIES,2018-2019,22460174.85085446
EUROCONSULT NORTH AMERICA,2017-2018,280434.8199570025
EUROCONSULT NORTH AMERICA,2018-2019,230327.894501279
EUROCONSULT NORTH AMERICA,2019-2020,322163.50982293783
EUROCONSULT NORTH AMERICA,2020-2021,376265.5350328403
FERME BELDOR,2017-2018,108896.85248631389
FERME BELDOR,2018-2019,108896.85248631389
FERME BELDOR,2019-2020,109195.20002737228
FERME BELDOR,2020-2021,108896.85248631389
GO HELICO,2018-2019,356963.51209726447
GO HELICO,2019-2020,447426.8679027356
HATFIELD CONSULTANTS PARTNERSHIP,2017-2018,72110.75215753345
HATFIELD CONSULTANTS PARTNERSHIP,2018-2019,36161.27236115285
HATFIELD CONSULTANTS PARTNERSHIP,2019-2020,224108.79285927163
HATFIELD CONSULTANTS PARTNERSHIP,2020-2021,291692.2331247458
HICKLING ARTHURS LOW,2017-2018,244458.29217337177
HICKLING ARTHURS LOW,2018-2019,331463.7915900691
HICKLING ARTHURS LOW,2019-2020,53980.759999999995
HICKLING ARTHURS LOW,2020-2021,47880
HONEYWELL,2017-2018,9097905.43901699
HONEYWELL,2018-2019,7571986.685719489
HONEYWELL,2019-2020,15649649.67201995
HONEYWELL,2020-2021,16375361.397462046
I C I INFLUENCE COMMUNICATIONS,2017-2018,123875.17719058049
I C I INFLUENCE COMMUNICATIONS,2018-2019,123875.17719058049
I C I INFLUENCE COMMUNICATIONS,2019-2020,124214.56123767798
I C I INFLUENCE COMMUNICATIONS,2020-2021,123875.17719058049
INSARSAT,2020-2021,529286.839744898
INSTITUT NATIONAL D OPTIQUE,2017-2018,259797.47494145203
INSTITUT NATIONAL D OPTIQUE,2018-2019,515359.1214871195
INSTITUT NATIONAL D OPTIQUE,2019-2020,430642.55357142864
INSUM SOLUTIONS,2017-2018,119655.72459092131
INSUM SOLUTIONS,2018-2019,132703.44533064734
INSUM SOLUTIONS,2019-2020,119311.58790588236
INSUM SOLUTIONS,2020-2021,114975
ITRES RESEARCH,2017-2018,108736.76730964468
ITRES RESEARCH,2018-2019,922998.1411167514
ITRES RESEARCH,2019-2020,462763.45157360414
KEYSIGHT TECHNOLOGIES CANADA,2017-2018,263435.1568718457
KEYSIGHT TECHNOLOGIES CANADA,2018-2019,180229.6151660755
KEYSIGHT TECHNOLOGIES CANADA,2019-2020,61973.27908569661
KEYSIGHT TECHNOLOGIES CANADA,2020-2021,116337.28106816298
KPMG,2017-2018,265705.4298958333
KPMG,2018-2019,43198.62447916667
KPMG,2019-2020,300444.66055037314
KPMG,2020-2021,84728.59527576709
L3 COMMUNICATIONS,2017-2018,1598968.0413802082
L3 COMMUNICATIONS,2018-2019,1580266.5513802082
L3 COMMUNICATIONS,2019-2020,1584596.04878125
L3 COMMUNICATIONS,2020-2021,1834097.3176072552
LANSDOWNE TECHNOLOGIES,2017-2018,135307.38098821524
LANSDOWNE TECHNOLOGIES,2018-2019,123859.99759245053
LANSDOWNE TECHNOLOGIES,2019-2020,227604.72301708302
LANSDOWNE TECHNOLOGIES,2020-2021,374659.6123344239
LES ENTREPRISES FERVEL,2017-2018,523690.2758967905
