d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ABB,2017-2018,2191410.07,2258600.34
ABB,2018-2019,1750613.74,1783902.99
ABB,2019-2020,2178885.93,2149931.57
ABB,2020-2021,4371835.93,4167159.50
ABB,2021-2022,2632334.31,2483618.69
ACCESS 2 NETWORKS,2020-2021,24218.47,22969.81
ACME FUTURE SECURITY CONTROLS,2017-2018,22449.43,23087.53
ACOSYS CONSULTING SERVICES,2017-2018,66488.12,68525.37
ADGA GROUP,2017-2018,426155.10,439198.64
ADGA GROUP,2018-2019,475971.29,484817.28
ADGA GROUP,2019-2020,347611.71,345641.77
ADGA GROUP,2020-2021,236094.70,225086.66
AECOM,2017-2018,107093.57,110400.26
AIR PRODUCTS CANADA,2017-2018,244028.19,251507.47
AIR PRODUCTS CANADA,2018-2019,244028.19,248488.78
AIR PRODUCTS CANADA,2019-2020,244696.76,242733.05
AIR PRODUCTS CANADA,2020-2021,102291.27,97197.51
AIRBUS,2017-2018,424331.28,437336.71
AIRBUS,2019-2020,571157.03,563004.67
AIRBUS,2020-2021,1737838.07,1657248.46
AIRBUS,2021-2022,1147989.96,1079832.12
ALTIS HUMAN RESOURCES,2020-2021,172462.50,164268.82
ALTIS HUMAN RESOURCES,2021-2022,99411.75,92187.43
ANALYTICAL GRAPHICS,2017-2018,285213.13,293880.12
ANALYTICAL GRAPHICS,2018-2019,368108.98,375078.43
ANALYTICAL GRAPHICS,2019-2020,328897.36,326214.38
ANALYTICAL GRAPHICS,2020-2021,320281.79,305318.61
ANALYTICAL GRAPHICS,2021-2022,436690.72,407917.54
AON REED STENHOUSE,2017-2018,14618.75,15025.69
APPLIED ELECTONICS,2017-2018,197337.55,203419.44
APPLIED ELECTONICS,2018-2019,230829.56,232798.14
APPLIED ELECTONICS,2019-2020,193120.06,189030.10
APPLIED ELECTONICS,2020-2021,19511.86,18602.11
APPLIED ELECTONICS,2021-2022,18816.92,17626.55
ARTEMP PERSONNEL SERVICES,2017-2018,33169.36,34185.97
ARTEMP PERSONNEL SERVICES,2018-2019,14403.41,14752.34
AV TECH,2017-2018,618144.82,637090.49
AV TECH,2018-2019,618144.82,629443.88
AV TECH,2019-2020,681531.50,675576.72
AV TECH,2020-2021,708973.92,675874.47
AV TECH,2021-2022,605200.43,566322.98
AVI SPL,2017-2018,13402.85,13778.57
BEAUDOIN CANADA,2017-2018,2167834.33,2233959.35
BEAUDOIN CANADA,2018-2019,2346867.16,2389765.50
BEAUDOIN CANADA,2019-2020,2353296.94,2334411.49
BEAUDOIN CANADA,2020-2021,2346867.16,2237443.23
BELL CANADA,2017-2018,68182.26,70061.17
BELL CANADA,2019-2020,28808.13,28121.90
BEVA GLOBAL MANAGEMENT,2019-2020,8968.17,8754.55
BEVA GLOBAL MANAGEMENT,2020-2021,58453.28,55727.86
BLACK MCDONALD,2020-2021,268126.66,255783.10
BLACK MCDONALD,2021-2022,174849.80,164047.53
BOUTHILLETTE PARIZEAU,2020-2021,51111.56,48597.04
BOUTHILLETTE PARIZEAU,2021-2022,599419.01,550251.78
BUBBLE TECHNOLOGY INDUSTRIES,2017-2018,218242.47,224931.43
BUBBLE TECHNOLOGY INDUSTRIES,2018-2019,253999.22,258293.41
BUBBLE TECHNOLOGY INDUSTRIES,2019-2020,367674.87,364189.36
BUBBLE TECHNOLOGY INDUSTRIES,2020-2021,727905.65,693966.66
BUBBLE TECHNOLOGY INDUSTRIES,2021-2022,213639.64,202954.46
C CORE,2017-2018,101690.09,104847.89
C CORE,2018-2019,20977.81,21481.11
C CORE,2020-2021,358188.77,341941.43
C CORE,2021-2022,722314.38,675913.66
CALIAN,2017-2018,323145.85,333050.03
CALIAN,2018-2019,643683.92,654704.37
CALIAN,2019-2020,775802.50,770363.22
CALIAN,2020-2021,248458.82,235544.78
CALIAN,2021-2022,31009.27,29017.26
CALYTERA SOFTWARE,2019-2020,44899.44,44416.53
CANADENSYS AEROSPACE,2017-2018,657745.21,678011.39
CANADENSYS AEROSPACE,2018-2019,1000644.39,1018935.15
