d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,870218.58,893160.71
1_facilities_and_construction,2018-2019,145220.48,147107.24
1_facilities_and_construction,2019-2020,52049.11,52033.80
11_defence,2017-2018,54559745.42,55974545.75
11_defence,2018-2019,13898366.59,14196244.29
11_defence,2019-2020,122351.17,122570.94
11_defence,2020-2021,4790.65,4566.10
6_industrial_products_and_services,2017-2018,79046.98,81228.65
6_industrial_products_and_services,2018-2019,467668.04,475504.45
6_industrial_products_and_services,2019-2020,89615.27,89840.18
6_industrial_products_and_services,2020-2021,204027.73,193336.30
6_industrial_products_and_services,2021-2022,229925.48,216627.88
