d_vendor_name,d_fiscal_year,total
851791 NWT,2017-2018,15040930.5950239
851791 NWT,2018-2019,4690517.119585304
851791 NWT,2019-2020,4381045.777735574
851791 NWT,2020-2021,371072.1833601169
ABI ADVANCED BUSINESS INTERIORS,2017-2018,3128382.150103207
ABI ADVANCED BUSINESS INTERIORS,2018-2019,5409852.487748576
ABI ADVANCED BUSINESS INTERIORS,2019-2020,7858977.759268175
ABI ADVANCED BUSINESS INTERIORS,2020-2021,2033260.1838648573
ACCENTURE,2017-2018,21699521.76923779
ACCENTURE,2018-2019,22385765.238377985
ACCENTURE,2019-2020,23373334.47168446
ACCENTURE,2020-2021,23300042.385730986
AECOM,2017-2018,12603661.46254237
AECOM,2018-2019,14047690.120100768
AECOM,2019-2020,15216591.382850897
AECOM,2020-2021,13712317.670604862
AMERESCO CANADA,2017-2018,3047132.734512453
AMERESCO CANADA,2018-2019,9400583.945755238
AMERESCO CANADA,2019-2020,11861650.350277187
AMERESCO CANADA,2020-2021,16288363.489538724
ANCHOR QEA,2017-2018,1704649.0428441204
ANCHOR QEA,2018-2019,5656335.4603464
ANCHOR QEA,2019-2020,5671832.269826801
ANCHOR QEA,2020-2021,3967183.22698268
APPLIED ELECTONICS,2017-2018,6366522.309893165
APPLIED ELECTONICS,2018-2019,16207449.431465056
APPLIED ELECTONICS,2019-2020,9319468.11643879
APPLIED ELECTONICS,2020-2021,5098323.101950716
ARCADIS CANADA,2017-2018,4653077.229895359
ARCADIS CANADA,2018-2019,6926650.985826232
ARCADIS CANADA,2019-2020,4375499.037395371
ARCADIS CANADA,2020-2021,3528141.423958712
ARCHITECTURE EVOQ,2017-2018,9384346.012923397
ARCHITECTURE EVOQ,2018-2019,8830697.98393681
ARCHITECTURE EVOQ,2019-2020,8987107.797791934
ARCHITECTURE EVOQ,2020-2021,4090498.2511378066
ARCHITECTURE49,2017-2018,5580536.785750015
ARCHITECTURE49,2018-2019,5451375.547176686
ARCHITECTURE49,2019-2020,7368728.39789942
ARCHITECTURE49,2020-2021,8204699.442158627
AVONDALE CONSTRUCTION,2017-2018,6320504.92401413
AVONDALE CONSTRUCTION,2018-2019,6996804.796650659
AVONDALE CONSTRUCTION,2019-2020,1761713.8839963505
AVONDALE CONSTRUCTION,2020-2021,2606663.8627648787
BELL CANADA,2017-2018,2838285.496186907
BELL CANADA,2018-2019,4192118.099289381
BELL CANADA,2019-2020,7808318.596401031
BELL CANADA,2020-2021,5391233.479176369
BGIS,2017-2018,1324417860.8685093
BGIS,2018-2019,1324156731.6985095
BGIS,2019-2020,1328218003.3969653
BGIS,2020-2021,1324274660.6044328
BIRD CONSTRUCTION COMPANY,2017-2018,11110333.648803322
BIRD CONSTRUCTION COMPANY,2018-2019,10966113.245580701
BIRD CONSTRUCTION COMPANY,2019-2020,4542551.804078303
BIRD CONSTRUCTION COMPANY,2020-2021,5208733.290884825
BLACK MCDONALD,2017-2018,16054907.25443618
BLACK MCDONALD,2018-2019,8377025.444173831
BLACK MCDONALD,2019-2020,4595178.062041955
BLACK MCDONALD,2020-2021,4098802.0057487916
BOLESS,2017-2018,2148639.1117800204
BOLESS,2018-2019,9644851.660934629
BOLESS,2019-2020,16755255.962090593
BOLESS,2020-2021,18260801.25421603
BUTTCON EAST,2017-2018,7709992.043614557
BUTTCON EAST,2018-2019,11644051.229667684
BUTTCON EAST,2019-2020,27945.183352941174
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,24766484.894835956
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,28916195.32137403
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,31367111.403624855
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,24887230.12609081
CGI,2017-2018,11875796.545369525
CGI,2018-2019,12831440.098496301
CGI,2019-2020,13078690.322140655
CGI,2020-2021,13405538.114984613
COLLIERS PROJECT LEADERS,2017-2018,23037608.688103072
COLLIERS PROJECT LEADERS,2018-2019,28992552.63332214
COLLIERS PROJECT LEADERS,2019-2020,30623878.06471688
COLLIERS PROJECT LEADERS,2020-2021,28084206.78025113
COMPUTERSHARE INVESTOR SERVICES,2017-2018,21163770.60742576
COMPUTERSHARE INVESTOR SERVICES,2018-2019,21159646.812062405
COMPUTERSHARE INVESTOR SERVICES,2019-2020,21489473.999246135
COMPUTERSHARE INVESTOR SERVICES,2020-2021,21747546.87434962
CON PRO INDUSTRIES CANADA,2017-2018,2894810.8476315937
CON PRO INDUSTRIES CANADA,2018-2019,5065969.319727858
CON PRO INDUSTRIES CANADA,2019-2020,5412790.886668139
CON PRO INDUSTRIES CANADA,2020-2021,3842777.0626829625
CONSTRUCTION CYBCO,2017-2018,9555261.505595213
CONSTRUCTION CYBCO,2018-2019,1980923.0738351946
CONSTRUCTION CYBCO,2019-2020,761845.9481074766
CONSTRUCTION CYBCO,2020-2021,4413869.381892523
CONSTRUCTION DEMATHIEU BARD,2017-2018,12872954.948255232
CONSTRUCTION DEMATHIEU BARD,2018-2019,13250931.202616066
CONSTRUCTION DEMATHIEU BARD,2019-2020,4268435.928175841
CONSTRUCTION DEMATHIEU BARD,2020-2021,5371678.8979375
CYMI CANADA,2018-2019,936213.1493700787
CYMI CANADA,2019-2020,11053355.247401575
CYMI CANADA,2020-2021,11023154.823228346
D F S,2017-2018,5872770.732503274
D F S,2018-2019,4620594.014682521
D F S,2019-2020,4729401.463709581
D F S,2020-2021,5069035.669039062
DE ANGELIS CONSTRUCTION,2017-2018,5682464.251596715
DE ANGELIS CONSTRUCTION,2018-2019,5682464.251596715
DE ANGELIS CONSTRUCTION,2019-2020,5698032.64680657
DEXTER CONSTRUCTION,2017-2018,17976026.65472161
DEXTER CONSTRUCTION,2018-2019,4355291.659255861
DEXTER CONSTRUCTION,2019-2020,2679582.253917275
DEXTER CONSTRUCTION,2020-2021,5677108.473592009
DIAMOND AND SCHMITT ARCHITECTS,2017-2018,6444636.07872199
DIAMOND AND SCHMITT ARCHITECTS,2018-2019,6444636.07872199
DIAMOND AND SCHMITT ARCHITECTS,2019-2020,6462292.615923967
DIAMOND AND SCHMITT ARCHITECTS,2020-2021,1290998.0484380778
DILLON CONSULTING,2017-2018,3870273.2589439787
DILLON CONSULTING,2018-2019,4859488.0430577565
DILLON CONSULTING,2019-2020,5553805.3843841795
DILLON CONSULTING,2020-2021,4989442.379891432
