d_vendor_name,overall_total
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,6442450128.45
PCL CONSTRUCTORS,2143956004.98
POMERLEAU,464544274.42
MAPLE REINDERS CONSTRUCTORS,392434935.05
PARSONS CANADA,232750932.29
HEWLETT PACKARD,216137202.59
PETER KIEWIT SONS,196982619.67
COLLIERS PROJECT LEADERS,161260729.92
MONERIS,143995692.24
ACCENTURE,114058706.25
COMPUTERSHARE INVESTOR SERVICES,104570889.74
INFOSYS,99800247.06
MILESTONE ENVIRONMENTAL,94219262.54
ORACLE CANADA,93103582.78
PETERS CONSTRUCTION,86956255.97
WHITE BEAR INDUSTRIES,76014286.31
"NAHANNI CONSTRUCTION",68961957.37
BOLESS,64825553.46
AMERESCO CANADA,63731424.72
CGI,63154128.35
TISSEUR,58446851.69
HAMEL CONSTRUCTION,58030384.17
GABRIELA OLIVEIRA,56258191.97
GREEN TIMBERS PARTNERSHIP,55487675.91
SQUAMISH INDIAN BAND,54982211.42
FRASER RIVER PILE DREDGE GP O,53478072.07
TALIGENT CONSULTING,52506954.30
GREENFIELD CONSTRUCTION,51620474.69
LOUIS W BRAY CONSTRUCTION,50378172.50
CONSTRUCTION DEMATHIEU BARD,49031940.29
JONELJIM CONCRETE CONSTRUCTION,47453834.96
DRAGAGE OCEAN DSM,46200324.21
NUNA EAST,44564237.03
PENN CONSTRUCTION CANADA,42412933.77
EIFFAGE INNOVATIVE CANADA,39369500.72
QM ENVIRONMENTAL,38406541.62
ARCHITECTURE EVOQ,37259985.59
SCANSA CONSTRUCTION,36651288.21
MAXIM 2000,36395201.77
ARCHITECTURE 49,36094289.41
KUDLIK CONSTRUCTION,34949746.32
RJG CONSTRUCTION,34519603.95
BIRD CONSTRUCTION COMPANY,32127001.19
MCNALLY CONSTRUCTION,31459331.33
DEXTER CONSTRUCTION,31329134.04
ST DENIS THOMPSON,29166120.23
J W LINDSAY ENTERPRISES,28885340.53
SANI SABLE LB,28410745.84
PENNECON,28160864.24
LES ENTREPRISES P E C,27644083.16
QUINAN CONSTRUCTION,27367878.15
LEC ENGINEERING CONTRACTING,26704487.43
FVB ENERGY,26242269.10
ADVANCED BUSINESS INTERIORS,25459565.23
KING HOE EXCAVATING,24690243.04
SYSTEMATIX SOLUTIONS,24675706.38
851791 NWT,24483565.68
D F S,23840699.49
9006 9311 QUEBEC,23682951.34
TERVITA,23631537.46
ATWILL MORIN,23455461.00
CYMI CANADA,23012723.22
GARTNER,22733340.17
DIAMOND AND SCHMITT ARCHITECTS,22574577.44
AVONDALE CONSTRUCTION,22565434.18
WRIGHT CONSTRUCTION WESTERN,22058221.79
TANGLE RIDGE CUSTOM CRUSHING,22022990.71
TURNER TOWNSEND,21509426.11
E D BRUNET ET ASSOCIES CANADA,21504668.15
ENTREPRISE DE CONSTRUCTION T E Q,21467890.54
GREY ROCK SERVICES,20960106.86
J 1 CONTRACTING,20734928.23
MACONNERIE DYNAMIQUE,20320066.27
KINETIC CONSTRUCTION,19650739.87
BUTTCON EAST,19381988.46
VANCOUVER SHIPYARDS,19264963.35
ADP CANADA COMPAGNIE ADP CANADA,18996256.50
PRONEX EXCAVATION,18955051.35
BANCTEC CANADA,18645162.88
NORTH AMERICA CONSTRUCTION,18500205.61
ASBEX,18000427.61
MORIYAMA TESHIMA ARCHITECTS,17925253.62
M D STEELE CONSTRUCTION,17695448.01
CON PRO INDUSTRIES CANADA,17553215.82
CONSTRUCTION CYBCO,17313216.21
DE ANGELIS CONSTRUCTION,17062961.15
ANCHOR QEA,17000000.00
COADY CONSTRUCTION EXCAVATING,16869388.27
"NADINE INTERNATIONAL",16718578.67
2220742 ONTARIO,16537823.58
CANADIAN LEASEBACK,16396307.32
PAVEX,16315696.36
BRIQUETAL,16062109.33
TITANIUM CONSTRUCTION,15751035.95
AMEX BANK OF CANADA,15497151.33
CONSTRUCTION DERIC,15370654.79
NOTRA,15071916.30
CELEB CONSTRUCTION,14948224.35
TSUU T INA CONTRACTING GP,14859000.00
GRAHAM CONSTRUCTION,14571079.35
JOHNSON CONTROLS CANADA,14569612.97
DAVID S LAFLAMME CONSTRUCTION,14238764.86
ALLIED PAVING,14131530.63
NDL CONSTRUCTION,13930787.00
SAP,13828868.20
SDL INTERNATIONAL CANADA,13707579.35
7305516 CANADA,13626102.94
BERVIN CONSTRUCTION,13232933.09
CAN AM PLATFORMS CONSTRUCTION,12915539.14
CCR CONSTRUCTION,12723793.32
POINT HOPE MARITIME,12722736.49
CHANDOS CONSTRUCTION,12676814.96
B T L CONSTRUCTION,12654858.23
MEGALEXIS COMMUNICATIONS,12597932.05
KANIYASIHK CULTURE CAMPS,12547554.52
EXCAVATION RENE ST PIERRE ENG,12308006.38
ZUTPHEN CONTRACTOR,12306511.38
K C E CONSTRUCTION,12088799.84
WILDSTONE CONSTRUCTION,11825464.85
TOTEM OFFISOURCE,11747341.58
ALVA CONSTRUCTION,11680242.56
ST GELAIS MONTMINY ASSOCIES,11587931.88
SPRINGHILL CONSTRUCTION,11407748.11
LESLIE BENN CONTRACTING,11398905.84
DST CONSULTING ENGINEERS,11305614.51
ROXBORO EXCAVATION,11275086.42
EMCON SERVICES,11269386.19
CONSTRUCTION BUGERE,11142678.50
6834973 CANADA,11108290.72
