d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2018-2019,2410375.11,2441135.15
10647802 CANADA,2019-2020,2416978.88,2412028.27
10647802 CANADA,2020-2021,2410375.11,2359727.67
10647802 CANADA,2021-2022,2020752.83,1831018.36
1320376 ONTARIO,2017-2018,6773511.70,6955079.22
1320376 ONTARIO,2019-2020,131584.23,131167.58
1320376 ONTARIO,2021-2022,2387274.85,1674215.37
1X1 ARCHITECTURE,2017-2018,247105.78,253264.76
1X1 ARCHITECTURE,2018-2019,603096.62,610835.86
1X1 ARCHITECTURE,2019-2020,1096370.69,1094062.63
1X1 ARCHITECTURE,2020-2021,869187.15,844694.64
1X1 ARCHITECTURE,2021-2022,922854.09,711090.57
2220742 ONTARIO,2017-2018,1184433.71,1206612.82
2220742 ONTARIO,2018-2019,5543368.16,5619305.21
2220742 ONTARIO,2019-2020,5722007.91,5710179.29
2220742 ONTARIO,2020-2021,2530948.34,2469717.52
2220742 ONTARIO,2021-2022,1557065.47,1144799.66
3469051 CANADA,2017-2018,1579310.60,1616652.43
3469051 CANADA,2018-2019,1925656.24,1948348.29
3469051 CANADA,2019-2020,558727.31,558262.77
3469051 CANADA,2020-2021,2237983.64,2151523.87
3469051 CANADA,2021-2022,4162806.84,2828130.89
3D DATACOMM,2018-2019,19554.81,19744.05
3D DATACOMM,2019-2020,55137.39,55142.88
3D DATACOMM,2020-2021,14589.36,14221.59
3D DATACOMM,2021-2022,509769.00,254947.59
4083261 CANADA,2017-2018,3027070.98,3107793.67
4083261 CANADA,2018-2019,857831.15,868778.37
4083261 CANADA,2019-2020,2350.22,2349.15
4PLAN CONSULTING,2020-2021,836420.13,813552.43
529040 ONTARIO AND 880382,2017-2018,88567.43,90977.92
529040 ONTARIO AND 880382,2018-2019,503080.22,509764.61
529040 ONTARIO AND 880382,2019-2020,1322044.92,1319337.02
529040 ONTARIO AND 880382,2020-2021,1318432.77,1290729.52
529040 ONTARIO AND 880382,2021-2022,1318432.77,1001534.83
6834973 CANADA,2017-2018,2220441.46,2279961.56
6834973 CANADA,2018-2019,2220441.46,2248777.66
6834973 CANADA,2019-2020,2226524.87,2221964.36
6834973 CANADA,2020-2021,2220441.46,2173784.96
6834973 CANADA,2021-2022,2220441.46,1686737.09
7305516 CANADA,2017-2018,5598561.65,5716028.64
7305516 CANADA,2018-2019,990058.86,1000924.24
7305516 CANADA,2019-2020,3310898.76,3303164.03
7305516 CANADA,2020-2021,1867990.58,1829019.53
7305516 CANADA,2021-2022,1858593.09,1411862.43
736902 ONTARIO,2017-2018,358174.40,364800.35
736902 ONTARIO,2018-2019,432609.04,437113.71
736902 ONTARIO,2019-2020,345320.20,344810.46
736902 ONTARIO,2020-2021,989460.11,968669.31
736902 ONTARIO,2021-2022,724873.43,550643.16
73719 NEWFOUNDLAND LABRADOR,2017-2018,332559.00,344021.14
73719 NEWFOUNDLAND LABRADOR,2019-2020,51435.95,51412.48
851791 NWT,2017-2018,15040930.60,15434947.02
851791 NWT,2018-2019,4690517.12,4749683.27
851791 NWT,2019-2020,4381045.78,4372072.25
851791 NWT,2020-2021,371072.18,374318.21
9006 9311 QUEBEC,2017-2018,1975961.61,2023231.49
9006 9311 QUEBEC,2018-2019,2755610.04,2790775.80
9006 9311 QUEBEC,2019-2020,2326494.53,2325212.54
9006 9311 QUEBEC,2020-2021,7030785.25,6842786.15
9006 9311 QUEBEC,2021-2022,9594099.91,7288066.08
9168516 CANADA,2017-2018,1580485.69,1609660.48
9168516 CANADA,2018-2019,3517544.36,3562433.56
9168516 CANADA,2019-2020,64847.59,64687.98
9275 0181 QUEBEC,2017-2018,981051.70,1006019.30
9275 0181 QUEBEC,2018-2019,562685.54,569575.46
9275 0181 QUEBEC,2019-2020,1163425.95,1160579.26
9275 0181 QUEBEC,2020-2021,297659.42,290464.31
9275 0181 QUEBEC,2021-2022,22995.00,17249.24
A C L CONSTRUCTION,2020-2021,1862496.09,1765934.35
A C L CONSTRUCTION,2021-2022,3347565.87,2127319.02
A HUNDRED ANSWERS,2017-2018,157176.81,159876.69
A HUNDRED ANSWERS,2018-2019,2536900.64,2569666.72
A HUNDRED ANSWERS,2019-2020,1397729.41,1394319.93
A HUNDRED ANSWERS,2020-2021,580949.57,568742.51
A HUNDRED ANSWERS,2021-2022,205321.90,188956.66
