d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,95126.04,96259.48
1_facilities_and_construction,2019-2020,68053.21,67853.32
1_facilities_and_construction,2020-2021,67317.38,63589.98
1_facilities_and_construction,2021-2022,59023.34,53356.16
1_facilities_and_construction,2022-2023,111793.83,100579.58
10_office_management,2017-2018,21389997.93,22024184.99
10_office_management,2018-2019,12922775.13,13121922.36
10_office_management,2019-2020,14228778.13,14053684.28
10_office_management,2020-2021,15172090.36,14396571.73
10_office_management,2021-2022,14217245.60,13118343.94
10_office_management,2022-2023,16394849.94,14617609.99
2_professional_services,2017-2018,21724835.83,22384295.00
2_professional_services,2018-2019,22354925.20,22721993.65
2_professional_services,2019-2020,20141440.52,19996365.30
2_professional_services,2020-2021,25090096.03,23885183.55
2_professional_services,2021-2022,33537881.90,31172546.03
2_professional_services,2022-2023,24579461.39,21987133.82
3_information_technology,2017-2018,104945046.25,108175724.99
3_information_technology,2018-2019,106587187.80,108547492.36
3_information_technology,2019-2020,130216898.70,129111297.89
3_information_technology,2020-2021,169861067.82,161695301.78
3_information_technology,2021-2022,168042959.39,156013068.72
3_information_technology,2022-2023,154867380.64,138445472.91
4_medical,2017-2018,908467.44,936658.23
4_medical,2018-2019,922202.58,939613.71
4_medical,2019-2020,806517.90,800032.06
4_medical,2020-2021,762280.57,726031.22
4_medical,2021-2022,1544596.14,1437744.50
4_medical,2022-2023,1855522.56,1656826.32
5_transportation_and_logistics,2017-2018,2470771.36,2549999.00
5_transportation_and_logistics,2018-2019,657271.24,667490.66
5_transportation_and_logistics,2019-2020,665555.61,657942.08
5_transportation_and_logistics,2020-2021,760862.32,722826.83
5_transportation_and_logistics,2021-2022,775885.82,718553.83
5_transportation_and_logistics,2022-2023,922131.52,826487.84
6_industrial_products_and_services,2017-2018,1534747.26,1582344.89
6_industrial_products_and_services,2018-2019,1758841.24,1795889.40
6_industrial_products_and_services,2019-2020,380654.97,376093.95
6_industrial_products_and_services,2020-2021,1111490.68,1054777.43
6_industrial_products_and_services,2021-2022,1219993.38,1115627.01
6_industrial_products_and_services,2022-2023,3472642.38,3109578.70
7_travel,2022-2023,78426.52,69468.13
8_security_and_protection,2017-2018,2539263.19,2622313.00
8_security_and_protection,2018-2019,352995.68,359177.39
8_security_and_protection,2019-2020,391116.02,389229.79
8_security_and_protection,2020-2021,1394165.15,1329227.51
8_security_and_protection,2021-2022,1579670.69,1468913.13
8_security_and_protection,2022-2023,1040763.25,931782.20
9_human_capital,2017-2018,5225780.58,5386564.92
9_human_capital,2018-2019,7728573.19,7872173.71
9_human_capital,2019-2020,8546987.04,8475138.11
9_human_capital,2020-2021,9132778.12,8692744.29
9_human_capital,2021-2022,10330016.79,9591485.48
9_human_capital,2022-2023,12320179.95,11009210.83
