d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACT,2017-2018,183776.33,189413.65
ACT,2020-2021,490129.65,464859.45
ACT,2021-2022,116306.59,108860.71
ADGA GROUP,2017-2018,274476.13,282888.61
ADGA GROUP,2020-2021,205426.36,196564.91
ADGA GROUP,2021-2022,94573.64,89943.13
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,734.70,754.94
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,295234.86,298706.32
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,4537.24,4491.50
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,117235.51,111774.13
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,9043.50,8222.99
ALTIS HUMAN RESOURCES,2017-2018,220692.18,227521.40
ALTIS HUMAN RESOURCES,2018-2019,338896.91,344485.33
ALTIS HUMAN RESOURCES,2019-2020,141383.14,140390.32
ALTIS HUMAN RESOURCES,2020-2021,82361.38,78434.28
ALTIS HUMAN RESOURCES,2021-2022,23941.76,22754.75
AVI SPL,2019-2020,122228.73,119628.06
AVI SPL,2020-2021,98431.98,92761.83
BDO CANADA,2017-2018,43955.88,45347.31
BELL CANADA,2017-2018,1755140.10,1810711.29
BELL CANADA,2018-2019,2000000.00,2049495.68
BELL CANADA,2019-2020,117013.45,115351.93
BELL CANADA,2020-2021,103166.55,98303.67
BLACKBERRY,2017-2018,19952.26,20561.10
BLACKBERRY,2018-2019,22122.42,22560.25
BLACKBERRY,2019-2020,17070.69,16893.88
BLACKBERRY,2020-2021,3414.14,3217.47
CAE,2017-2018,16756.70,17270.28
CAE,2018-2019,16664.89,16970.40
CAE,2019-2020,24107.46,23894.26
CAE,2020-2021,25728.72,24529.10
CAE,2021-2022,25728.72,24075.93
CALYTERA SOFTWARE,2020-2021,8605.76,8224.21
CALYTERA SOFTWARE,2021-2022,3693.98,3519.66
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,163816.55,168330.86
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,68557.12,69955.45
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,14200.00,14086.04
CANADIAN HELICOPTERS,2018-2019,17057.61,17492.93
CANADIAN STANDARDS ASSOCIATION,2017-2018,150472.44,155085.58
CARAHSOFT TECHNOLOGY,2019-2020,978.06,954.76
CARAHSOFT TECHNOLOGY,2020-2021,10537.82,10051.31
CARSWELL,2017-2018,13175.00,13578.80
CDW CANADA,2017-2018,519.94,534.27
CDW CANADA,2018-2019,10052.25,10240.78
CISION CANADA,2017-2018,11300.00,11646.34
CISION CANADA,2018-2019,10499.00,10685.08
CISION CANADA,2019-2020,10500.00,10415.74
CISION CANADA,2020-2021,10500.00,10010.43
COMPUGEN,2020-2021,329816.70,312811.94
CONFERENCE BOARD OF CANADA,2017-2018,18898.56,19479.77
CSDC SYSTEMS,2017-2018,5066.20,5205.81
CSDC SYSTEMS,2018-2019,16618.34,16953.63
CSDC SYSTEMS,2019-2020,10989.11,10885.64
CSDC SYSTEMS,2020-2021,3058.13,2881.97
DELL COMPUTER,2017-2018,4207.89,4335.65
DELL COMPUTER,2018-2019,34308.69,34867.32
DELL COMPUTER,2019-2020,5422.84,5379.32
DELL COMPUTER,2020-2021,169671.67,162993.24
DELL COMPUTER,2021-2022,24997.14,23602.49
DMTI SPATIAL,2017-2018,22312.50,22996.36
DMTI SPATIAL,2018-2019,22312.50,22720.35
DMTI SPATIAL,2019-2020,22317.51,22138.47
DMTI SPATIAL,2020-2021,1828.89,1723.54
DONNA CONA,2017-2018,59616.67,61443.87
DONNA CONA,2018-2019,49980.00,50987.55
EAGLE PROFESSIONAL RESOURCES,2018-2019,997148.29,1012827.65
EAGLE PROFESSIONAL RESOURCES,2019-2020,2851.71,2862.08
EBSCO CANADA,2017-2018,10618.53,10944.10
EBSCO CANADA,2018-2019,13025.61,13262.06
EBSCO CANADA,2019-2020,14857.44,14736.57
EBSCO CANADA,2020-2021,14984.50,14285.87
EBSCO CANADA,2021-2022,14578.58,13642.69
ENGLOBE,2020-2021,12657.53,12004.93
ENGLOBE,2021-2022,42342.47,39957.73
ENVIRONICS RESEARCH GROUP,2019-2020,21494.53,20982.52
ENVIRONICS RESEARCH GROUP,2020-2021,84610.18,80312.65
ENVIRONICS RESEARCH GROUP,2021-2022,141675.21,132490.85
EPERFORMANCE,2017-2018,206343.28,212120.22
EPERFORMANCE,2018-2019,476679.10,485392.31
EPERFORMANCE,2019-2020,477985.07,474149.20
EPERFORMANCE,2020-2021,238992.54,227540.51
EPERFORMANCE,2021-2022,125458.84,115774.38
ERNST YOUNG,2017-2018,1214351.38,1251773.89
ERNST YOUNG,2018-2019,868811.49,887084.80
ERNST YOUNG,2019-2020,66961.18,66841.50
ERNST YOUNG,2020-2021,39973.50,37912.54
ESRI,2017-2018,37531.12,38665.73
ESRI,2018-2019,65830.38,66738.66
ESRI,2019-2020,95464.60,95290.90
ESRI,2020-2021,63088.78,60214.85
ESRI,2021-2022,128229.94,119658.64
EXCEL HUMAN RESOURCES,2017-2018,49777.82,51389.18
EXCEL HUMAN RESOURCES,2018-2019,58273.62,59240.08
EXCEL HUMAN RESOURCES,2019-2020,107961.78,107181.25
EXCEL HUMAN RESOURCES,2020-2021,17257.03,16402.72
EXCEL HUMAN RESOURCES,2021-2022,161942.67,150300.97
