d_vendor_name,overall_total
SI SYSTEMS,15708319.013329593
MAPLESOFT CONSULTING,13006117.683723317
MODIS CANADA,7189518.649110842
MAXSYS STAFFING AND CONSULTING,4669898.556933662
VIZWORX,4055216.062569153
BELL CANADA,3975320.1
ERNST YOUNG,3396715.1253838744
UNIVERSITY OF CALGARY,1749940.534074074
NISHA TECHONOLOGIES,1490997.1400000001
EPERFORMANCE,1400000
MDOS CONSULTING,1132893.5294117648
INTERNATIONAL REPORTING,1050000
EAGLE PROFESSIONAL RESOURCES,1000000.0000000001
ALTIS HUMAN RESOURCES,938661.4203427685
ACT,673905.9856120377
PROTAK CONSULTING GROUP,669420.294117647
MICROSOFT CANADA,617319.9254660548
LIONBRIDGE,581730.8376754033
XEROX,514962.87085714284
ADGA GROUP,479902.48391010216
SYSTEMATIX SOLUTIONS,440583.3333333334
IHS GLOBAL,420292.08489651576
ADVANCED CHIPPEWA TECHNOLOGIES,417742.31
RAYMOND CHABOT GRANT THORNTON,392635.7758620689
CANADIAN CORPS OF COMMISSIONAIRES,391542.45
ROGERS,364759.5
FREEBALANCE,364747.6
ORANGUTECH,317188.66
EXCEL HUMAN RESOURCES,308391.07592188165
TURTLE ISLAND STAFFING,301730.75
LES TRADUCTIONS TESSIER,292084.18297892803
ESRI,262705.10977968376
SNC LAVALIN,243500.00000000003
DELL COMPUTER,213611.09
DONNA CONA,177855.91463414635
CANADIAN STANDARDS ASSOCIATION,150472.4409448819
HATCH,131250
SOFTCHOICE,129781.9024668435
QMR,112862.07408328772
ENVIRONICS RESEARCH GROUP,106104.71525862068
JUMPING ELEPHANTS,105294.81
AMEC FOSTER WHEELER AMERICAS,94697.72051536174
CAE,86551.59190371992
KPMG,85732.5
UNIVERSITY OF ALBERTA,82625
MOBILE RESOURCE GROUP,73365.25
STANTEC,71391.6
BLACKBERRY,62559.51856304985
THOMSON REUTERS,62067.8237704918
WOOD CANADA,57730.02
EBSCO CANADA,53486.07475379489
HEMMERA ENVIROCHEM,49915.8515625
HYPERTEC,46945.5
OPROMA,46473.15490533563
BDO CANADA,43955.88235294118
CNW GROUP,42799
RANDSTAD,39665.44529916298
CSDC SYSTEMS,35731.79
JOHNSON CONTROLS CANADA,35146.9825436409
JOHN WILEY SONS,25907.65
GENESIS INTEGRATION,24675
ST JOHN AMBULANCE,23044.830508474573
CANADIAN HELICOPTERS,17057.609999999997
TEKNION,14836.760000000002
GARTNER,13768.520547945207
CARSWELL,13174.999999999998
ENGLOBE,12657.534246575344
CARAHSOFT TECHNOLOGY,11515.88
SDL INTERNATIONAL CANADA,10887.519452054794
VERITAS TECHNOLOGIES,10596.89
CDW CANADA,10572.19
