d_vendor_name,overall_total
NISHA TECHONOLOGIES,2494129.8357142857
CANADIAN CORPS OF COMMISSIONAIRES,1995320.03
LUMINA IT,1783748.5958934454
COFOMO,1718945.760077406
PROMAXIS,1698044.8304940683
MICROSOFT CANADA,1695864.0000165235
PRECISIONIT,1651406.3324997907
MAPLESOFT CONSULTING,1486402.4065967016
RANDSTAD,1467580.3957225769
CISTEL TECHNOLOGY,1371690.133559042
NORTHERN MICRO,1350717.1536690646
MICHAEL WAGER CONSULTING,1318981.2547065655
TEKSYSTEMS CANADA,1192653.99
GARTNER,1161600.1272328766
BRECKENHILL,1040777.3677248678
ELSEVIER,1020546.5231322555
LEO PISCES SERVICES GROUP,1004818.0988184748
EBSCO CANADA,897014.3522214275
RICOH,889363.4709145849
QMR,793726.0116325244
BURNTEDGE,723575.16
LABWARE CANADA,714477.926402234
SI SYSTEMS,706628.947954324
CALIAN,672396.9320412595
UNIVERSITY OF ONTARIO,667842.6966292135
UNIVERSITY OF OTTAWA,644725.1725
STENOTRAN SERVICES,641117.8124117607
BOT ENGINEERING,575610.9410288582
4PLAN CONSULTING,528585.75
PROCOM CONSULTANTS,525343.3161138729
MIRION TECHNOLOGIES,519198.5352828467
CHUBB EDWARDS,507869.8326830052
PLEIAD CANADA,482154.5249605262
CENTRE FOR EXCELLENCE IN,472220.2252788377
IBM CANADA,454906.03698630136
CANADA NORTH ENVIRONMENTAL,443524.4500328408
ESI ACQUISITION,394703.1655191257
PROTAK CONSULTING GROUP,390528
KONICA MINOLTA BUSINESS,388539.76762999455
EMINENT SYSTEMS,381405.8564495114
CARLETON UNIVERSITY,374930
INTEGRATING SOLUTIONS,372417.38952270173
ADVANCED CHIPPEWA TECHNOLOGIES,367873.0028767123
A NET SOLUTIONS,364772.5796296296
ALTIS HUMAN RESOURCES,351073.5
SAMSON AND ASSOCIATES,345014.87184983527
AGILENT,336580.34
CHANNEL SYSTEMS,328148.4302469136
PERKINELMER HEALTH SCIENCES,312210.5673813868
EXCEL HUMAN RESOURCES,304846.1568
COMPUGEN,304083
SIMPLEX GRINNELL,295164.9025515919
GAMBLE TECHNOLOGIES,288844.1352492128
ZERNAM ENTERPRISE,276850
AVI SPL CANADA,270624.3593023256
KNOWLEDGE CIRCLE,263763.13649509667
BDO CANADA,261573.6474617244
UNIVERSITY OF GUELPH,257075
ADVANCED BUSINESS INTERIORS,234563.00999999998
HOPEWELL DESIGNS,222029.81594496232
SAAB,212146.0792227979
ADHARTAS CONSULTING,203964.15292353823
MINTZ GLOBAL SCREENING,202964.48
OSBORNE PETER,201161.12
LANNICK CONTRACT SOLUTIONS,196080.7591832669
UNIVERSITY OF MANITOBA,195252.75
PACIFIC NORTHWEST NATIONAL,194960.72
PEDEN,191970.52
COMSOL,191939.605373891
CAMERON A COOPER,190017.55
CENTRE FOR EXCELLENCE IN COMMUNICATIONS,188787.67684307412
EMPOWERED NETWORKS,180784.72845188284
CGI,177826.3797452348
PALADIN TECHNOLOGIES,177557.47928297755
CANBERRA,177235.91999999998
STUDSVIK SCANDPOWER,176239.15
FREEBALANCE,174874.05000000002
EVALUATION PERSONNEL,173212.45
SCIWISE SOLUTIONS,173181.88054794518
CHAPMAN COACHING,167307.91414141413
HARRINGTON STAFFING,165994.74000000002
FAST FORWARD FRENCH,162666.836467492
TOYOTA CANADA,161466.56
CARSON,155752.01
QUEEN S UNIVERSITY,154968.18486269258
PROSCI CANADA,152109.30000000002
IRON MOUNTAIN CANADA,149087.24000000002
PURDUE UNIVERSITY,143288.9284238838
TRANSFEREASE RELOCATION,139250
CONSEILLERS EN GESTION ET,137734.33307603688
FRANCOLANGUES,133855.19999999998
RHEA,133481.25
ITEX,132430.02
AON REED STENHOUSE,132190.65068493152
UNIVERSITY OF TORONTO,130538.1937947494
RIDEAU RECOGNITION SOLUTIONS,128461.90340909091
RAYMOND CHABOT GRANT THORNTON,127944.25
WORKPLACE SAFETY PREVENTION,126328.88897959184
ORBIS RISK CONSULTING,122595.44643835616
DML INTERNATIONAL,121639.34426229508
