d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2017-2018,12023.20,12370.66
ADVANCED BUSINESS INTERIORS,2018-2019,51395.18,52332.58
ADVANCED BUSINESS INTERIORS,2019-2020,25953.64,26045.92
ADVANCED BUSINESS INTERIORS,2020-2021,145190.99,136714.45
ADVANCED BUSINESS INTERIORS,2021-2022,52025.20,48348.25
ANSYS CANADA,2020-2021,12036.75,11469.73
ANSYS CANADA,2021-2022,25173.99,16987.75
AON REED STENHOUSE,2017-2018,23447.50,24055.10
AON REED STENHOUSE,2018-2019,50780.44,51570.15
AON REED STENHOUSE,2019-2020,50919.56,50489.85
AON REED STENHOUSE,2020-2021,7043.15,6685.94
AON REED STENHOUSE,2021-2022,14125.00,11049.49
ASOKAN BUSINESS INTERIORS,2021-2022,159899.52,65270.44
BANFIELD SEGUIN,2017-2018,14522.89,14899.22
BANFIELD SEGUIN,2018-2019,22600.00,22908.50
BANFIELD SEGUIN,2020-2021,7312.63,6885.70
BANFIELD SEGUIN,2021-2022,24773.72,23259.48
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,29033.79,29804.42
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,23002.27,22863.61
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,25963.07,24557.99
CACHE COMPUTER CONSULTING,2017-2018,19155.62,19652.01
CARAHSOFT TECHNOLOGY,2020-2021,23671.51,22423.86
CARAHSOFT TECHNOLOGY,2021-2022,59398.04,46885.74
CEDROM SNI,2017-2018,22739.54,23334.08
CGI,2017-2018,73286.44,75185.53
CGI,2018-2019,34572.22,35109.87
CGI,2019-2020,34666.93,34374.38
CGI,2020-2021,107429.43,101654.55
CGI,2021-2022,208620.01,190197.26
CHARRON HUMAN RESOURCES,2018-2019,17299.27,17494.92
CHARRON HUMAN RESOURCES,2019-2020,12532.73,12560.33
COLLIERS PROJECT LEADERS,2017-2018,10170.00,10460.24
CSDC SYSTEMS,2017-2018,2489.26,2554.89
CSDC SYSTEMS,2018-2019,13248.97,13427.87
CSDC SYSTEMS,2019-2020,4400.20,4415.85
EBSCO CANADA,2017-2018,90301.04,92641.04
EBSCO CANADA,2018-2019,18060.21,18452.47
EBSCO CANADA,2019-2020,631856.86,628911.58
EBSCO CANADA,2020-2021,156796.24,149496.51
EBSCO CANADA,2021-2022,39698.16,29501.57
EMCON SERVICES,2017-2018,20908.96,21401.83
EMPOWERED NETWORKS,2017-2018,180784.73,185586.36
FCA CANADA,2017-2018,58428.23,59943.90
FREEBALANCE,2017-2018,86485.68,88726.81
FREEBALANCE,2019-2020,88388.37,87642.46
GAMBLE TECHNOLOGIES,2017-2018,93818.25,96554.97
GAMBLE TECHNOLOGIES,2018-2019,46895.00,47765.96
GAMBLE TECHNOLOGIES,2019-2020,108886.80,106573.90
GAMBLE TECHNOLOGIES,2020-2021,39244.09,36952.94
GAMBLE TECHNOLOGIES,2021-2022,319739.44,228515.84
GARTNER,2017-2018,158091.76,162147.95
GARTNER,2018-2019,212930.71,216176.12
GARTNER,2019-2020,350209.87,347144.74
GARTNER,2020-2021,440367.79,418505.97
GARTNER,2021-2022,408941.49,332918.80
GC STRATEGIES,2019-2020,84750.00,83820.68
GLOBAL UPHOLSTERY,2020-2021,74539.37,70463.03
GSI INTERNATIONAL CONSULTING,2017-2018,103963.04,106800.22
HAWORTH,2017-2018,21984.15,22544.92
HUBSPOKE,2020-2021,39663.00,37347.40
IDS SYSTEMS CONSULTANTS,2019-2020,39995.22,39442.02
IHS GLOBAL,2019-2020,23221.00,23012.31
IHS GLOBAL,2020-2021,25090.43,23850.51
INFO TECH RESEARCH GROUP,2017-2018,47662.83,48844.88
INFO TECH RESEARCH GROUP,2018-2019,38883.51,39583.14
INFO TECH RESEARCH GROUP,2019-2020,10023.25,10014.75
IPSOS,2020-2021,38064.95,36466.54
IPSOS,2021-2022,14009.06,10768.72
ITEX,2017-2018,32611.24,33562.53
ITEX,2018-2019,99818.78,101618.94
LANNICK CONTRACT SOLUTIONS,2017-2018,108398.09,111177.52
LANNICK CONTRACT SOLUTIONS,2018-2019,87682.67,89226.29
LEO PISCES SERVICES GROUP,2019-2020,479368.58,475218.29
LEO PISCES SERVICES GROUP,2020-2021,525449.52,499179.21
LEO PISCES SERVICES GROUP,2021-2022,392051.56,306688.06
LLOYD LIBKE LAW ENFORCEMENT SALES,2019-2020,19933.20,19450.81
MAPLESOFT CONSULTING,2017-2018,603014.93,618568.12
MAPLESOFT CONSULTING,2018-2019,480150.70,488977.80
MAPLESOFT CONSULTING,2019-2020,91031.83,91111.86
MICHAEL WAGER CONSULTING,2017-2018,206269.08,211555.86
MICHAEL WAGER CONSULTING,2018-2019,341446.76,346689.21
MICHAEL WAGER CONSULTING,2019-2020,163572.31,163432.36
MICHAEL WAGER CONSULTING,2021-2022,221544.36,136591.63
MNP,2020-2021,77632.78,73393.35
MNP,2021-2022,235869.08,184512.04
MOBILE RESOURCE GROUP,2021-2022,39550.01,24104.38
"NANOMETRICS",2021-2022,13492.78,8610.40
NUA OFFICE,2020-2021,49042.00,46391.28
OPENFRAME TECHNOLOGIES,2017-2018,9085.20,9340.01
PALADIN GROUP,2019-2020,66524.63,65064.23
PALADIN GROUP,2020-2021,111032.85,105182.42
PALADIN GROUP,2021-2022,105075.58,54606.10
PHASELOCK SYSTEMS INTERNATIONAL,2019-2020,21373.95,21015.01
PHASELOCK SYSTEMS INTERNATIONAL,2021-2022,10961.00,5131.14
PRECISIONIT,2017-2018,598155.50,613656.85
PRECISIONIT,2018-2019,241667.48,245616.41
PRECISIONIT,2019-2020,243981.42,241922.46
PRECISIONIT,2020-2021,399493.66,379173.90
PRECISIONIT,2021-2022,662471.30,518227.87
PROCOM CONSULTANTS,2017-2018,467264.91,479571.22
PROCOM CONSULTANTS,2018-2019,58078.41,59296.66
PROMAXIS,2017-2018,175273.27,179816.92
PROMAXIS,2018-2019,164977.72,167543.37
PROMAXIS,2019-2020,238236.43,235099.14
PROMAXIS,2020-2021,450518.84,428294.88
PROMAXIS,2021-2022,450518.84,352424.95
PROQUEST,2019-2020,11373.19,11277.21
PROSCI CANADA,2017-2018,75484.00,77305.98
PROSCI CANADA,2018-2019,76625.30,77869.94
PROSCI CANADA,2021-2022,22310.26,2311.10
PROTAK CONSULTING GROUP,2018-2019,263151.65,267145.43
PROTAK CONSULTING GROUP,2019-2020,127376.35,127488.32
RHEA,2018-2019,45449.14,45919.67
RHEA,2019-2020,88032.11,87948.83
SAAB,2019-2020,11295.21,11021.86
SAAB,2020-2021,200850.87,190621.60
SAAB,2021-2022,210293.30,111925.20
SAMSON AND ASSOCIATES,2017-2018,71075.82,72823.46
SAMSON AND ASSOCIATES,2018-2019,73790.37,74781.19
SAMSON AND ASSOCIATES,2019-2020,95667.19,95343.81
SAMSON AND ASSOCIATES,2020-2021,104481.49,99634.49
SAMSON AND ASSOCIATES,2021-2022,122796.04,76801.80
SHI CANADA,2018-2019,1846.67,1864.84
SHI CANADA,2019-2020,13547.23,13410.77
SHI CANADA,2020-2021,26382.47,25064.39
SHI CANADA,2021-2022,29724.81,25385.31
SOFTSIM TECHNOLOGIES,2020-2021,39167.70,36881.02
SOFTSIM TECHNOLOGIES,2021-2022,130056.87,121909.84
SUBARU CANADA,2018-2019,23468.55,23763.22
TOTEM OFFISOURCE,2019-2020,17330.81,16911.40
TOTEM OFFISOURCE,2020-2021,14122.01,13348.35
UNIVERSITY OF GUELPH,2017-2018,49325.90,50510.18
UNIVERSITY OF GUELPH,2018-2019,105905.62,107552.60
UNIVERSITY OF GUELPH,2019-2020,101843.48,101052.63
UNIVERSITY OF OTTAWA,2017-2018,18746.39,19197.71
UNIVERSITY OF OTTAWA,2018-2019,216637.60,219522.10
UNIVERSITY OF OTTAWA,2019-2020,328493.38,325721.24
UNIVERSITY OF OTTAWA,2020-2021,80847.80,76920.10
UNIVERSITY OF OTTAWA,2021-2022,25948.55,20253.34
UNIVERSITY OF TORONTO,2017-2018,111846.11,114744.40
UNIVERSITY OF TORONTO,2018-2019,18692.09,19098.07
WEST WIND AVIATION,2017-2018,24392.50,25035.58
ZERNAM ENTERPRISE,2018-2019,59939.66,60652.21
ZERNAM ENTERPRISE,2019-2020,108603.54,107687.03
ZERNAM ENTERPRISE,2020-2021,108306.81,102964.06
