d_vendor_name,overall_total
NISHA TECHONOLOGIES,2525805.55
MICROSOFT CANADA,2461588.53
CANADIAN CORPS OF COMMISSIONAIRES,2405242.04
PRECISIONIT,2145769.36
COFOMO,2018244.70
CISTEL TECHNOLOGY,1814060.29
RANDSTAD,1806695.98
GARTNER,1570541.62
PROMAXIS,1479525.11
ERNST YOUNG,1399951.36
NORTHERN MICRO,1399710.43
LEO PISCES SERVICES GROUP,1396869.66
LUMINA IT,1207463.97
MAPLESOFT CONSULTING,1174197.47
CALIAN,1069218.36
QMR,943551.95
EBSCO CANADA,936712.51
SI SYSTEMS,933376.39
MICHAEL WAGER CONSULTING,932832.50
TEKSYSTEMS CANADA,908610.41
ELSEVIER,866175.95
MNP,842087.61
UNIVERSITY OF OTTAWA,670673.72
GAMBLE TECHNOLOGIES,608583.58
IBM CANADA,592159.21
PLEIAD CANADA,590661.01
RICOH,559384.09
PROCOM CONSULTANTS,525343.32
EXCEL HUMAN RESOURCES,506788.46
ADVANCED CHIPPEWA TECHNOLOGIES,479081.38
SAMSON AND ASSOCIATES,467810.91
CGI,458575.03
SAAB,422439.38
SIMPLEX GRINNELL,392733.72
PROTAK CONSULTING GROUP,390528.00
AVI SPL CANADA,386536.49
CARLETON UNIVERSITY,374930.00
CHUBB EDWARDS,357527.87
ALTIS HUMAN RESOURCES,351073.50
AGILENT,336580.34
COMPUGEN,304083.00
QUEEN S UNIVERSITY,299779.80
ADVANCED BUSINESS INTERIORS,286588.21
FAST FORWARD FRENCH,285297.61
BDO CANADA,284123.79
PALADIN GROUP,282633.05
ZERNAM ENTERPRISE,276850.00
UNIVERSITY OF GUELPH,257075.00
NEWFOUND RECRUITING,232088.23
THE RIGHT DOOR CONSULTING,210351.91
LANNICK CONTRACT SOLUTIONS,196080.76
IRON MOUNTAIN,194287.24
EMPOWERED NETWORKS,180784.73
FREEBALANCE,174874.05
PROSCI CANADA,174419.56
SOFTSIM TECHNOLOGIES,169224.57
TOYOTA,161466.56
ASOKAN BUSINESS INTERIORS,159899.52
RAYMOND CHABOT GRANT THORNTON,150678.77
FORD MOTOR COMPANY,147825.51
AON REED STENHOUSE,146315.65
DONNA CONA,145396.54
RHEA,133481.25
ITEX,132430.02
UNIVERSITY OF TORONTO,130538.19
OPENTEXT,124865.00
HYPERTEC,119667.00
DELOITTE,110494.75
SOFTCHOICE,109179.70
INFO TECH RESEARCH GROUP,96569.60
GC STRATEGIES,84750.00
TURTLE ISLAND STAFFING,84618.36
VERITAAQ TECHNOLOGY HOUSE,83320.62
CARAHSOFT TECHNOLOGY,83069.55
MINDWIRE SYSTEMS,80795.00
ARI FINANCIAL SERVICES,79100.00
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,77999.13
GLOBAL UPHOLSTERY,74539.37
SHI CANADA,71501.17
ESRI,70118.97
BANFIELD SEGUIN,69209.24
WORKPLACE HEALTH AND COST SOLUTIONS,62521.51
FCA CANADA,58428.23
PRINTERS PLUS,52112.77
IPSOS,52074.01
CDW CANADA,51096.34
THERMO FISHER SCIENTIFIC,50621.54
NUA OFFICE,49042.00
IHS GLOBAL,48311.43
IDS SYSTEMS CONSULTANTS,39995.22
HUBSPOKE,39663.00
MOBILE RESOURCE GROUP,39550.01
UNIVERSITY OF ALBERTA,39453.50
N12 CONSULTING,37780.81
ANSYS CANADA,37210.74
THOMSON REUTERS,35538.50
PHASELOCK SYSTEMS INTERNATIONAL,32334.95
TOTEM OFFISOURCE,31452.82
STIFF SENTENCES,30238.58
CHARRON HUMAN RESOURCES,29832.00
KPMG,29548.85
MCGILL UNIVERSITY,26190.58
WEST WIND AVIATION,24392.50
SUBARU CANADA,23468.55
ST JOSEPH PRINT GROUP,22812.90
CISION CANADA,22739.54
HAWORTH,21984.15
EMCON SERVICES,20908.96
STANTEC,20311.75
CSDC SYSTEMS,20138.43
LLOYD LIBKE LAW ENFORCEMENT SALES,19933.20
CACHE COMPUTER CONSULTING,19155.62
PATLON AIRCRAFT INDUSTRIES,18165.34
TOSHIBA CANADA,17727.42
PRICEWATERHOUSE COOPERS,17088.32
WOLTERS KLUWER,16950.00
CANADA POST,16222.36
"NANOMETRICS",13492.78
CANADIAN STANDARDS ASSOCIATION,13262.83
PROQUEST,11373.19
COLLIERS PROJECT LEADERS,10170.00
OPENFRAME TECHNOLOGIES,9085.20
THALES,859.43
