d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
1320376 ONTARIO,2017-2018,24971.17,25684.31
1320376 ONTARIO,2018-2019,24916.50,25237.01
1320376 ONTARIO,2019-2020,14096.75,14103.19
2347758 NOVA SCOTIA,2017-2018,65952.50,67864.39
2347758 NOVA SCOTIA,2020-2021,251797.65,237262.82
6854265 CANADA,2020-2021,61462.68,58058.88
6854265 CANADA,2022-2023,28509.90,25407.69
AB SCIEX,2017-2018,37940.52,39113.30
AB SCIEX,2018-2019,126962.18,128582.57
AB SCIEX,2019-2020,556500.48,552061.29
AB SCIEX,2020-2021,83177.47,79130.68
AB SCIEX,2021-2022,99096.03,92376.08
AB SCIEX,2022-2023,105797.11,94573.52
ACART COMMUNICATIONS,2018-2019,218516.64,221606.68
ACART COMMUNICATIONS,2019-2020,101454.16,101768.12
ACKLANDS GRAINGER,2017-2018,44688.48,46028.18
ACKLANDS GRAINGER,2018-2019,36046.88,36921.91
ACKLANDS GRAINGER,2019-2020,23401.95,23204.20
ADGA GROUP,2017-2018,82070.74,84607.64
ADGA GROUP,2018-2019,82070.74,83643.48
ADGA GROUP,2019-2020,83231.65,82553.82
ADGA GROUP,2020-2021,139518.06,132796.02
ADGA GROUP,2021-2022,174392.99,161840.07
ADGA GROUP,2022-2023,127268.09,113880.02
ADRM TECHNOLOGY CONSULTING,2017-2018,107587.79,111085.11
ADVANCED BUSINESS INTERIORS,2017-2018,17163.67,17669.86
ADVANCED BUSINESS INTERIORS,2019-2020,104506.28,102275.16
ADVANCED BUSINESS INTERIORS,2021-2022,152828.26,138569.27
ADVANCED BUSINESS INTERIORS,2022-2023,312894.77,281022.26
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,583417.03,591225.56
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,27885.49,27312.70
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,75761.62,72263.65
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,157412.02,144412.59
ADVANCED CHIPPEWA TECHNOLOGIES,2022-2023,63919.96,56728.99
AECOM,2017-2018,395734.78,407193.99
AECOM,2018-2019,945015.59,962964.20
AECOM,2019-2020,35190.00,34885.41
AEROPRO,2017-2018,116030.64,119616.72
AEROPRO,2019-2020,132231.83,131034.26
AEROPRO,2020-2021,153272.47,145964.54
AEROPRO,2021-2022,153272.47,142501.35
AEROPRO,2022-2023,153873.53,137680.75
AGILENT,2017-2018,857018.24,882267.23
AGILENT,2018-2019,1069355.82,1085689.41
AGILENT,2019-2020,2543434.51,2506020.51
AGILENT,2020-2021,1341563.32,1276831.20
AGILENT,2021-2022,1305635.88,1205157.04
AGILENT,2022-2023,1482985.50,1317904.01
AINSWORTH,2017-2018,33157.65,34158.63
AINSWORTH,2018-2019,19179.45,19358.62
AINSWORTH,2019-2020,23946.32,23755.30
AINSWORTH,2020-2021,24544.87,23374.59
AINSWORTH,2021-2022,25084.10,23321.33
AINSWORTH,2022-2023,27684.55,24755.03
AIR LIQUIDE CANADA,2017-2018,199925.06,205969.06
AIR LIQUIDE CANADA,2018-2019,131088.78,133251.86
AIR LIQUIDE CANADA,2019-2020,314562.95,309629.82
AIR LIQUIDE CANADA,2020-2021,789784.70,750881.84
AIR LIQUIDE CANADA,2021-2022,926879.44,864798.62
AIR LIQUIDE CANADA,2022-2023,801637.18,719823.53
AIR TINDI,2017-2018,531227.99,547145.81
AIR TINDI,2018-2019,644363.42,653908.57
AIR TINDI,2019-2020,792245.29,784326.45
AIR TINDI,2020-2021,689851.72,656748.46
AIR TINDI,2021-2022,966534.11,890207.03
AIR TINDI,2022-2023,870841.16,776970.45
ALGONQUIN COLLEGE,2017-2018,123360.38,127229.41
ALGONQUIN COLLEGE,2018-2019,69026.75,69671.58
ALGONQUIN COLLEGE,2019-2020,526329.00,522130.48
ALGONQUIN COLLEGE,2021-2022,22224.67,20460.14
ALLIANCE ENGINEERING CONSTRUCTION,2020-2021,17515.00,16683.52
ALLSEATING,2021-2022,12104.40,10942.18
ALLSEATING,2022-2023,48064.55,42534.50
ALPINE HELICOPTERS,2017-2018,17850.00,18399.16
