d_vendor_name,overall_total
LEONARDO,73962867.86735299
SELEX,49151466.36181818
CANADIAN CORPS OF COMMISSIONAIRES,11832591.864902386
GRAW RADIOSONDES,9124944.046565007
EXCEL HUMAN RESOURCES,8582747.763759758
HOSKIN SCIENTIFIC,7911363.153774126
MICROSOFT CANADA,7614796.91174642
ATS SERVICES,7299907.615516691
MOERAE SOLUTIONS,6199779.955651595
SYSTEMATIX SOLUTIONS,5825922.442596284
VAISALA CANADA,5796325.863886359
AGILENT,5792163.470513468
THERMO FISHER SCIENTIFIC,5684903.538929937
PACWILL ENVIRONMENTAL,5423100.31783542
DYNABOOK CANADA,5035218.3
RONDAR,5028804.596089092
SI SYSTEMS,4172349.971192775
AXYS TECHNOLOGIES,4105427.6229109825
CANON,4100457.84457464
CAMPBELL SCIENTIFIC CANADA,3906213.759044648
CANADIAN HELICOPTERS,3832159.419310255
COSSETTE COMMUNICATIONS,3690449.4499999997
SGS AXYS ANALYTICAL SERVICES,3607496.3947981494
BLACK MCDONALD,3542511.926110558
ATCO,3497266.6146924263
ESRI,3378981.9171005692
SNC LAVALIN,3306513.91
WATERS,3245846.584102316
CDW CANADA,2903226.91
AIR TINDI,2657688.42
TOROMONT,2381138.1101024887
TAG HR,2329563.1942532538
TELECOM COMPUTER SERVICES,2250361.6500000004
MAPLESOFT CONSULTING,2067904.76
FORD MOTOR COMPANY,1931447.8499999999
NISHA TECHONOLOGIES,1918498.5758333334
RANDSTAD,1822206.6959777141
ELSEVIER,1697781.773161821
AIR LIQUIDE CANADA,1435762.415199609
SHI CANADA,1428463.7999999998
MOBILE RESOURCE GROUP,1389285.9876014604
AECOM,1375940.37
TRM TECHNOLOGIES,1348030.304796776
ORACLE CANADA,1271931.6404383562
TALIGENT CONSULTING,1250601.2393721973
TOURE CLEANING SERVICES,1247010.2822457247
CUMMINS CANADA,1239043.135243101
GREAT SLAVE HELICOPTERS,1225353.8460439106
BELL CANADA,1194970.116184929
FELIX TECHNOLOGY,1169358.9243623237
VERITAAQ TECHNOLOGY HOUSE,1077717.2783211193
DASCO EQUIPMENT,1076511.766415989
CORADIX TECHNOLOGY CONSULTING,1037213.9666055042
TEKSYSTEMS CANADA,1030001.2334688009
GARTNER,993222.53506055
CANADA POST,976420.1595764728
JOSEPH ELIE,966859.0667924528
