d_vendor_name,overall_total
COFOMO,1002122.10
DELL COMPUTER,756829.46
NORTHERN MICRO,574751.47
DONNA CONA,558434.68
ALTIS HUMAN RESOURCES,305364.52
"NATIONS TRANSLATION GROUP",303292.75
MICROSOFT CANADA,288541.74
FORD MOTOR COMPANY,172512.84
DYNABOOK CANADA,170848.93
NISHA TECHONOLOGIES,158375.61
SOFTCHOICE,152699.91
SHARP ELECTRONICS,151133.97
INTEGRA NETWORKS,142003.94
SAMSON ASSOCIES,136130.40
SENSUS COMMUNICATION SOLUTIONS,123580.46
GENERAL ELECTRIC CANADA,119160.90
NEWFOUND RECRUITING,98717.54
SUBARU CANADA,88538.39
LIONBRIDGE,86231.25
ANTHONY MACAULEY ASSOCIATES,80362.55
APPLIED ELECTONICS,79608.30
HITACHI DATA SYSTEMS,75258.00
CISION CANADA,75088.62
HYPERTEC,72993.17
L3HARRIS,70682.67
ASOKAN BUSINESS INTERIORS,62552.29
QUANTUM MANAGEMENT SERVICES,58611.63
SAS INSTITUTE,54204.97
HONEYWELL,51341.03
LEGER MARKETING,49823.96
COMPUGEN,47613.15
MELTWATER NEWS CANADA,45293.01
MITSUBISHI MOTOR SALES,43867.56
BELL CANADA,42625.84
NOVA NETWORKS,40162.87
RHEA,39939.85
EXCEL HUMAN RESOURCES,39249.00
SIMEX DEFENCE,38514.92
PRINTERS PLUS,37204.55
TOYOTA,34251.48
ZERNAM ENTERPRISE,30459.15
COMPAGNIE AMPLEXOR CANADA,28743.75
FCA CANADA,28106.00
WPP GROUP CANADA COMMUNICATIONS,27674.91
GRAND TOY,25901.04
QMR,24834.60
CHARRON HUMAN RESOURCES,21505.65
BEVA GLOBAL MANAGEMENT,21018.00
MAXSYS STAFFING AND CONSULTING,20833.25
KF AEROSPACE,18553.50
CELLEBRITE,17814.23
BLACKBERRY,17063.76
FLIGHTSAFETY CANADA,14952.14
WESTJET,14336.70
ECOLE DE LANGUES ABCE,12928.50
QUADBRIDGE,11803.32
CSDC SYSTEMS,10069.51
KNOWLEDGE CIRCLE,0.00
