d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ALTIS HUMAN RESOURCES,2017-2018,36042.60,37259.22
ALTIS HUMAN RESOURCES,2018-2019,51005.96,51833.32
ALTIS HUMAN RESOURCES,2019-2020,113180.33,112176.31
ALTIS HUMAN RESOURCES,2020-2021,76851.55,73013.94
ALTIS HUMAN RESOURCES,2021-2022,28284.09,25776.68
ALTIS HUMAN RESOURCES,2022-2023,80523.22,72235.74
ANTHONY MACAULEY ASSOCIATES,2017-2018,30626.05,31572.73
ANTHONY MACAULEY ASSOCIATES,2018-2019,8055.30,8160.16
ANTHONY MACAULEY ASSOCIATES,2019-2020,8988.54,8996.40
ANTHONY MACAULEY ASSOCIATES,2020-2021,32692.66,31133.90
ANTHONY MACAULEY ASSOCIATES,2021-2022,8001.18,7438.90
ANTHONY MACAULEY ASSOCIATES,2022-2023,8001.18,7159.49
APPLIED ELECTONICS,2018-2019,79608.30,81000.55
ASOKAN BUSINESS INTERIORS,2019-2020,24742.76,24178.00
ASOKAN BUSINESS INTERIORS,2020-2021,17918.85,16884.50
ASOKAN BUSINESS INTERIORS,2021-2022,19890.68,17980.86
ASOKAN BUSINESS INTERIORS,2022-2023,12157.25,10758.50
BELL CANADA,2019-2020,42625.84,42535.53
BEVA GLOBAL MANAGEMENT,2019-2020,21018.00,20538.26
BLACKBERRY,2020-2021,14394.81,13720.59
BLACKBERRY,2021-2022,2668.95,2527.48
CISION CANADA,2017-2018,41753.62,43043.15
CISION CANADA,2018-2019,19775.00,20137.15
CISION CANADA,2020-2021,13560.00,12937.12
COFOMO,2019-2020,94919.09,93206.88
COFOMO,2020-2021,533472.63,507828.11
COFOMO,2021-2022,373730.38,347466.72
COMPAGNIE AMPLEXOR CANADA,2017-2018,25830.00,26627.11
COMPAGNIE AMPLEXOR CANADA,2018-2019,2913.75,2991.54
COMPUGEN,2020-2021,34542.87,32548.91
COMPUGEN,2021-2022,13070.28,12377.49
COX AND PALMER,2018-2019,3489.24,3521.83
COX AND PALMER,2019-2020,36487.43,36196.37
COX AND PALMER,2020-2021,36387.74,34652.80
COX AND PALMER,2021-2022,36387.74,33830.62
COX AND PALMER,2022-2023,36387.74,32559.90
CSDC SYSTEMS,2017-2018,7559.03,7791.55
CSDC SYSTEMS,2018-2019,2510.48,2577.50
DELL COMPUTER,2017-2018,236569.66,243486.04
DELL COMPUTER,2018-2019,286376.20,289696.07
DELL COMPUTER,2019-2020,76858.45,76796.97
DELL COMPUTER,2020-2021,21406.87,20441.66
DELL COMPUTER,2021-2022,135618.28,122596.76
DELL COMPUTER,2022-2023,15988.54,14282.62
DONNA CONA,2018-2019,43209.95,43656.50
DONNA CONA,2019-2020,56680.33,56228.19
DONNA CONA,2020-2021,182358.42,173924.80
DONNA CONA,2021-2022,276185.98,256777.20
DONNA CONA,2022-2023,315374.38,281908.05
DYNABOOK CANADA,2020-2021,33419.09,32048.99
DYNABOOK CANADA,2021-2022,137429.84,125527.49
DYNABOOK CANADA,2022-2023,156399.03,139386.39
ECOLE DE LANGUES ABCE,2020-2021,12928.50,12238.93
ECOLE DE LANGUES ABCE,2022-2023,7551.61,6724.59
EXCEL HUMAN RESOURCES,2019-2020,0.00,0.00
EXCEL HUMAN RESOURCES,2021-2022,39249.00,36045.46
FCA CANADA,2018-2019,28106.00,28525.43
FLIGHTSAFETY CANADA,2019-2020,14952.14,14665.31
FORD MOTOR COMPANY,2018-2019,100271.59,101655.31
FORD MOTOR COMPANY,2019-2020,72241.25,72249.52
FOX TRANSLATIONS,2022-2023,123836.32,110311.61
GENERAL ELECTRIC CANADA,2018-2019,18332.45,18503.70
GENERAL ELECTRIC CANADA,2019-2020,100828.45,101104.51
GLASSHOUSE SYSTEMS,2022-2023,32.51,28.77
GRAND TOY,2018-2019,25901.04,26143.00
GRANICUS CANADA HOLDINGS,2020-2021,6568.80,6266.14
GRANICUS CANADA HOLDINGS,2021-2022,7939.11,7381.19
GRANICUS CANADA HOLDINGS,2022-2023,7939.11,7103.95
HACKETT CONSULTING,2019-2020,6877.18,6720.21
HACKETT CONSULTING,2020-2021,29531.41,28123.37
HACKETT CONSULTING,2021-2022,29531.41,27456.11
HACKETT CONSULTING,2022-2023,14974.68,13319.33
HITACHI DATA SYSTEMS,2020-2021,75258.00,70913.79
HONEYWELL,2020-2021,51341.03,49318.28
HYPERACTIVE PRODUCTIONS,2020-2021,64480.03,61553.17
HYPERTEC,2018-2019,27854.64,28114.85
HYPERTEC,2019-2020,23342.14,23311.32
HYPERTEC,2020-2021,21796.39,20724.95
HYPERTEC,2022-2023,11442.01,10137.49
IBM CANADA,2021-2022,1596.41,1443.13
IBM CANADA,2022-2023,8206.91,7343.57
INTEGRA NETWORKS,2018-2019,96577.39,98282.63
INTEGRA NETWORKS,2019-2020,13491.04,13392.72
INTEGRA NETWORKS,2020-2021,16277.00,15498.76
INTEGRA NETWORKS,2021-2022,15658.51,14828.53
KF AEROSPACE,2019-2020,18553.50,18130.01
KNOWLEDGE CIRCLE,2019-2020,0.00,0.00
L3HARRIS,2018-2019,369.53,372.99
L3HARRIS,2019-2020,44907.44,44514.48
L3HARRIS,2020-2021,16975.69,16100.57
L3HARRIS,2021-2022,8430.01,7837.60
L3HARRIS,2022-2023,8430.01,7543.21
LEGER MARKETING,2020-2021,44774.23,42742.76
LEGER MARKETING,2021-2022,5049.73,4782.06
LIONBRIDGE,2017-2018,25806.43,26602.82
LIONBRIDGE,2018-2019,28717.52,29267.84
LIONBRIDGE,2019-2020,28796.20,28566.50
LIONBRIDGE,2020-2021,2911.09,2749.90
MAXSYS STAFFING AND CONSULTING,2019-2020,20833.25,20630.91
MAXSYS STAFFING AND CONSULTING,2022-2023,18384.98,16606.50
MELTWATER,2019-2020,5192.72,5086.70
MELTWATER,2020-2021,17707.78,16856.30
MELTWATER,2021-2022,22392.50,20771.69
MELTWATER,2022-2023,27607.58,24702.10
MICROSOFT CANADA,2017-2018,87979.41,90655.67
MICROSOFT CANADA,2018-2019,87509.33,88891.40
MICROSOFT CANADA,2019-2020,53550.40,52521.41
MICROSOFT CANADA,2020-2021,152562.06,145288.01
MICROSOFT CANADA,2021-2022,152562.06,141840.86
MICROSOFT CANADA,2022-2023,152562.06,136513.17
MITSUBISHI MOTOR SALES,2019-2020,43867.56,43046.95
"NATIONS TRANSLATION GROUP",2020-2021,243364.28,232065.19
"NATIONS TRANSLATION GROUP",2021-2022,59928.47,56400.31
NEWFOUND RECRUITING,2019-2020,98717.54,98129.92
NISHA TECHONOLOGIES,2018-2019,57911.29,58452.28
NISHA TECHONOLOGIES,2019-2020,100464.32,99783.01
NORTHERN MICRO,2017-2018,150260.58,154562.66
NORTHERN MICRO,2018-2019,87403.62,88413.23
NORTHERN MICRO,2020-2021,337087.27,319414.28
NORTHERN MICRO,2022-2023,24673.52,21989.09
NOVA NETWORKS,2017-2018,19881.34,20495.89
NOVA NETWORKS,2018-2019,20281.53,20470.99
PRINTERS PLUS,2017-2018,37204.55,38267.06
QMR,2018-2019,24834.60,25305.02
QUADBRIDGE,2018-2019,11803.32,12031.40
QUANTUM MANAGEMENT SERVICES,2017-2018,58611.63,60340.19
RHEA,2021-2022,39939.85,36104.99
RHEA,2022-2023,28709.26,25556.80
SAMSON ASSOCIES,2017-2018,94509.45,97734.17
SAMSON ASSOCIES,2018-2019,15828.38,16033.56
SAMSON ASSOCIES,2019-2020,25792.57,25618.79
