d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3397068.58,3501816.61
1_facilities_and_construction,2018-2019,2077128.66,2115605.78
1_facilities_and_construction,2019-2020,3244923.92,3218999.19
1_facilities_and_construction,2020-2021,1576240.41,1501264.94
1_facilities_and_construction,2021-2022,2017912.57,1879874.61
11_defence,2017-2018,0.00,0.00
11_defence,2018-2019,0.00,0.00
11_defence,2019-2020,0.00,0.00
2_professional_services,2017-2018,1020835.88,1052048.37
2_professional_services,2018-2019,875136.42,889432.38
2_professional_services,2019-2020,1132783.31,1124193.48
2_professional_services,2020-2021,676852.44,645379.42
2_professional_services,2021-2022,1220771.73,1135665.27
3_information_technology,2017-2018,42782.28,43968.85
3_information_technology,2018-2019,143261.75,145880.43
3_information_technology,2019-2020,143654.25,142501.41
3_information_technology,2020-2021,143261.75,136582.10
3_information_technology,2021-2022,143261.75,134058.77
5_transportation_and_logistics,2017-2018,24955.00,25655.50
5_transportation_and_logistics,2019-2020,12880.00,12770.22
5_transportation_and_logistics,2020-2021,35075.00,33730.35
5_transportation_and_logistics,2021-2022,15508.99,14101.87
