d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2018-2019,2410375.11,2454434.30
10647802 CANADA,2019-2020,2416978.88,2397582.38
10647802 CANADA,2020-2021,2619292.83,2497109.00
10647802 CANADA,2021-2022,2548802.09,2395390.95
11983890 CANADA CENTRE,2020-2021,65812562.19,62758144.72
11983890 CANADA CENTRE,2021-2022,1286837.81,1226109.97
2KEYS,2017-2018,18870920.36,19449317.87
2KEYS,2018-2019,31854624.67,32363029.65
2KEYS,2019-2020,46487509.84,46105369.89
2KEYS,2020-2021,47211160.59,45010324.64
2KEYS,2021-2022,47564759.03,44540476.81
3D DATACOMM,2017-2018,340717.80,350260.59
3D DATACOMM,2018-2019,506059.18,511685.96
3D DATACOMM,2019-2020,2400693.68,2381075.13
3D DATACOMM,2020-2021,1236094.00,1179027.51
3D DATACOMM,2021-2022,776116.78,713498.34
3M CANADA COMPANY,2017-2018,1848744.09,1905406.68
3M CANADA COMPANY,2018-2019,1848744.09,1882537.24
3M CANADA COMPANY,2019-2020,1853809.14,1838932.13
3M CANADA COMPANY,2020-2021,1848744.09,1762545.41
3M CANADA COMPANY,2021-2022,1403019.49,1324698.39
4 OFFICE AUTOMATION,2017-2018,472546.69,485662.49
4 OFFICE AUTOMATION,2018-2019,295501.86,299250.23
4 OFFICE AUTOMATION,2019-2020,164969.09,163238.52
4 OFFICE AUTOMATION,2020-2021,266435.74,254023.72
4 OFFICE AUTOMATION,2021-2022,215992.11,202289.60
49 SOLUTIONS,2017-2018,1342607.40,1383757.30
49 SOLUTIONS,2018-2019,811622.94,829986.06
49 SOLUTIONS,2020-2021,725687.07,692013.12
49 SOLUTIONS,2021-2022,2828003.63,2622950.83
529040 ONTARIO 880382 ONTARIO,2019-2020,2463095.94,2442605.17
529040 ONTARIO 880382 ONTARIO,2020-2021,2518291.36,2400874.68
529040 ONTARIO 880382 ONTARIO,2021-2022,3526170.98,3297597.94
529040 ONTARIO AND 880382,2017-2018,115005.65,118507.73
529040 ONTARIO AND 880382,2018-2019,6787.22,6960.43
529040 ONTARIO AND 880382,2019-2020,4258610.40,4221419.07
529040 ONTARIO AND 880382,2020-2021,4135817.60,3941545.74
529040 ONTARIO AND 880382,2021-2022,15357835.15,14356389.97
9168516 CANADA,2021-2022,131141.31,124952.55
A NET SOLUTIONS,2017-2018,617517.14,636371.14
A NET SOLUTIONS,2018-2019,876566.81,892298.67
A NET SOLUTIONS,2019-2020,561438.41,557349.41
A NET SOLUTIONS,2020-2021,967068.14,922959.96
A NET SOLUTIONS,2021-2022,588329.38,550738.70
AB SCIEX,2017-2018,34590.20,35612.71
AB SCIEX,2019-2020,20731.08,20723.47
AB SCIEX,2020-2021,11283.01,10767.13
AB SCIEX,2021-2022,43952.47,40787.21
ACART COMMUNICATIONS,2017-2018,10819.75,11117.91
ACCENTURE,2017-2018,29335925.43,30234706.28
ACCENTURE,2018-2019,31012916.37,31587084.69
ACCENTURE,2019-2020,29834565.98,29587747.14
ACCENTURE,2020-2021,57482748.85,54809101.79
ACCENTURE,2021-2022,70346106.84,65781144.95
ACCESS 2 NETWORKS,2017-2018,2890759.97,2977210.73
ACCESS 2 NETWORKS,2018-2019,4849483.75,4939416.06
ACCESS 2 NETWORKS,2019-2020,1655992.74,1642064.82
ACCESS 2 NETWORKS,2020-2021,1663146.08,1583602.86
ACCESS 2 NETWORKS,2021-2022,1066107.20,997689.30
ACKLANDS GRAINGER,2021-2022,16116.08,14653.88
ACME FUTURE SECURITY CONTROLS,2017-2018,206060.52,212114.74
ACME FUTURE SECURITY CONTROLS,2018-2019,142186.54,144363.36
ACME FUTURE SECURITY CONTROLS,2019-2020,344590.53,340833.56
ACME FUTURE SECURITY CONTROLS,2020-2021,293566.00,279681.82
ACME FUTURE SECURITY CONTROLS,2021-2022,358.91,341.97
ACOSYS CONSULTING SERVICES,2019-2020,123496.95,120555.16
ACOSYS CONSULTING SERVICES,2020-2021,1761530.52,1678761.88
ACOSYS CONSULTING SERVICES,2021-2022,2352444.69,2194582.52
ACT,2017-2018,1896079.69,1952144.42
ACT,2018-2019,1819713.42,1850931.31
ACT,2019-2020,1524375.93,1510336.09
ACT,2020-2021,1442260.26,1371065.76
ACT,2021-2022,3293358.44,3086785.70
ACTION PERSONNEL OF OTTAWA HULL,2017-2018,40617.85,41761.30
ACTION PERSONNEL OF OTTAWA HULL,2018-2019,87970.50,89018.27
ACTION PERSONNEL OF OTTAWA HULL,2019-2020,14497.51,14152.17
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,479395.93,455553.24
ACTION PERSONNEL OF OTTAWA HULL,2021-2022,2363360.79,2217631.22
ADGA GROUP,2017-2018,10171618.13,10482535.92
ADGA GROUP,2018-2019,17111178.27,17421618.54
ADGA GROUP,2019-2020,10198080.29,10118366.97
ADGA GROUP,2020-2021,12084686.35,11525167.18
ADGA GROUP,2021-2022,23439650.25,21858684.23
ADOBE,2017-2018,8737074.75,9001864.76
ADOBE,2018-2019,7528403.73,7670467.59
ADOBE,2019-2020,6512362.15,6455300.87
ADOBE,2020-2021,7348953.22,7007330.55
ADOBE,2021-2022,6773639.89,6337921.82
ADRM TECHNOLOGY CONSULTING,2017-2018,15658695.19,16124139.19
ADRM TECHNOLOGY CONSULTING,2018-2019,13779630.81,14027912.05
ADRM TECHNOLOGY CONSULTING,2019-2020,14867716.24,14745803.96
ADRM TECHNOLOGY CONSULTING,2020-2021,13915724.95,13271260.83
ADRM TECHNOLOGY CONSULTING,2021-2022,14188736.71,13264962.50
ADVANCED BUSINESS INTERIORS,2017-2018,93145.43,95823.27
ADVANCED BUSINESS INTERIORS,2018-2019,17810.48,17980.19
ADVANCED BUSINESS INTERIORS,2020-2021,21597.18,20564.17
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,15366410.07,15832577.13
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,18342716.57,18648991.38
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,15137374.96,15008131.75
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,35794321.87,34169049.26
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,37169198.77,34723189.25
AECOM,2018-2019,55981.74,56567.41
AECOM,2019-2020,152645.29,150597.15
AECOM,2020-2021,342491.97,326523.09
AECOM,2021-2022,440909.32,413796.33
AGILENT,2017-2018,53090.77,54575.69
AGILENT,2018-2019,90909.95,92143.61
AGILENT,2019-2020,237040.83,233379.66
