d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,250947706.5841191
MOTOROLA SOLUTIONS CANADA,192720857.78346795
FORD MOTOR COMPANY,148880189.81875834
GENERAL MOTORS,101058228.07605398
BELL CANADA,52973030.83120061
PCL CONSTRUCTORS,43800622.619416036
FCA CANADA,36577625.51175343
SI SYSTEMS,30637979.166125197
NISHA TECHONOLOGIES,29431365.809906274
ELLISDON,28036854.335220974
GENERAL DYNAMICS,26645619.77720834
PRICEWATERHOUSE COOPERS,20106584.885095064
AIRBUS,19907746.429336898
PANASONIC,19272903.256875
IBM CANADA,17402345.641080793
TOYOTA CANADA,16372194.130821701
NORTHERN MICRO,14709109.570547946
DECISIVE TECHNOLOGIES,14390613.48
MODIS CANADA,13724898.733126616
MEGA TECH,12515540.850449596
HARRIS,12469661.859937556
QUOREX CONSTRUCTION SERVICES,12144542.410367733
HYPERTEC,11302593.917105263
TIREE,11178530.912134014
ISLAND WEST COAST DEVELOPMENTS,10436091.749999998
TELECOM COMPUTER SERVICES,10422406.422621239
LEAR CONSTRUCTION,9845365.950000001
COLT CANADA,9678952.927358126
GOVERNMENT OF THE NWT,9505207.650273224
MINDWIRE SYSTEMS,9477676.55727802
GARTNER,9163940.883038402
THE FIA GROUP 4083261 CANADA,8895419.835013032
GENESIS INTEGRATION,8537322.380228104
UNIVERSITY OF REGINA,8158679.960067757
CORADIX TECHNOLOGY CONSULTING,8111333.546450138
BUTTCON EAST,7861949.702212992
ORACLE CANADA,7860523.281576397
M D CHARLTON,7776609.905483639
CON PRO INDUSTRIES CANADA,7733153.397574968
SAP,7614772.605019577
3M CANADA COMPANY,7400041.402150661
NISSAN CANADA,7122762.031621057
BROOK CONSTRUCTION 2007,7076825.265293316
RAMPART INTERNATIONAL,7036859.8399496805
CACHE COMPUTER CONSULTING,7025469.105500395
POMERLEAU,7006303.837202798
LIFE TECHNOLOGIES,6937321.530818073
LAVAL FORTIN,6908278.59
CALIAN,6717067.554619743
MICROSOFT CANADA,6517484.283378859
HIPPERSON CONSTRUCTION,6197901.347157534
MD CHARLTON,6193163.241993417
INTERWORKS CONTRACTING,6158755.922576447
MTS ALLSTREAM,6123793.598624595
NRNS,6032789.56983541
STANTEC,5974310.536280598
LLOYD LIBKE LAW ENFORCEMENT SALES,5965573.8
WATCHGUARD VIDEO,5811133.383605332
MICHEL BASTARACHE SOCIETE PROFESSIO,5766210.77992694
CONSTRUCTION RIC 9206,5750074.3495670995
APPAREL TRIMMINGS,5733518.560334757
LEVAERO AVIATION,5715388.11092421
PACIFIC SAFETY PRODUCTS,5675233.0789982425
POLARIS INDUSTRIES CANADA,5667503.33
OLIN,5627415.890000001
QUOREX CONSTRUCTION SEVICES,5588516.725642458
INTEGRA NETWORKS,5490412.840000001
TPG TECHNOLOGY CONSULTANTS,5349213.907184602
COFOMO,5257606.939436223
GRAHAM CONSTRUCTION,5248395.811246854
NICHE TECHNOLOGY,4996512.697311062
SUMMIT CANADA DISTRIBUTORS,4964080.749952112
K RITE CONSTRUCTION,4954405.3112215325
ECLIPSYS SOLUTIONS,4805256.68
INUKSHUK CONSTRUCTION,4789731.62246119
ESRI,4686218.493443747
ARTEX SPORTSWEAR,4662402.866083296
DELL COMPUTER,4634292.272120048
MORNEAU SHEPELL,4619376.151717529
PICHE BROS CONTRACTING,4369315.3534555705
ADAPT PHARMA CANADA,4338854.75
SYSTEMATIX SOLUTIONS,4329360.530384538
SUBARU CANADA,4195913.099718969
ULTRA ELECTRONICS FORENSIC,4131279.7511359486
PENN CONSTRUCTION CANADA 2003,4129231.76
THE VCAN GROUP,3758871.5046713594
AUTOCAR EXCELLENCE,3739218.88
SASKTEL,3731059.208262478
SOFTCHOICE,3709985.049717397
VCM CONSTRUCTION,3696538.248717949
BERVIN CONSTRUCTION,3675000
SEPW ARCHITECTURE,3654932.1230867095
GALA SLACKS,3651539.3489342695
TESTFORCE SYSTEMS,3602031.08
TAURUS CONTRACTORS,3498053.3451362927
KENLAR INSULATIONS,3477404.9023963134
DOLYN CONSTRUCTION,3447900.58
TERVITA,3412650.8
AIRSIDE PROPERTIES,3412076.7262678663
TELUS CANADA,3364644.779748384
