d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,398284782.25
MOTOROLA SOLUTIONS CANADA,269541773.59
FORD MOTOR COMPANY,261653776.41
GENERAL MOTORS,167274682.34
BELL CANADA,72039342.49
PCL CONSTRUCTORS,70248027.51
ELLISDON,54822082.88
FCA CANADA,53033630.44
PRICEWATERHOUSE COOPERS,50362626.12
SI SYSTEMS,40028398.96
NISHA TECHONOLOGIES,33517684.11
GENERAL DYNAMICS,32643407.02
PANASONIC,31954951.60
TOYOTA,25849394.46
MODIS CANADA,24918764.86
IBM CANADA,23310314.81
AIRBUS,22811891.20
NORTHERN MICRO,22636433.74
MICROSOFT CANADA,22402679.04
QUOREX CONSTRUCTION SERVICES,20465745.70
DECISIVE GROUP,18795228.81
MEGA TECH,18538673.66
FTI CONSULTING,18430191.40
M D CHARLTON,17799522.43
CON PRO INDUSTRIES CANADA,17715330.41
PENN CONSTRUCTION CANADA,16456623.43
COLT CANADA,15340634.85
ORACLE CANADA,15299456.72
TIREE,15253339.63
FIA GROUP,15042003.52
L3HARRIS,14696004.38
CACHE COMPUTER CONSULTING,14329560.12
HIPPERSON CONSTRUCTION,13887979.16
TELECOM COMPUTER SERVICES,13695303.88
HYPERTEC,13188611.73
CORADIX TECHNOLOGY CONSULTING,13161325.40
POMERLEAU,12454576.02
RAMPART INTERNATIONAL,12152971.45
3M CANADA COMPANY,11816503.19
TPG TECHNOLOGY CONSULTANTS,11605750.64
GARTNER,11493553.84
LIFE TECHNOLOGIES,11116580.32
LEVAERO AVIATION,10997969.18
CALIAN,10877759.10
BUTTCON,10854245.47
LEAR CONSTRUCTION,10828056.41
ISLAND WEST COAST DEVELOPMENTS,10436091.75
UNIVERSITY OF REGINA,10249596.05
ATKINSON CONSTRUCTION,10202582.67
QMR,9688417.59
PACIFIC SAFETY PRODUCTS,9602636.84
GOVERNMENT OF THE NWT,9505207.65
SAP,9445795.65
MINDWIRE SYSTEMS,9403654.84
GENESIS INTEGRATION,9050394.03
DELL COMPUTER,8854360.88
WILDSTONE CONSTRUCTION,8829954.66
POLARIS INDUSTRIES,8770229.73
ESRI,8656594.19
NISSAN CANADA,8528549.19
ACCENTURE,8460172.92
BROOK CONSTRUCTION,8440238.93
STANTEC,8089435.39
ARTEX SPORTSWEAR,8025236.07
NRNS,7316335.50
APPAREL TRIMMINGS,7082307.19
WATERS,7063588.85
KIA CANADA,7047913.39
LAVAL FORTIN,6908278.59
SUBARU CANADA,6728180.79
ERNST YOUNG,6724109.06
MARCO GROUP,6588007.73
NORTH CARIBOO AIR,6517755.14
NICHE TECHNOLOGY,6374270.27
L P ROYER,6350344.65
TELUS CANADA,6335636.39
TESTFORCE SYSTEMS,6200017.09
INTERWORKS CONTRACTING,6158755.92
MTS ALLSTREAM,6123793.60
CCR CONSTRUCTION,6094577.75
LLOYD LIBKE LAW ENFORCEMENT SALES,5965573.80
SYSTEMATIX SOLUTIONS,5941118.55
CARAHSOFT TECHNOLOGY,5920355.83
MORNEAU SHEPELL,5913722.99
EXP ARCHITECTS,5903796.20
INTEGRA NETWORKS,5850018.22
ALTIS HUMAN RESOURCES,5746442.50
SOFTCHOICE,5662071.73
OLIN,5644705.94
ULTRA ELECTRONICS,5299607.11
PK WELDING FABRICATORS,5294035.01
COFOMO,5284452.35
XEROX,5282002.95
ICOR TECHNOLOGY,5265881.62
GRAHAM CONSTRUCTION,5248395.81
K RITE CONSTRUCTION,5245750.06
ORANGUTECH,5245279.04
DATUM MARINE SERVICES,5226077.41
AIRSIDE PROPERTIES,5116947.37
SASKTEL,5059097.76
SUMMIT CANADA DISTRIBUTORS,4964080.75
THE VCAN GROUP,4947048.79
SHELL CANADA PRODUCTS,4810524.34
ECLIPSYS SOLUTIONS,4805256.68
SEPW ARCHITECTURE,4781474.78
OUTLAW EAGLE MANUFACTURING,4706008.26
CARTEL COMMUNICATION SYSTEMS,4622386.15
TITAN BOATS,4419687.85
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,4387484.04
LANGUAGE RESEARCH DEVELOPMENT GROUP,4386788.88
SUER AND POLLON MECHANICAL,4368544.59
XANALYS CANADA,4282124.81
GILMORE REPRODUCTIONS,4147811.90
LAVERGNE CONSTRUCTION,4094790.18
ZODIAC HURRICANE TECHNOLOGIES,3969767.77
WATCH SYSTEMS,3963917.82
VETEMENTS COOKSHIRE,3957182.29
SUTHERLAND EXCAVATING,3835229.84
FLIGHTSAFETY CANADA,3767623.82
BERVIN CONSTRUCTION,3675000.00
VMWARE,3666122.01
GDI SERVICES,3627857.99
CTOMS,3562610.70
ACKLANDS GRAINGER,3560019.52
PURELOGIC,3557841.45
VECTOR AEROSPACE,3500912.90
TAURUS CONTRACTORS,3498053.35
ARCHITECTURE 49,3427686.99
TERVITA,3412650.80
VIRTRA SYSTEMS,3399008.29
CISTEL TECHNOLOGY,3350803.74
THALES,3284516.66
NORR,3257692.19
ADGA GROUP,3230086.43
CANADIAN NORTH,3190826.62
CANADIAN BANK NOTE COMPANY,3164868.89
AXON,3162414.85
SMITHS DETECTION,3161836.18
MINISTRY OF FINANCE,3149397.78
SIFEC NORTH,3140324.68
VERITAAQ TECHNOLOGY HOUSE,3110566.40
CONVERGINT TECHNOLOGIES,3078813.08
EXCEL HUMAN RESOURCES,3057999.79
EMERGENT BIOSOLUTIONS,3007571.66
CAN TEC SERVICES,3000225.87
CDW CANADA,2999357.40
PALADIN GROUP,2998342.03
PURESPIRIT SOLUTIONS,2911149.80
GOVERNMENT OF ALBERTA,2911121.47
LEVITT SAFETY,2721038.70
MITSUBISHI MOTOR SALES,2706439.43
APPLIED ELECTONICS,2705591.68
AGILENT,2696202.07
MAPLESOFT CONSULTING,2683246.14
THERMO FISHER SCIENTIFIC,2649874.51
NUIX NORTH AMERICA,2641428.10
OCR CANADA,2566286.26
UNCHARTED SOFTWARE,2553064.58
WHITECHURCH CONSTRUCTION,2532266.56
CPKN NETWORK,2511858.88
PEERLESS GARMENTS,2484008.19
AECOM,2471143.95
STANDARD AERO ATLANTIC,2470744.51
MILLBROOK TACTICAL,2469632.63
ARNASON INDUSTRIES,2462531.87
5581 NUNAVUT,2461206.90
LEICA GEOSYSTEMS,2422970.62
BLUEWAVE ENERGY,2422873.91
STONEWORKS TECHNOLOGIES,2388599.30
MERCURY MARINE,2366859.85
WESTOWER COMMUNICATIONS,2352774.73
QUINTET CONSULTING,2350854.72
TURN KEY CONSTRUCTION,2310774.73
EMCON SERVICES,2278356.55
EFCO ENTERPRISES,2269726.50
LES ENQUETES HENRI,2264559.89
STANDARD AERO,2224691.20
SCHOELER HEATON ARCHITECTS,2163520.20
MORPHO CANADA,2142241.95
ADVANCED CHIPPEWA TECHNOLOGIES,2121740.35
KONICA MINOLTA BUSINESS SOLUTIONS,2097466.88
E STAR INTERNATIONAL,2096026.60
ASL PAVING,2079368.32
CONSTRUCTION COUTURE TANGUAY,2012062.50
1X1 ARCHITECTURE,2001735.90
GOVERNMENT OF NUNAVUT,2000000.00
COSSETTE COMMUNICATIONS,1960575.97
DALIAN ENTERPRISES,1906194.48
VALARD CONSTRUCTION,1891462.50
R E GILMORE INVESTMENTS,1878990.62
THE HALIFAX COMPUTER CONSULTING GROUP,1871705.72
UNISOURCE,1845205.00
DUVALTEX CANADA,1808870.32
CENTURY GROUP,1807530.57
SAS INSTITUTE,1801785.00
MED ENG HOLDINGS,1753872.90
TERAMACH TECHNOLOGIES,1738554.57
ARTEMP PERSONNEL SERVICES,1718873.12
INFO TECH RESEARCH GROUP,1718219.29
CGI,1693731.72
BROOKFIELD ASSET MANAGEMENT,1645744.60
CHANDOS CONSTRUCTION,1631751.57
LAURENTIAN TECHNOLOGIES,1622348.56
THOMSON REUTERS,1606466.11
UQSUQ,1587807.04
PILITAK ENTERPRISES,1580350.00
IMPERIAL OIL,1571499.85
ST OPS TACTICAL TRAINING CANADA,1552800.12
GLOBAL UPHOLSTERY,1518275.66
TELUS HEALTH CARE CENTRES,1518100.04
ENTRUST,1501168.03
BIGHORN CONSTRUCTION,1448862.26
RICOH,1424194.47
TEKNION,1416076.60
ADVANCED BUSINESS INTERIORS,1396114.57
KPMG,1382656.28
MUSTANG SURVIVAL,1348477.38
BRADLEY AIR SERVICES,1346159.10
SENSUS COMMUNICATION SOLUTIONS,1293872.91
AON REED STENHOUSE,1259954.58
AG CREATIONS,1256979.18
OCEAN PACIFIC MARINE SUPPLY,1248778.49
GREENDALE RESOURCES,1235418.56
3D DATACOMM,1233201.73
ASC GERMANY,1219965.79
