d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
1X1 ARCHITECTURE,2018-2019,86568.78,87876.64
1X1 ARCHITECTURE,2019-2020,195697.84,193087.44
1X1 ARCHITECTURE,2020-2021,847723.82,806411.87
1X1 ARCHITECTURE,2021-2022,449314.19,419323.18
1X1 ARCHITECTURE,2022-2023,422431.26,377159.62
3D DATACOMM,2017-2018,10519.00,10819.41
3D DATACOMM,2019-2020,166100.02,162714.15
3D DATACOMM,2020-2021,540941.80,511366.37
3D DATACOMM,2021-2022,167636.55,154012.98
3D DATACOMM,2022-2023,348004.37,309587.58
3M CANADA COMPANY,2017-2018,1968518.33,2029367.35
3M CANADA COMPANY,2018-2019,1968518.33,2006241.33
3M CANADA COMPANY,2019-2020,1973911.53,1958165.68
3M CANADA COMPANY,2020-2021,1968518.33,1874660.72
3M CANADA COMPANY,2021-2022,1968518.33,1830182.01
3M CANADA COMPANY,2022-2023,1968518.33,1761438.46
3V MECHANICAL,2022-2023,12610.80,11253.28
4 OFFICE AUTOMATION,2017-2018,44449.05,45812.51
4 OFFICE AUTOMATION,2018-2019,63345.08,64514.46
4 OFFICE AUTOMATION,2019-2020,97830.41,96998.56
4 OFFICE AUTOMATION,2020-2021,100803.66,95994.06
4 OFFICE AUTOMATION,2021-2022,83811.16,77941.67
4 OFFICE AUTOMATION,2022-2023,70977.31,63558.46
5581 NUNAVUT,2021-2022,696294.29,635813.17
5581 NUNAVUT,2022-2023,1764912.61,1579251.20
ABBOTT,2019-2020,139743.35,136553.69
ABBOTT,2020-2021,440559.76,421333.50
ABBOTT,2021-2022,189492.27,178553.72
ACART COMMUNICATIONS,2018-2019,76840.00,78352.48
ACCENTURE,2018-2019,24860.00,25092.23
ACCENTURE,2019-2020,391920.16,384115.77
ACCENTURE,2020-2021,1363289.81,1298536.01
ACCENTURE,2021-2022,2042010.39,1906566.23
ACCENTURE,2022-2023,4638092.56,4125486.77
ACCESS 2 NETWORKS,2018-2019,10644.60,10744.04
ACKLANDS GRAINGER,2017-2018,448978.76,463938.83
ACKLANDS GRAINGER,2018-2019,119796.66,121820.76
ACKLANDS GRAINGER,2019-2020,157868.76,155633.62
ACKLANDS GRAINGER,2020-2021,1856237.74,1756414.46
ACKLANDS GRAINGER,2021-2022,748281.78,695091.29
ACKLANDS GRAINGER,2022-2023,228855.82,206707.25
ACME FUTURE SECURITY CONTROLS,2017-2018,20061.75,20664.48
ACOSYS CONSULTING SERVICES,2017-2018,24860.00,25639.70
ACOSYS CONSULTING SERVICES,2022-2023,39504.80,35226.56
ACT,2019-2020,36532.02,36133.89
ADGA GROUP,2017-2018,617119.89,636195.73
