d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,14136.72,14526.29
0_other,2018-2019,16191.96,16458.38
0_other,2019-2020,15206.28,14844.05
1_facilities_and_construction,2017-2018,53082.53,54557.47
1_facilities_and_construction,2018-2019,51484.70,52202.60
1_facilities_and_construction,2019-2020,28331.85,28118.95
1_facilities_and_construction,2020-2021,13965.00,13258.40
1_facilities_and_construction,2021-2022,4187.82,3842.88
10_office_management,2017-2018,20933.80,21510.67
10_office_management,2018-2019,39307.22,39717.46
10_office_management,2020-2021,15595.56,14983.76
10_office_management,2021-2022,27880.09,26329.70
3_information_technology,2020-2021,37173.45,35256.85
4_medical,2017-2018,83010.58,85363.14
4_medical,2019-2020,71051.73,69475.47
4_medical,2020-2021,66529.74,63229.63
4_medical,2021-2022,154005.94,140655.10
6_industrial_products_and_services,2017-2018,2995386.52,3081475.19
6_industrial_products_and_services,2018-2019,2155343.26,2187780.80
6_industrial_products_and_services,2019-2020,2484305.41,2446750.61
6_industrial_products_and_services,2020-2021,2190210.72,2086208.18
6_industrial_products_and_services,2021-2022,4270672.49,3953539.18
