d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3M CANADA COMPANY,2017-2018,42376.18,43532.05
3M CANADA COMPANY,2018-2019,22268.86,22513.55
3M CANADA COMPANY,2020-2021,0.00,0.00
3M CANADA COMPANY,2021-2022,0.00,0.00
9053 9776 QUEBEC,2019-2020,2620306.73,2613638.80
9053 9776 QUEBEC,2020-2021,3427999.84,3355969.80
9053 9776 QUEBEC,2021-2022,3427999.84,2604047.24
ABBOTT,2018-2019,20123.36,20393.52
ABBOTT,2019-2020,130082.40,130109.18
ABBOTT,2020-2021,4752139.73,4653898.62
ABBOTT,2021-2022,39180811.13,26750250.05
ACKLANDS GRAINGER,2017-2018,109382.68,111404.83
ACKLANDS GRAINGER,2018-2019,144787.78,146158.71
ACKLANDS GRAINGER,2019-2020,690702.59,691090.84
ACKLANDS GRAINGER,2020-2021,2501820.90,2449629.59
ACKLANDS GRAINGER,2021-2022,531409.59,367101.34
ADAPT PHARMA CANADA,2017-2018,205399.88,210428.17
ADAPT PHARMA CANADA,2018-2019,74592.18,75322.62
ADAPT PHARMA CANADA,2019-2020,382841.48,382576.11
ADAPT PHARMA CANADA,2020-2021,222879.20,219653.36
ADAPT PHARMA CANADA,2021-2022,10396.00,9304.59
ADPEARL,2020-2021,2784320.00,2686108.03
ADPEARL,2021-2022,4619440.00,3509113.34
ADVANCED PARAMEDIC,2018-2019,1181651.36,1196793.48
ADVANCED PARAMEDIC,2019-2020,3574251.23,3566930.22
ADVANCED PARAMEDIC,2020-2021,5244366.75,5133335.19
ADVANCED PARAMEDIC,2021-2022,4031634.03,3402578.23
AGILEC,2020-2021,19631.01,18714.51
AGILEC,2021-2022,84880.79,60154.88
AGILENT,2017-2018,45889.82,46776.58
AGILENT,2018-2019,193201.05,196629.74
AGILENT,2020-2021,31207.76,29497.93
AGILENT,2021-2022,43595.97,24207.88
AIM HEALTH GROUP,2017-2018,2236337.65,2296283.85
AIM HEALTH GROUP,2018-2019,2236337.65,2264876.71
AIM HEALTH GROUP,2019-2020,2215930.01,2211406.62
AIM HEALTH GROUP,2020-2021,2172619.71,2126968.05
AIM HEALTH GROUP,2021-2022,2863683.65,2164330.14
ALBERTA SEVENTH STEP SOCIETY,2017-2018,1189554.54,1221441.17
ALBERTA SEVENTH STEP SOCIETY,2018-2019,1189554.54,1204735.05
ALBERTA SEVENTH STEP SOCIETY,2019-2020,1304192.00,1301520.67
ALBERTA SEVENTH STEP SOCIETY,2020-2021,1300628.63,1273299.48
ALBERTA SEVENTH STEP SOCIETY,2021-2022,1300628.63,988010.08
ALS CANADA,2017-2018,565260.65,579412.26
ALS CANADA,2018-2019,1841204.32,1862471.48
ALS CANADA,2019-2020,2300495.93,2295376.11
ALS CANADA,2020-2021,2219026.31,2171577.42
ALS CANADA,2021-2022,2077941.70,1625254.47
ALTIS HUMAN RESOURCES,2017-2018,131893.28,135428.75
ALTIS HUMAN RESOURCES,2018-2019,131893.28,133576.44
ALTIS HUMAN RESOURCES,2019-2020,132254.64,131983.74
ALTIS HUMAN RESOURCES,2020-2021,77329.21,76898.56
ALTIS HUMAN RESOURCES,2021-2022,163059.00,123866.21
AMD MEDICOM,2019-2020,170389.69,170623.32
AMD MEDICOM,2020-2021,10365373.07,10147573.11
AMD MEDICOM,2021-2022,9428229.75,7873956.35
AMDOCS,2017-2018,2816929.49,2892438.75
AMDOCS,2018-2019,353944.50,357699.45
AON REED STENHOUSE,2019-2020,14494.77,14514.64
AON REED STENHOUSE,2020-2021,62242.25,60934.40
AON REED STENHOUSE,2021-2022,62242.25,47281.73
APOTEX,2018-2019,17600.00,17955.90
APOTEX,2020-2021,1960764.14,1860054.61
APOTEX,2021-2022,9134266.91,6938758.35
APPAREL TRIMMINGS,2019-2020,4639826.61,4629339.63
APPAREL TRIMMINGS,2020-2021,5243147.71,5132977.31
APPAREL TRIMMINGS,2021-2022,632050.68,583820.85
ATS SERVICES,2019-2020,502.37,503.06
ATS SERVICES,2020-2021,9650.81,9448.03
ATS SERVICES,2021-2022,9650.81,7331.15
B BRAUN OF CANADA,2020-2021,3993774.25,3881153.04
B BRAUN OF CANADA,2021-2022,964482.90,890886.18
BAUER HOCKEY,2020-2021,7345000.00,7190064.41
BAVARIAN NORDIC,2017-2018,4407820.34,4525974.27
BAVARIAN NORDIC,2018-2019,4406958.04,4463197.14
BAXTER,2020-2021,12983229.65,12627566.45
BAXTER,2021-2022,2729371.31,2521101.41
BAYSHORE HEALTHCARE,2017-2018,262490.14,269255.23
BAYSHORE HEALTHCARE,2018-2019,225549.35,228385.58
BAYSHORE HEALTHCARE,2019-2020,543276.38,543285.46
BAYSHORE HEALTHCARE,2020-2021,21220628.43,20534276.57
BAYSHORE HEALTHCARE,2021-2022,16461783.47,10233194.51
BDO CANADA,2021-2022,19450.13,17886.42
BECKMAN COULTER CANADA,2018-2019,20144.48,20370.56
BECKMAN COULTER CANADA,2019-2020,81627.33,81456.22
BECKMAN COULTER CANADA,2020-2021,49701.66,48615.32
BIO NUCLEAR DIAGNOSTICS,2019-2020,253186.29,253533.44
BIO NUCLEAR DIAGNOSTICS,2020-2021,51567670.28,50310954.78
BIO NUCLEAR DIAGNOSTICS,2021-2022,16492961.69,12522642.75
BIOMERIEUX CANADA,2017-2018,11369.94,11671.38
BIOMERIEUX CANADA,2018-2019,10080.20,10177.75
BIOMERIEUX CANADA,2020-2021,27577079.22,26995300.12
BIOMERIEUX CANADA,2021-2022,0.00,0.00
BOMIMED,2019-2020,78618.01,78725.81
BOMIMED,2020-2021,7121983.94,6942407.30
BOMIMED,2021-2022,5370267.05,4894904.97
BRETON MICHEL MD,2017-2018,2703148.68,2775399.62
