d_vendor_name,overall_total
CALIAN,840570992.20
PROLINE ADVANTAGE,373182500.00
CAE,282500000.00
MUFACTOR,256160830.00
FTI PROFESSIONAL GRADE,237300000.00
THORNHILL MEDICAL,200451118.94
WCG INTERNATIONAL CONSULTANTS,185850575.39
VIRTUAL POSSIBILITIES DIVISION,172977959.20
CANADIAN EMERGENCY VENTILATORS,169500000.00
MCKESSON CANADA,168858655.50
CAMPBELL DRUG STORES,165206000.00
EXPRESS SCRIPTS CANADA,127094684.76
ISOPLEX,113565000.00
THE STEVENS COMPANY,109213717.73
LUMINULTRA TECHNOLOGIES,102986210.97
JOHN HOWARD SOCIETY,85073289.97
SALVATION ARMY,84849501.96
FLUID ENERGY GROUP,74641995.15
SUPERMAX HEALTHCARE CANADA,69305076.93
REDACTED,63047897.02
WAZANA CLOTHING,62951295.28
INKSMITH,56529832.00
LOGISTIK UNICORP,56363695.65
ESBE SCIENTIFIC INDUSTRIES,52684439.20
BIO NUCLEAR DIAGNOSTICS,51820856.57
SWITCH HEALTH HOLDINGS,51683366.19
ROUDEL MEDICAL AND SURGICAL,48540881.83
PRIMED MEDICAL PRODUCTS,47675313.68
STRYKER CANADA,42570660.34
GEORGE COUREY,39664078.02
ROCHE DIAGNOSTICS,38115574.44
WOOLLY MAMMOTH OUTERWEAR,33625034.35
CORBEL MANAGEMENT,32156129.39
LIFE TECHNOLOGIES,29037033.66
J STERLING INDUSTRIES,27792616.91
BIOMERIEUX CANADA,27598529.36
TORONTO STAMP,27177969.00
JOSEPH RIBKOFF,26324893.09
MEDAVIE,23431312.76
BAYSHORE HEALTHCARE,22251944.31
CANADIAN RED CROSS,20745080.08
SEQIRUS CANADA,19378654.32
MEDTRONIC CANADA,18847687.87
STANFIELDS,17639063.76
CALKO GROUP,17514455.97
G4S SECURITY SERVICES,16910997.11
SECURIGUARD SERVICES,16146831.16
CANADIAN VETERANS VR SERVICE,15132933.66
SOCIETE EMMANUEL GREGOIRE,13964725.93
MERCK FROSST,13298855.36
ST LEONARDS PLACE PEEL,13194646.97
BAXTER,12983229.65
PRECISION ADM,12474475.00
MUSTANG SURVIVAL,12320236.52
BRETON MICHEL MD,11329795.48
ST LEONARD S COMMUNITY SERVICES,11221756.81
INDIVIOR UK,11220652.96
DRAEGER CANADA,10962552.80
ST LEONARD S SOCIETY HAMILTON,10925645.27
REACTOR ENGINEERING GROUP,10689319.15
AMD MEDICOM,10535762.77
ADVANCED PARAMEDIC,10000269.33
MICRONOSTYX,9990764.07
APPAREL TRIMMINGS,9882974.32
WESTCOAST GENESIS SOCIETY,9651745.12
DYNACARE,9487834.01
GENERAL MOTORS,9381476.71
AIM HEALTH GROUP,8861225.03
BAVARIAN NORDIC,8814778.38
EMERGENT BIOSOLUTIONS,8806369.52
"NATCO PHARMA CANADA",8547279.07
RESIDENCE CARPEDIEM,8465518.30
CATHOLIC SOCIAL SERVICES,8257003.91
TRUDELL HEALTHCARE SOLUTIONS,8231263.87
MINISTRY OF FINANCE,8222433.99
GLAXOSMITHKLINE,8218344.86
PRINCE GEORGE ACTIVATOR,8124419.60
CONFECTION AVENTURE,8102377.25
HEWLETT PACKARD,7566480.00
VANRX PHARMASYSTEMS,7412039.80
MEEWASINOTA CRF,7370125.72
BAUER HOCKEY,7345000.00
BOMIMED,7200601.96
ALS CANADA,6925987.21
PHOENIX DRUG ALCOHOL RECOVERY,6905599.93
MURRAYS WINDERMERE GARDENS,6885007.19
CIRCLE OF EAGLES LODGE SOCIETY,6797436.47
MAISON JEUN AIDE,6739505.71
NEUROSCOPE,6712971.44
TRIPLEWELL CANADA,6693622.09
MAISON CROSS ROADS DE LA SOCIETE,6655349.15
OKANAGAN HALFWAY HOUSE SOCIETY CRF,6655091.45
WESTCOMB OUTERWEAR,6623720.17
MAISON CHARLEMAGNE,6609811.30
GETINGE CANADA,6595556.65
HOUSE OF HOPE,6498022.04
"NATIVE CLAN ORGANIZATION",6458867.70
FISHER PAYKEL HEALTHCARE,6448443.70
ICU MEDICAL CANADA,6439913.22
ILLUMINA CANADA,6431904.27
PEERLESS GARMENTS,6323625.00
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,6197949.28
WORKPLACE HEALTH AND COST SOLUTIONS,6159242.45
9053 9776 QUEBEC,6048306.57
MAISON JOINS TOI,6048120.17
SHELTER NOVA SCOTIA,5919390.94
UNITED CHURCH HALFWAY HOMES,5784893.02
SMITHS MEDICAL CANADA,5773417.99
DR MANDEEP SAINI,5666058.39
R LAMBA FORENSIC PSYCH SERVICE,5666058.39
BUREAU NATHALIE,5584929.69
QIAGEN,5372104.05
QUEEN S UNIVERSITY,5343625.01
VIA TRAVAIL,5277055.49
MERIDIAN MEDICAL TECHNOLOGIES,5260185.88
MAISON PAINCHAUD,5230150.84
WILLIAM J BARKER CLINICAL,5147479.48
FONDATION CARREFOUR NOUVEAU MONDE,5056584.31
ELIZABETH FRY SOCIETY,5020346.34
KINGHAVEN PEARDONVILLE HOUSE SOCIETY,5020055.79
SOCIETE ELIZABETH FRY DU QUEBEC,5010444.86
ALBERTA SEVENTH STEP SOCIETY,4983929.71
JULIAN SIMON GROUP,4942620.00
LIFESPEAK,4931050.50
ST LEONARDS HOUSE WINDSOR,4812926.36
QUARTZ NATURE,4698041.71
LARCH HALF WAY HOUSE OF SUDBURY,4650571.94
DR S ISKANDER,4634191.18
SEEGENE CANADA,4344376.98
MORNEAU SHEPELL,4309044.42
LESAGE DAVID DR,4259996.88
GALENVS SCIENCES,4188092.29
DR DAVID LESAGE,4129383.83
COVERDALE CENTRE FOR WOMEN,4125885.86
GREG VAN WYK PROFESSIONAL,4124425.27
CRC CURE LABELLE,4089550.70
MAISON DECISION HOUSE,4067597.57
MIWAYAWIN HEALTH CARE,4037294.71
B BRAUN OF CANADA,3993774.25
CTOMS,3705479.74
ACKLANDS GRAINGER,3446693.94
D MARK BIOSCIENCES,3383173.33
MEDI SELECT,3315056.30
AMDOCS,3170873.99
GRAND TOY,2433262.90
TENAQUIP,1772365.09
THERMO FISHER SCIENTIFIC,1466386.45
TORONTO BAIL PROGRAM,1292938.43
UNIVERSITY OF GUELPH,1048964.24
UNIVERSITY OF SASKATCHEWAN,956206.52
UNIVERSITY OF OTTAWA,898465.50
ADAPT PHARMA CANADA,885712.74
MAXXAM ANALYTICS,748714.93
ZOLL MEDICAL CANADA,697188.95
BUREAU VERITAS CANADA,652731.02
REVISION MILITARY,617928.07
FELIX TECHNOLOGY,525385.03
RAMPART INTERNATIONAL,510992.52
ALTIS HUMAN RESOURCES,473370.42
INTER MEDICO,360075.03
MOMENTUM SOLUTIONS,296000.00
AGILENT,270298.63
MNP,260790.72
VWR INTERNATIONAL,220592.05
GAMBLE TECHNOLOGIES,209117.24
SIEMENS,153528.53
LEVITT SAFETY,151187.79
CANADIAN CORPS OF COMMISSIONAIRES,134500.66
QMR,122613.80
ERNST YOUNG,103017.60
MEGA TECH,90497.61
PROMAXIS,89901.44
YORK UNIVERSITY,84565.33
GENOME QUEBEC,80709.12
DALHOUSIE UNIVERSITY,80000.00
AON REED STENHOUSE,76737.02
WATERS,68810.11
3M CANADA COMPANY,64645.04
EKOS RESEARCH ASSOCIATES,53541.80
CHARRON HUMAN RESOURCES,38420.00
SGS AXYS ANALYTICAL SERVICES,36907.50
UNIVERSITY OF TORONTO,35183.39
SHARP ELECTRONICS,26059.98
1019837 ONTARIO,25053.40
UNIVERSITY OF REGINA,24950.00
UNISYNC GROUP,24814.80
JOHN WILEY SONS,24723.17
VISIONTEC,23996.68
CDW CANADA,21322.82
GENERAL ELECTRIC CANADA,19968.23
AGILEC,19631.01
SIMPLEX GRINNELL,18791.51
EXCEL HUMAN RESOURCES,18348.38
"NAV CANADA",16969.38
TOSHIBA CANADA,16752.23
ATS SERVICES,10153.19
PRICEWATERHOUSE COOPERS,8529.41
SIMEX DEFENCE,4164.52
