d_vendor_name,overall_total
FREEBALANCE,1148139.88
GARTNER,889845.94
ORACLE CANADA,703626.09
SOLOTECH,658427.69
CANADIAN CORPS OF COMMISSIONAIRES,525043.45
MICROSOFT CANADA,463487.59
PROCOM CONSULTANTS,389607.33
BELL CANADA,340649.14
NISHA TECHONOLOGIES,281538.35
CEDROM SNI,194331.03
CNW GROUP,113218.01
COFOMO,105719.99
PRINTERS PLUS,101518.12
CBCI TELECOM,101442.15
PROSCI CANADA,75855.33
KPMG,72652.07
TERAMACH TECHNOLOGIES,68122.69
SOFTCHOICE,61196.09
LIONBRIDGE,58519.27
DELOITTE AND TOUCHE,53739.32
TOYOTA CANADA,51330.79
XEROX,40218.06
FAST TRACK STAFFING,39945.50
TELUS CANADA,37553.43
PATTISON SIGN GROUP,30005.68
ADVANCED BUSINESS INTERIORS,24892.09
GLOBAL KNOWLEDGE,23891.81
ALTIS HUMAN RESOURCES,22987.00
BP M GOVERNMENT IM IT CONSULTING,22365.00
MORNEAU SHEPELL,17556.68
SAP,17470.45
MAXSYS STAFFING AND CONSULTING,16256.14
TEKNION,14529.36
SOFTSIM TECHNOLOGIES,11486.00
ADGA GROUP,10509.00
CDW CANADA,389.63
