d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADGA GROUP,2020-2021,10509.00,9980.13
ADRM TECHNOLOGY CONSULTING,2021-2022,24603.56,22371.30
ADVANCED BUSINESS INTERIORS,2017-2018,24892.09,25580.81
ALTIS HUMAN RESOURCES,2018-2019,22987.00,23394.30
ARTEMP PERSONNEL SERVICES,2021-2022,57361.60,52681.77
BELL CANADA,2019-2020,67000.88,65404.87
BELL CANADA,2020-2021,273648.26,260576.65
BELL CANADA,2021-2022,98048.97,90476.18
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,88364.72,91072.89
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,97324.49,98958.90
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,151431.06,150215.81
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,187923.18,179161.16
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,233955.21,218926.17
CBCI TELECOM,2017-2018,69138.57,71150.38
CBCI TELECOM,2019-2020,32303.58,31852.19
CDW CANADA,2020-2021,389.63,369.54
CDW CANADA,2021-2022,228770.60,208304.19
CISION CANADA,2017-2018,73716.11,75975.09
CISION CANADA,2018-2019,77976.12,79380.09
CISION CANADA,2019-2020,83711.88,83036.02
CISION CANADA,2020-2021,72144.93,68774.59
CISION CANADA,2021-2022,78302.22,73270.49
COFOMO,2017-2018,105719.99,109108.61
CONFERENCE BOARD OF CANADA,2017-2018,38563.68,39746.45
CONFERENCE BOARD OF CANADA,2018-2019,51170.36,52001.10
CONFERENCE BOARD OF CANADA,2020-2021,28743.75,27557.38
DELOITTE,2018-2019,24995.57,25208.74
DELOITTE,2020-2021,28743.75,27625.15
FAST TRACK STAFFING,2020-2021,39945.50,37885.98
FREEBALANCE,2017-2018,352027.79,362922.55
FREEBALANCE,2018-2019,257089.42,261647.39
FREEBALANCE,2019-2020,315698.23,313037.50
FREEBALANCE,2020-2021,234313.33,223387.26
FREEBALANCE,2021-2022,263484.96,246551.20
GARTNER,2017-2018,152663.46,157410.98
GARTNER,2018-2019,232893.24,236917.69
GARTNER,2019-2020,318869.16,316315.79
GARTNER,2020-2021,185420.08,176896.64
GARTNER,2021-2022,244031.79,227842.11
GEMALTO COGENT,2019-2020,20338.50,19854.02
GENERAL DYNAMICS,2019-2020,12007.22,11721.20
GLOBAL KNOWLEDGE,2018-2019,23891.81,24241.76
KPMG,2017-2018,72652.07,75030.79
LEGER MARKETING,2020-2021,989.27,938.27
LEGER MARKETING,2021-2022,15699.36,14690.85
LIONBRIDGE,2017-2018,47165.26,48571.57
LIONBRIDGE,2018-2019,11354.01,11635.00
MAXSYS STAFFING AND CONSULTING,2019-2020,16256.14,15918.88
MICROSOFT CANADA,2017-2018,13482.56,13890.18
MICROSOFT CANADA,2018-2019,109175.52,111142.50
MICROSOFT CANADA,2019-2020,204841.71,203170.35
MICROSOFT CANADA,2020-2021,135987.80,129647.30
MICROSOFT CANADA,2021-2022,133688.30,125100.30
MORNEAU SHEPELL,2020-2021,17556.68,16749.86
NISHA TECHONOLOGIES,2018-2019,58344.75,58842.33
NISHA TECHONOLOGIES,2019-2020,214450.59,209609.22
NISHA TECHONOLOGIES,2020-2021,8743.01,8239.37
NORTHERN MICRO,2019-2020,20178.12,19697.46
NORTHERN MICRO,2020-2021,495325.36,471408.55
NORTHERN MICRO,2021-2022,1237299.49,1134216.54
NOVIPRO,2019-2020,2156.95,2124.75
NOVIPRO,2020-2021,3678.91,3507.38
NOVIPRO,2021-2022,3678.91,3442.58
NUA OFFICE,2020-2021,16231.49,15394.62
ORACLE CANADA,2017-2018,210263.86,216735.66
ORACLE CANADA,2018-2019,212275.42,216299.65
ORACLE CANADA,2019-2020,30018.23,30127.41
ORACLE CANADA,2020-2021,251068.58,239759.53
ORACLE CANADA,2021-2022,421131.40,388522.48
PATTISON SIGN GROUP,2017-2018,30005.68,31037.61
PRINTERS PLUS,2017-2018,19448.03,20123.85
PRINTERS PLUS,2018-2019,34416.39,35088.60
PRINTERS PLUS,2019-2020,47653.70,47192.69
PROCOM CONSULTANTS,2017-2018,82527.55,85056.96
PROCOM CONSULTANTS,2018-2019,91452.48,93058.72
PROCOM CONSULTANTS,2019-2020,107961.14,107094.74
PROCOM CONSULTANTS,2020-2021,107666.16,102646.17
PROSCI CANADA,2019-2020,59816.32,58391.45
PROSCI CANADA,2020-2021,16039.01,15409.81
PUROLATOR,2017-2018,17246.25,17772.27
RMS SOFTWARE,2018-2019,6.79,6.85
RMS SOFTWARE,2019-2020,2486.18,2466.23
RMS SOFTWARE,2020-2021,2479.38,2363.78
RMS SOFTWARE,2021-2022,2479.38,2320.11
SAMSON ASSOCIES,2018-2019,36792.00,37105.77
SAP,2019-2020,17470.45,17449.37
SOFTCHOICE,2017-2018,4666.93,4795.53
SOFTCHOICE,2018-2019,25664.89,26177.33
SOFTCHOICE,2019-2020,30797.89,30310.81
SOFTCHOICE,2020-2021,66.38,62.96
SOFTCHOICE,2021-2022,22487.54,20989.28
SOFTSIM TECHNOLOGIES,2019-2020,11486.00,11265.61
SOLOTECH,2017-2018,441011.28,453884.94
SOLOTECH,2018-2019,84947.08,86809.61
SOLOTECH,2019-2020,132469.33,130624.13
TEKNION,2019-2020,14529.36,14373.09
TELUS CANADA,2017-2018,31219.12,32079.42
TELUS CANADA,2018-2019,6334.31,6495.97
TERAMACH TECHNOLOGIES,2020-2021,68122.69,65216.98
TOYOTA,2019-2020,51330.79,50778.71
UNIVERSITY OF OTTAWA,2017-2018,21119.50,21766.79
UNIVERSITY OF OTTAWA,2018-2019,5265.41,5399.78
XEROX,2017-2018,24993.13,25764.60
XEROX,2018-2019,2117.78,2169.98
XEROX,2019-2020,13107.15,12794.93
