d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1390372.96,1433350.30
1_facilities_and_construction,2018-2019,1259831.90,1284759.16
1_facilities_and_construction,2019-2020,227596.76,226929.87
1_facilities_and_construction,2020-2021,18223.73,17326.15
1_facilities_and_construction,2021-2022,8678.49,8068.61
1_facilities_and_construction,2022-2023,6417.63,5751.09
2_professional_services,2017-2018,290500.44,299480.12
2_professional_services,2018-2019,301274.88,306948.36
2_professional_services,2019-2020,985236.17,967771.44
2_professional_services,2020-2021,2429930.83,2320213.99
2_professional_services,2021-2022,3142239.21,2921420.43
2_professional_services,2022-2023,3618471.43,3237823.40
3_information_technology,2017-2018,100995.16,104117.03
3_information_technology,2018-2019,100995.16,102930.55
4_medical,2017-2018,582534.58,599779.09
4_medical,2018-2019,637102.43,649287.67
4_medical,2019-2020,875259.53,864205.87
4_medical,2020-2021,1050067.49,1000000.99
4_medical,2021-2022,650136.57,604448.66
4_medical,2022-2023,650136.57,581744.93
