d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
9275 0181 QUEBEC,2017-2018,11635.47,12047.88
9275 0181 QUEBEC,2018-2019,12931.82,13056.15
9275 0181 QUEBEC,2019-2020,12998.50,12992.57
9275 0181 QUEBEC,2020-2021,59787.00,60064.08
ACCESS 2 NETWORKS,2017-2018,10077.00,10347.12
ACCESS 2 NETWORKS,2018-2019,10077.00,10205.60
ACCESS 2 NETWORKS,2019-2020,9497.22,9475.70
ACME FUTURE SECURITY CONTROLS,2017-2018,59118.75,60530.93
ACME FUTURE SECURITY CONTROLS,2018-2019,148414.46,150485.04
ACME FUTURE SECURITY CONTROLS,2019-2020,72891.03,72741.78
ACME FUTURE SECURITY CONTROLS,2020-2021,229046.48,222468.72
ACME FUTURE SECURITY CONTROLS,2021-2022,72658.75,55194.53
ADGA GROUP,2017-2018,296405.19,304139.35
ADGA GROUP,2018-2019,172869.35,175191.48
ADGA GROUP,2019-2020,213579.24,213141.77
ADGA GROUP,2020-2021,96994.13,94956.06
ADGA GROUP,2021-2022,138973.44,98952.91
ADVANCED BUSINESS INTERIORS,2020-2021,96687.11,91389.76
ADVANCED BUSINESS INTERIORS,2021-2022,497053.46,377581.90
AINSWORTH,2018-2019,27145.66,27408.36
AINSWORTH,2020-2021,9812.23,9274.63
AINSWORTH,2021-2022,410347.07,311362.82
ALTIS HUMAN RESOURCES,2019-2020,103123.80,102777.80
ANIXTER CANADA,2021-2022,16032.44,0.00
AON REED STENHOUSE,2017-2018,10373.77,10644.11
AON REED STENHOUSE,2018-2019,926.23,936.06
AV TECH,2017-2018,46048.64,47020.68
AV TECH,2020-2021,53612.65,51157.64
AV TECH,2021-2022,90116.41,67275.11
BAE SYSTEMS,2018-2019,53495.26,54260.45
BROOKFIELD ASSET MANAGEMENT,2018-2019,20890.05,21092.21
BROOKFIELD ASSET MANAGEMENT,2019-2020,454.13,453.92
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,23228.64,23851.30
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2018-2019,26388.07,26725.29
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,27028.89,26973.53
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,42035.10,41128.69
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,212586195.38,218273211.05
