d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,1579216523.05
GENERAL DYNAMICS,544963744.70
GARDA SECURITY GROUP,114706095.30
MAGELLAN AEROSPACE,49513793.48
PALADIN GROUP,44407641.54
G4S SECURITY SERVICES,33885688.50
HFI PYROTECHNICS,33000040.57
SEAWATCH,16064335.05
JANKEL TACTICAL SYSTEMS,14583528.00
ULTRA ELECTRONICS,10538700.73
LLOYD LIBKE LAW ENFORCEMENT SALES,9596447.44
OLIN,8809447.61
CHUBB EDWARDS,8747835.29
NEPTUNE SECURITY SERVICES,8693083.71
UNITED STATES DEPARTMENT OF THE ARMY,8328491.04
NOTRA,7717211.00
SIEMENS,6991806.45
TYCO INTEGRATED FIRE SECURITY,5787083.62
DALHOUSIE UNIVERSITY,5580000.00
IBM CANADA,5000423.65
METAK DISTRIBUTING,4369625.55
HFI PYROTONICS,4347788.00
SNC LAVALIN,4312975.10
MKDS TRAINING,3365118.99
HFI PYRO,3232704.00
SONOBUOY TECH SYSTEMS STS,3044637.06
RAMPART INTERNATIONAL,2955660.21
"NAMMO PERRY",2913120.00
SUMMIT CANADA DISTRIBUTORS,2608174.25
ULTRA ELECTRONICS MARITIMES SYSTEM,2352536.56
REVISION MILITARY,2287136.11
KYNDRYL CANADA,2172458.77
GREATER TORONTO AIRPORT AUTHORITY,1380707.40
PATLON AIRCRAFT INDUSTRIES,1205403.45
SECURIGUARD SERVICES,1169506.91
UNITED STATES DEPARTMENT OF THE AIR FORCE,1164440.28
SIFEC NORTH,1040720.10
ADGA GROUP,918821.35
MOBILE RESOURCE GROUP,793704.81
UNIVERSAL PROTECTION SERVICE,763803.70
M D CHARLTON,759236.53
FELIX TECHNOLOGY,730829.44
ACME FUTURE SECURITY CONTROLS,721408.12
ADVANCED BUSINESS INTERIORS,593740.57
GRAYBRIDGE INTERNATIONAL CONSULTING,497169.82
COENTREPRISE CITE CARON,487087.21
VALCOM CONSULTING,469688.90
AINSWORTH,449967.33
LOGISTIK UNICORP,380847.29
THE MASHA KRUPP TRANSLATION GROUP,363999.99
GENESIS INTEGRATION,361705.83
TROY LIFE FIRE SAFETY,313237.79
AMER SPORTS CANADA,307818.08
VISIONTEC,295758.24
DELCO AUTOMATION,287827.95
LANGUAGE RESEARCH DEVELOPMENT GROUP,270326.22
UNIVERSITE SAINTE ANNE,224047.20
QMR,200565.51
CONCEPT CONTROLS,193035.76
ADSS,190735.47
AV TECH,189777.70
ADSS 6175015 CANADA,185443.25
NUA OFFICE,183442.61
TOROMONT,172149.54
UNIVERSITE DE MONTREAL,170710.20
UNISOURCE,170636.30
SAMSON ASSOCIES,160855.31
METOCEAN TELEMATICS,158976.00
CALIAN,153882.47
GAMBLE TECHNOLOGIES,150089.52
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,147889.50
RHEINMETALL,129780.00
BUBBLE TECHNOLOGY INDUSTRIES,126406.84
DSS MARINE,117806.40
CONVERGINT TECHNOLOGIES,113445.74
RHEA,105530.41
TRM TECHNOLOGIES,105456.59
ALTIS HUMAN RESOURCES,103123.80
9275 0181 QUEBEC,97352.79
WESCO DISTRIBUTION CANADA,94196.80
HONEYWELL,92895.04
VIKING FIRE PROTECTION,86554.94
BELL CANADA,83855.30
LANSDOWNE TECHNOLOGIES,80994.87
TEKNION,75454.60
CDW CANADA,69675.38
INSA,65878.97
ECOLE DE LANGUES ABCE,53944.58
BAE SYSTEMS,53495.26
UNIFORM WORKS,50602.67
FALCON ENVIRONMENTAL,50047.70
JUNO RISK SOLUTIONS,49773.12
UNIVERSITY OF BRITISH COLUMBIA,47455.12
ALGONQUIN COLLEGE,45030.50
LES ENQUETES HENRI,44265.38
CARON PROFESSIONAL LINGUISTIC,43731.00
STANTEC,43079.93
DELOITTE,37168.14
JHT DEFENSE,36659.43
MAXSYS STAFFING AND CONSULTING,34135.60
ECOLE DE LANGUES EAGLE,34069.50
TELUS CANADA,32746.02
CUMMINS CANADA,32024.50
KNOWLEDGE CIRCLE,26830.15
GOLDER ASSOCIATES,25782.00
HOULE ELECTRIC,25777.50
CANADIAN LEASEBACK,25660.86
RAYTHEON,25089.61
SUN LIFE ASSURANCE COMPANY,24835.63
JOHNSON CONTROLS,24441.87
JOHNSON CONTROLS CANADA,23940.00
ECOLE DE LANGUES LA CITE,23220.34
INTEGRA NETWORKS,23059.50
FAST FORWARD FRENCH,22272.30
BROOKFIELD ASSET MANAGEMENT,21344.18
FSC,17748.96
CANON,17105.56
ENSEIGNES PATTISON SIGN GROUP,16613.68
ANIXTER,16032.44
SOFTSIM TECHNOLOGIES,14318.70
TESTFORCE SYSTEMS,12958.05
9034 3476 QUEBEC,12762.23
CORADIX TECHNOLOGY CONSULTING,12497.80
TELEDYNE,11999.15
STONEWORKS TECHNOLOGIES,11519.23
AON REED STENHOUSE,11300.00
FAST TRACK STAFFING,9607.15
TOMLINSON ENVIRONMENTAL SERVICES,3479.61
