d_vendor_name,overall_total
BELL CANADA,4460176.80
DELOITTE,914775.52
SAMSON ASSOCIES,667093.75
INFO TECH RESEARCH GROUP,520805.07
R R INTERNATIONAL TRANSLATION,355786.83
"NATIONS TRANSLATION GROUP",338999.99
GARTNER,334298.25
NORTHERN MICRO,283221.01
DYNABOOK CANADA,273963.64
CARAHSOFT TECHNOLOGY,254932.00
CANADIAN CORPS OF COMMISSIONAIRES,244178.35
ERNST YOUNG,214049.58
NEWFOUND RECRUITING,209194.93
FERENCE COMPANY CONSULTING,206225.00
GOSS GILROY,191535.00
ACOSYS CONSULTING SERVICES,173168.63
SALESFORCE CANADA,109347.84
LINOVATI,99616.28
PROSCI CANADA,92761.70
QMR,87801.00
ECOLE DE LANGUES LA CITE,85523.84
MEGALEXIS COMMUNICATIONS,79999.48
LANGUAGE RESEARCH DEVELOPMENT GROUP,72925.00
HYPERTEC,70026.50
GC STRATEGIES,66670.00
KPMG,66300.49
ECOLE DE LANGUES ABCE,63955.01
HR ASSOCIATES,60613.20
NITAM SOLUTIONS,48411.46
CANADA POST,42103.80
GRAYBRIDGE INTERNATIONAL CONSULTING,35174.60
ADVANCED BUSINESS INTERIORS,33781.92
KNOWLEDGE CIRCLE LEARNING SERVICES,32988.83
LEAN AGILITY,32736.10
EXCEL HUMAN RESOURCES,30852.33
ECOLE DE LANGUES EAGLE,29985.00
SOLOTECH,29038.72
THINKPOINT,27916.65
HUMANSCALE CANADA,24230.97
CALYTERA SOFTWARE,23636.90
CONFERENCE BOARD OF CANADA,21849.32
TOTEM OFFISOURCE,21814.66
THOMSON REUTERS,21546.84
CISTEL TECHNOLOGY,19875.24
AMAZON,19481.20
FAST FORWARD FRENCH,19440.00
IBM CANADA,14219.81
CDW CANADA,10937.63
IRON MOUNTAIN,10184.00
CISION CANADA,10089.77
SYSTEMSCOPE,4631.15
OPENTEXT,2467.53
