d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACOSYS CONSULTING SERVICES,2021-2022,34054.79,22141.15
ADVANCED BUSINESS INTERIORS,2019-2020,17819.54,17673.80
ADVANCED BUSINESS INTERIORS,2020-2021,15962.38,15180.28
CARAHSOFT TECHNOLOGY,2018-2019,7979.67,8082.97
CARAHSOFT TECHNOLOGY,2019-2020,101353.30,100259.06
CARAHSOFT TECHNOLOGY,2020-2021,119635.16,113746.05
CARAHSOFT TECHNOLOGY,2021-2022,25963.87,24550.43
CISION CANADA,2020-2021,3501.64,3326.37
CISION CANADA,2021-2022,6588.13,5153.66
FERENCE COMPANY CONSULTING,2018-2019,27685.00,27957.39
FERENCE COMPANY CONSULTING,2019-2020,122040.00,121545.32
FERENCE COMPANY CONSULTING,2021-2022,56500.00,52708.17
GARTNER,2018-2019,33406.56,33735.24
GARTNER,2019-2020,151700.34,150701.47
GARTNER,2020-2021,41900.22,39854.34
GARTNER,2021-2022,107291.13,83930.05
GC STRATEGIES,2019-2020,24860.00,24948.39
GC STRATEGIES,2021-2022,41810.00,39086.09
INFO TECH RESEARCH GROUP,2017-2018,20340.00,20867.08
INFO TECH RESEARCH GROUP,2018-2019,26595.87,26978.09
INFO TECH RESEARCH GROUP,2019-2020,82742.42,82147.29
INFO TECH RESEARCH GROUP,2020-2021,121352.05,115525.80
INFO TECH RESEARCH GROUP,2021-2022,128631.31,100860.84
LINOVATI,2020-2021,99616.28,95383.93
MEGALEXIS COMMUNICATIONS,2019-2020,10943.84,10691.62
MEGALEXIS COMMUNICATIONS,2020-2021,39945.02,37974.54
MEGALEXIS COMMUNICATIONS,2021-2022,29110.62,27278.50
NITAM SOLUTIONS,2021-2022,48411.46,40581.02
PROSCI CANADA,2021-2022,92761.70,53898.90
SALESFORCE CANADA,2021-2022,85680.77,63160.29
SYSTEMSCOPE,2017-2018,4631.15,4753.25
TOTEM OFFISOURCE,2017-2018,8852.85,9086.25
TOTEM OFFISOURCE,2018-2019,12961.81,13114.17
