d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,11661.60,11994.64
10_office_management,2020-2021,191893.92,182388.38
10_office_management,2021-2022,139759.09,131402.22
10_office_management,2022-2023,10950.70,9891.37
11_defence,2017-2018,20690.30,21392.47
11_defence,2022-2023,22147.93,19776.70
4_medical,2019-2020,450538.79,440255.18
4_medical,2020-2021,2162586.21,2042842.67
6_industrial_products_and_services,2017-2018,49285.20,50692.71
6_industrial_products_and_services,2018-2019,88678.65,90835.27
6_industrial_products_and_services,2019-2020,44593.60,43837.51
6_industrial_products_and_services,2020-2021,783900.12,740398.79
6_industrial_products_and_services,2021-2022,20799.52,18931.41
6_industrial_products_and_services,2022-2023,47486.98,42416.81
