d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADGA GROUP,2019-2020,123170.00,122442.39
ADRM TECHNOLOGY CONSULTING,2019-2020,76020.75,74512.85
ADRM TECHNOLOGY CONSULTING,2020-2021,117887.25,112315.41
ADVANCED BUSINESS INTERIORS,2018-2019,106597.22,107869.68
ADVANCED BUSINESS INTERIORS,2020-2021,22164.99,20870.95
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,364764.94,373363.21
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,34401.65,32707.71
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,56869.67,47358.65
ALTIS HUMAN RESOURCES,2018-2019,11802.18,11918.30
ALTIS HUMAN RESOURCES,2019-2020,116068.26,114729.15
AON REED STENHOUSE,2017-2018,18876.65,19365.81
AON REED STENHOUSE,2020-2021,26695.84,25378.94
ASOKAN BUSINESS INTERIORS,2018-2019,72634.09,73348.74
ASOKAN BUSINESS INTERIORS,2019-2020,300504.52,297506.51
ASOKAN BUSINESS INTERIORS,2020-2021,173861.95,163836.09
ASOKAN BUSINESS INTERIORS,2021-2022,384758.63,88460.90
AVI SPL CANADA,2017-2018,645484.54,660849.20
AVI SPL CANADA,2018-2019,842779.69,851290.70
AVI SPL CANADA,2019-2020,432990.49,423340.78
AVI SPL CANADA,2020-2021,207902.41,197608.23
AVI SPL CANADA,2021-2022,120153.83,49622.65
BELL CANADA,2019-2020,34477.69,33814.42
BELL CANADA,2020-2021,609830.64,574982.03
BELL CANADA,2021-2022,18770.67,12474.11
BLACKBERRY,2017-2018,24998.00,25587.25
BLACKBERRY,2018-2019,17558.00,17939.35
BLACKBERRY,2019-2020,93564.00,91555.19
BLACKBERRY,2020-2021,11203.54,10558.49
BLACKBERRY,2021-2022,90374.77,67970.26
CALIAN,2018-2019,296.31,299.23
CALIAN,2019-2020,427382.11,417774.95
CALIAN,2020-2021,261540.69,247598.92
CALIAN,2021-2022,1567546.06,485780.18
CANADA POST,2019-2020,96050.00,94819.64
CANADA POST,2020-2021,90000.00,85560.33
CANADA POST,2021-2022,101700.00,79556.31
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,3737718.35,3833633.40
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,4299022.63,4365865.55
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,4209206.97,4170798.63
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,5679038.57,5415350.16
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,4520635.00,3489784.81
CBCI TELECOM,2018-2019,281507.80,284277.55
CBCI TELECOM,2019-2020,426184.49,419539.29
CBCI TELECOM,2021-2022,1649186.33,747081.13
CDW CANADA,2017-2018,14280.82,14684.47
CDW CANADA,2018-2019,11119.20,11319.73
CDW CANADA,2019-2020,21144.56,21219.74
CDW CANADA,2020-2021,3794.54,3573.01
CDW CANADA,2021-2022,33537.45,25447.01
CISTEL TECHNOLOGY,2019-2020,24860.00,24258.38
CISTEL TECHNOLOGY,2021-2022,400642.28,294932.28
COMBAT NETWORKS,2019-2020,3130.21,3054.45
COMBAT NETWORKS,2020-2021,34621.96,32914.07
COMPUCOM CANADA,2017-2018,288271.03,295691.18
COMPUCOM CANADA,2018-2019,48924.48,49806.80
COMPUCOM CANADA,2020-2021,15572.84,14663.66
COMPUCOM CANADA,2021-2022,138051.10,120174.57
CONEXSYS,2017-2018,49797.09,50973.39
CONEXSYS,2018-2019,143466.37,145675.47
CONEXSYS,2019-2020,88620.41,87872.54
CONEXSYS,2020-2021,64165.05,61182.28
CONOSCENTI TECHNOLOGIES,2017-2018,86775.61,89024.25
CONOSCENTI TECHNOLOGIES,2018-2019,86775.61,88125.10
CONOSCENTI TECHNOLOGIES,2019-2020,11017.50,10750.87
CONOSCENTI TECHNOLOGIES,2020-2021,12430.00,11704.31
CONOSCENTI TECHNOLOGIES,2021-2022,17232.50,16294.38
D2L,2019-2020,1503.86,1467.47
D2L,2020-2021,34306.80,32614.46
D2L,2021-2022,34306.80,26837.00
DELL COMPUTER,2019-2020,7591.37,7407.65
DELL COMPUTER,2020-2021,132239.35,125961.57
DELOITTE,2017-2018,18346.77,18830.46
DELOITTE,2018-2019,2632.30,2658.20
DELOITTE,2019-2020,192684.27,191058.21
DELOITTE,2020-2021,192157.81,182678.72
DELOITTE,2021-2022,192157.81,150318.26
DLS TECHNOLOGY,2021-2022,47.65,0.00
DONNA CONA,2017-2018,374195.20,384141.61
DONNA CONA,2018-2019,162118.39,164499.92
DONNA CONA,2019-2020,430494.94,426745.30
DONNA CONA,2020-2021,32037.72,30242.97
ECLIPSYS SOLUTIONS,2018-2019,226888.09,230229.34
ECLIPSYS SOLUTIONS,2019-2020,76756.33,76560.35
ENTRUST,2017-2018,24392.60,25034.39
ENTRUST,2019-2020,498.50,486.43
ENTRUST,2020-2021,25494.55,24241.43
EXCEL HUMAN RESOURCES,2017-2018,80840.56,82946.23
EXCEL HUMAN RESOURCES,2018-2019,85667.74,86530.75
EXCEL HUMAN RESOURCES,2019-2020,1063221.89,1052080.76
EXCEL HUMAN RESOURCES,2020-2021,796483.88,759188.35
EXCEL HUMAN RESOURCES,2021-2022,251558.71,173795.13
FAST TRACK STAFFING,2018-2019,27063.50,27401.16
FAST TRACK STAFFING,2019-2020,34323.75,34035.04
FAST TRACK STAFFING,2021-2022,10392.33,5125.25
FCA CANADA,2017-2018,145045.68,148464.71
FMC PROFESSIONALS,2019-2020,37267.90,36701.80
