d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1050724.18,1083272.40
1_facilities_and_construction,2018-2019,695768.33,711901.48
1_facilities_and_construction,2019-2020,114845.08,112908.61
1_facilities_and_construction,2020-2021,448492.56,429047.91
1_facilities_and_construction,2021-2022,839184.30,775134.97
1_facilities_and_construction,2022-2023,918670.88,822022.46
10_office_management,2017-2018,47451.59,48872.10
10_office_management,2022-2023,14364.00,12711.36
2_professional_services,2018-2019,73553.71,74761.09
2_professional_services,2019-2020,464292.27,459307.14
2_professional_services,2020-2021,25510.63,24294.30
2_professional_services,2021-2022,25510.63,23717.89
2_professional_services,2022-2023,3564.50,3219.69
