d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1456160.68,1501790.31
1_facilities_and_construction,2018-2019,978760.95,998037.25
1_facilities_and_construction,2019-2020,2421716.45,2397491.29
1_facilities_and_construction,2020-2021,4913260.22,4684235.84
1_facilities_and_construction,2021-2022,1268976.66,1175569.68
1_facilities_and_construction,2022-2023,3314507.05,2959651.55
10_office_management,2017-2018,764580.01,789745.68
10_office_management,2018-2019,0.00,0.00
10_office_management,2019-2020,10667.20,10626.23
10_office_management,2020-2021,0.00,0.00
2_professional_services,2017-2018,7674310.88,7908372.44
2_professional_services,2018-2019,80764652.16,81775627.25
2_professional_services,2019-2020,7065176.32,6980500.44
2_professional_services,2020-2021,12816298.11,12213068.72
2_professional_services,2021-2022,5814765.09,5406136.32
2_professional_services,2022-2023,8944117.04,7991791.47
3_information_technology,2017-2018,225540.96,232160.38
3_information_technology,2022-2023,100221.68,89501.90
5_transportation_and_logistics,2017-2018,240838.11,247716.08
5_transportation_and_logistics,2020-2021,535609.89,511303.82
6_industrial_products_and_services,2017-2018,2611586.90,2691027.07
6_industrial_products_and_services,2018-2019,1130276.05,1149329.07
6_industrial_products_and_services,2019-2020,6835279.28,6749601.11
6_industrial_products_and_services,2020-2021,5655761.33,5389277.77
6_industrial_products_and_services,2021-2022,1855579.91,1717863.68
6_industrial_products_and_services,2022-2023,4048572.14,3588766.86
9_human_capital,2018-2019,1901247.60,1942813.97
