d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
4_medical,2017-2018,205399.88,210428.17
4_medical,2018-2019,74592.18,75322.62
4_medical,2019-2020,382841.48,382576.11
4_medical,2020-2021,222879.20,219653.36
4_medical,2021-2022,10396.00,9304.59
6_industrial_products_and_services,2017-2018,2238675.48,2281735.84
6_industrial_products_and_services,2018-2019,227303.50,230672.27
6_industrial_products_and_services,2019-2020,1635873.56,1633985.77
6_industrial_products_and_services,2020-2021,337083.72,331033.68
6_industrial_products_and_services,2021-2022,175977.60,162275.11
