d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2021-2022,4919.56,4505.31
2_professional_services,2018-2019,41255.94,41830.71
2_professional_services,2019-2020,26516.40,26560.80
2_professional_services,2020-2021,193995.50,185249.30
2_professional_services,2021-2022,217776.10,203724.80
3_information_technology,2017-2018,357156.68,368116.61
3_information_technology,2018-2019,799135.92,813485.34
3_information_technology,2019-2020,863105.73,855898.50
3_information_technology,2020-2021,944379.83,900347.61
3_information_technology,2021-2022,966799.31,905314.73
4_medical,2018-2019,11140.05,11235.05
4_medical,2019-2020,49123.58,48729.35
4_medical,2020-2021,48989.36,46705.20
4_medical,2021-2022,48989.36,45842.33
