d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,23625.00,21481.52
2_professional_services,2017-2018,889323.62,916355.09
2_professional_services,2018-2019,948764.48,963136.28
2_professional_services,2019-2020,1289431.09,1273960.15
2_professional_services,2020-2021,1665467.11,1583559.24
2_professional_services,2021-2022,1759785.55,1616983.12
4_medical,2020-2021,36907.50,35288.47
6_industrial_products_and_services,2018-2019,46141.40,47062.69
6_industrial_products_and_services,2019-2020,60385.50,58947.07
6_industrial_products_and_services,2020-2021,35857.50,34284.53
