d_vendor_name,overall_total
TELECOM COMPUTER SERVICES,394747.82
DYNABOOK CANADA,273652.10
WEST WIND AVIATION,134127.00
ADVANCED BUSINESS INTERIORS,122459.73
CBCI TELECOM,90504.46
ASOKAN BUSINESS INTERIORS,80924.05
PURESPIRIT SOLUTIONS,78785.41
GENERAL MOTORS,71634.15
SUBARU CANADA,60118.13
RHEA,41951.25
KIA CANADA,38963.40
GLOBAL UPHOLSTERY,37442.56
NISSAN CANADA,27507.03
TOTEM OFFISOURCE,23036.69
HAWORTH,19604.32
CHARRON HUMAN RESOURCES,17893.50
FEDERAL EXPRESS CANADA,12224.99
R E GILMORE INVESTMENTS,10032.14
