d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,488215.71
BELL CANADA,327637.73
DYNABOOK CANADA,273652.10
XEROX,239930.42
TELECOM COMPUTER SERVICES,234475.45
FORD MOTOR COMPANY,223190.10
IRON MOUNTAIN,193108.37
NISHA TECHONOLOGIES,148584.69
WEST WIND AVIATION,134127.00
ADVANCED BUSINESS INTERIORS,99813.74
ASOKAN BUSINESS INTERIORS,80924.05
TELUS CANADA,76020.00
GOSS GILROY,67290.60
SUBARU CANADA,60118.13
FMC PROFESSIONALS,57065.00
CANADA POST,53868.46
ARI FINANCIAL SERVICES,46557.00
CANON,39290.85
AVI SPL CANADA,37160.03
LUMINA IT,36725.00
GRAND TOY,34325.09
SASKTEL,31500.00
NISSAN CANADA,27507.03
GRAYBRIDGE INTERNATIONAL CONSULTING,26083.43
GLOBAL UPHOLSTERY,23263.88
ALTIS HUMAN RESOURCES,23052.00
TOTEM OFFISOURCE,23036.69
HAWORTH,19604.32
CHARRON HUMAN RESOURCES,17893.50
TOSHIBA CANADA,15682.96
TYCO INTEGRATED FIRE SECURITY,10652.96
LANGUAGE RESEARCH DEVELOPMENT GROUP,10169.50
R E GILMORE INVESTMENTS,10032.14
SHARP ELECTRONICS,7211.81
PITNEY BOWES,4933.74
FEDERAL EXPRESS CANADA,3148.27
