d_vendor_name,overall_total
LS TELCOM,24236938.223956864
EXCEL HUMAN RESOURCES,20739446.64483431
COFOMO,18929124.725952256
VERITAAQ TECHNOLOGY HOUSE,18556647.51368484
DELOITTE AND TOUCHE,13833744.985399231
LUMINA IT,13570515.496232433
GROUPE ONSCOPE ONSCOPE,11630989.908654572
CANADIAN CORPS OF COMMISSIONAIRES,11237168.886949541
MODIS CANADA,9549231.479797626
CORADIX TECHNOLOGY CONSULTING,8786741.901599113
MINDWIRE SYSTEMS,8504848.55184286
ADVANCED CHIPPEWA TECHNOLOGIES,8324988.223603075
THE AIM GROUP,7578422.999366461
SI SYSTEMS,6396376.284367704
TOTEM OFFISOURCE,5864857.626032483
GC STRATEGIES,4849213.355473947
IBISKA TELECOM,4774683.48176951
RANDSTAD,4553510.177880017
XEROX,4412095.674896414
COSSETTE COMMUNICATIONS,4052311.36
SYSTEMSCOPE,3988587.839202137
PRECISIONIT,3885266.9267945057
CGI,3725740.524478816
TOSHIBA CANADA,3638625.0768965515
ORACLE CANADA,3394299.1416438357
PRICEWATERHOUSE COOPERS,3335040.3649594896
IBM CANADA,3208016.1035746583
KPMG,3093527.7235330227
LEVERAGE TECHNOLOGY RESOURCES,3002948.712971624
TPG TECHNOLOGY CONSULTANTS,2959345.9064042596
CALIAN,2841411.3754804134
GARTNER,2515435.4213132816
MOTOROLA SOLUTIONS CANADA,2311452.116788321
ROHDE SCHWARZ CANADA,2236004.55
TEKSYSTEMS CANADA,2185418.298860229
RAYMOND CHABOT GRANT THORNTON,2101366.3435060903
ADGA GROUP,2090843.8864666626
MICROSOFT CANADA,2032593.1165078117
AVI SPL CANADA,1999247.4467501813
TESTFORCE SYSTEMS,1851572.3707906976
NISHA TECHONOLOGIES,1825561.68
ALTIS HUMAN RESOURCES,1739895.5208523436
SOMOS,1618361.4247353203
MAPLESOFT CONSULTING,1581569.468189415
ADVANCED BUSINESS INTERIORS,1566655.006813187
ACCENTURE,1403500.12
CACHE COMPUTER CONSULTING,1334028.2228131976
NRNS,1316172.322947184
SIMPLEX GRINNELL,1308696.3988706365
TELECOM COMPUTER SERVICES,1242955.5964403066
SALESFORCE CANADA,1236514.0541971896
GRAYBRIDGE INTERNATIONAL CONSULTING,1228633.6092553192
DONNA CONA,1187854.829849315
CISTEL TECHNOLOGY,1175723.3424117586
KEYSIGHT TECHNOLOGIES CANADA,1166877.5227056672
FACTIVA,1083884.6010653682
EBSCO CANADA,1051275.6909144411
HONEYWELL,1042627.2558899309
DYNAMIC PERSONNEL CONSULTANTS,1009870.7653398059
PURELOGIC,981378.9946575342
ACME FUTURE SECURITY CONTROLS,969829.3388350913
AMAZON,889769.5590507591
GEOSPECTRUM TECHNOLOGIES,857837.2899999999
TRANSPOLAR TECHNOLOGY,844628.1399999999
IHS GLOBAL,824915.7920821918
IT NET CONSULTANTS,822248.6794520548
MICRO FOCUS CANADA,781484.0172141197
OPENTEXT,777323.4474651746
HYPERTEC,752754.53
OGILVY MONTREAL,743540
CDW CANADA,721852.7695068493
IRON MOUNTAIN,717954.9799061033
ASOKAN BUSINESS INTERIORS,684095.9300444205
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,681472.5484507042
GENERAL MOTORS,674775.14
DYNABOOK CANADA,665796
ONX ENTERPRISE SOLUTIONS,644143.2999999999
EAGLE PROFESSIONAL RESOURCES,642154.636550308
MAXSYS STAFFING AND CONSULTING,629742.4355122207
EBERHARD VON HUENE ASSOCIATES,621079.42
QMR,593407.6062712867
CEDROM SNI,590683.1121621622
PALADIN TECHNOLOGIES,584779.64
FAST FORWARD FRENCH,555696.3326416727
ERNST YOUNG,541978.72
SOFTCHOICE,538978.6961298392
MISHKUMI TECHNOLOGIES,522309.29000000004
ECOLE DE LANGUES ABCE,487492.6421679239
NEWFOUND RECRUITING,463818.71800821356
