d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
4083261 CANADA,2017-2018,83620.00,86511.61
A HUNDRED ANSWERS,2018-2019,30805.49,31344.47
A HUNDRED ANSWERS,2019-2020,11010.17,11005.14
ACART COMMUNICATIONS,2017-2018,24961.70,25390.48
ACART COMMUNICATIONS,2021-2022,10500.55,0.00
ACCENTURE,2017-2018,88592.00,90155.73
ACCENTURE,2018-2019,473550.83,480671.80
ACCENTURE,2019-2020,841357.29,839633.97
ACME FUTURE SECURITY CONTROLS,2017-2018,399556.34,410670.34
ACME FUTURE SECURITY CONTROLS,2018-2019,188756.54,191049.80
ACME FUTURE SECURITY CONTROLS,2019-2020,208605.39,208156.29
ACME FUTURE SECURITY CONTROLS,2020-2021,172911.06,168519.50
ACOSYS CONSULTING SERVICES,2020-2021,11773.73,11128.66
ACOSYS CONSULTING SERVICES,2021-2022,21707.09,17376.49
ADGA GROUP,2017-2018,528580.96,542510.49
ADGA GROUP,2018-2019,528580.96,535249.78
ADGA GROUP,2019-2020,505101.01,504066.44
ADGA GROUP,2020-2021,528580.96,516634.59
ADGA GROUP,2021-2022,271112.78,200134.80
ADRM TECHNOLOGY CONSULTING,2017-2018,17161.88,17768.14
ADVANCED BUSINESS INTERIORS,2017-2018,558244.92,572823.03
ADVANCED BUSINESS INTERIORS,2018-2019,428432.03,433108.24
ADVANCED BUSINESS INTERIORS,2019-2020,437669.59,437305.70
ADVANCED BUSINESS INTERIORS,2020-2021,142308.47,135829.75
ADVANCED BUSINESS INTERIORS,2021-2022,398527.20,7915.91
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,12906.83,13227.73
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,676614.94,686715.77
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,1811594.65,1808536.11
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,5823871.81,5728065.20
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,865035.88,622769.37
ALCAIDE WEBSTER ARCHITECTS,2017-2018,200676.41,206297.46
ALTIS HUMAN RESOURCES,2017-2018,584087.92,598047.59
ALTIS HUMAN RESOURCES,2018-2019,547837.13,555069.94
ALTIS HUMAN RESOURCES,2019-2020,224087.23,223727.74
ALTIS HUMAN RESOURCES,2020-2021,383883.24,370102.72
ALTIS HUMAN RESOURCES,2021-2022,1030525.75,728308.87
AMAZON,2020-2021,889769.56,850200.98
AMAZON,2021-2022,4087713.23,1716085.25
ANIXTER CANADA,2017-2018,49705.33,50559.14
ANIXTER CANADA,2018-2019,12663.91,12786.46
ANIXTER CANADA,2019-2020,44284.70,44271.61
ANSYS CANADA,2017-2018,78797.25,80187.24
ANSYS CANADA,2018-2019,80731.76,82018.27
ANSYS CANADA,2021-2022,34521.50,13441.58
ARI FINANCIAL SERVICES,2017-2018,16667.21,17014.83
ARI FINANCIAL SERVICES,2018-2019,28749.06,29116.06
ARI FINANCIAL SERVICES,2019-2020,12067.06,12061.55
ARI FINANCIAL SERVICES,2020-2021,15696.47,15129.65
ARI FINANCIAL SERVICES,2021-2022,25657.40,18638.22
ARTEMP PERSONNEL SERVICES,2017-2018,154092.57,158138.74
ARTEMP PERSONNEL SERVICES,2018-2019,100769.23,101889.28
ARTEMP PERSONNEL SERVICES,2019-2020,4876.65,4865.91
ARTEMP PERSONNEL SERVICES,2021-2022,170016.22,103027.92
ASBEX,2017-2018,24998.99,25661.76
ASOKAN BUSINESS INTERIORS,2017-2018,282815.96,287750.95
ASOKAN BUSINESS INTERIORS,2018-2019,135807.09,137449.73
ASOKAN BUSINESS INTERIORS,2019-2020,132312.15,132457.33
ASOKAN BUSINESS INTERIORS,2020-2021,133160.73,126669.56
