d_vendor_name,overall_total
MICROSOFT CANADA,3177423315.581209
BELL CANADA,1346302560.2577007
IBM CANADA,1230519266.4528542
TELUS CANADA,377856083.840355
ROGERS,245856427.4099114
TERAMACH TECHNOLOGIES,132382102.69311816
COMPUTER ASSOCIATES CANADA,114302521.47606367
ZAYO CANADA,106335779.85558234
TEKSYSTEMS CANADA,105509442.38837488
INSA,94349993.66626735
INMARSAT SOLUTIONS,91988981.87648994
MAPLESOFT CONSULTING,91674025.58443746
IBISKA TELECOM,90134567.34609218
TELESAT,87330478.13250867
ITEX,82291889.51713265
NORTHERN MICRO,80750161.02736665
TPG TECHNOLOGY CONSULTANTS,79660172.86654904
VMWARE,66806764.003426306
DECISIVE TECHNOLOGIES,63273731.89033856
PRICEWATERHOUSE COOPERS,60683235.839594476
CLICK NETWORKS,60127624.65394983
HEWLETT PACKARD,59716876.47687782
TES CONTRACT SERVICES,57240240.802403845
STONEWORKS TECHNOLOGIES,54565400.92944172
UNISYS CANADA,52602888.93700738
COMPUCOM CANADA,52593444.97401209
BMC SOFTWARE CANADA,51256004.98509545
2KEYS,46370646.14729702
ADGA GROUP,44124730.7914521
VERITAAQ TECHNOLOGY HOUSE,42531167.82706772
ORACLE CANADA,42449042.420432605
DELL COMPUTER,38915382.915981725
IPSS,38783883.73107405
HITACHI DATA SYSTEMS,38393307.64209779
ONX ENTERPRISE SOLUTIONS,38356924.3009478
ECLIPSYS SOLUTIONS,35942331.12605715
MICRO FOCUS CANADA,34771759.95544708
CALIAN,34391698.08191074
COMBAT NETWORKS,34089345.015087835
SI SYSTEMS,33488009.69003127
ADVANCED CHIPPEWA TECHNOLOGIES,33314613.36601263
CITRIX,32146183.571322564
CARAHSOFT TECHNOLOGY,31450054.82110397
COMPUGEN,30736383.431004725
MODIS CANADA,29444114.355097674
MTS ALLSTREAM,26070756.69300992
TELECOM COMPUTER SERVICES,25658419.366249327
ADRM TECHNOLOGY CONSULTING,24765300.995086413
CDW CANADA,24704447.43136038
PROTAK CONSULTING GROUP,24645424.41369488
CYTELLIGENCE,22600000
METOCEAN TELEMATICS,21688898.076557077
GARTNER,21204348.98651621
DNR CONSULTING GROUP,18987656.975878485
BLACKBERRY,18977559.88016359
NORTHWESTEL,18959370.25743243
CBCI TELECOM,18491087.6483128
NORTAC DEFENCE,18354620.34
LANGUAGE RESEARCH DEVELOPMENT GROUP,18340205.373406194
TRANSPOLAR TECHNOLOGY,18011563.826665353
SECUREKEY TECHNOLOGIES,17719742.83552925
CGI,16736624.009815376
COMMVAULT SYSTEMS,16364901.956555994
SASKTEL,16058649.839396808
CONEXSYS,15607198.552712942
KPMG,15533362.85746988
XEROX,14921491.85987216
EMPOWERED NETWORKS,14712876.816599183
ENTRUST,14580356.914245192
CANADIAN CORPS OF COMMISSIONAIRES,14208979.017034885
OPTIV CANADA FEDERAL,13095553.10798183
THE AIM GROUP,12139365.029407552
GLASSHOUSE SYSTEMS,11583311.385280132
COFOMO,11231128.885770751
PRAGMATIC CONFERENCING,11171451.99
VERITAS TECHNOLOGIES,10992283.048903653
DONNA CONA,10387331.687895915
PURELOGIC,9420011.004707124
COMPUWARE OF CANADA,9348520.00834175
BRAGG COMMUNICATIONS,8958846.532941986
MCAFEE INTERNATIONAL,8893799.69019104
NISHA TECHONOLOGIES,8750025.141262367
529040 ONTARIO AND 880382,8620807.111331034
ACCESS 2 NETWORKS,8371358.3742932575
TRACK24 CANADA,8217373.97001992
SAS INSTITUTE,7798096.132257441
SOFTCHOICE,7750461.965080607
BELL AND HOWELL CANADA,7576048.920417884
EAGLE PROFESSIONAL RESOURCES,7526328.028926141
B L ASSOCIATES,7413109.604260922
ZYCOM,7076536.510368092
MDOS CONSULTING,7065866.2180988435
UNISOFT INTERNATIONAL,6334357.671785323
CELLEBRITE,5942647.437031464
SAP,5891898.213448905
THE KTL GROUP,5826139.075835233
ETICO,5798335.685876777
LAURENTIAN TECHNOLOGIES,5190794.41014465
BP M GOVERNMENT IM IT CONSULTING,5135948.63412104
AVI SPL CANADA,4842052.408795194
