d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,164535.09,169452.54
1_facilities_and_construction,2018-2019,192886.83,197125.62
1_facilities_and_construction,2019-2020,142795.75,140935.07
1_facilities_and_construction,2020-2021,503466.27,478581.37
1_facilities_and_construction,2021-2022,634316.11,589622.30
1_facilities_and_construction,2022-2023,425721.12,380156.95
10_office_management,2018-2019,10017.50,10160.49
10_office_management,2019-2020,18082.74,17921.16
10_office_management,2020-2021,21780.05,20741.59
10_office_management,2021-2022,21780.05,20249.47
10_office_management,2022-2023,45076.75,40171.11
2_professional_services,2017-2018,63415.21,65294.01
2_professional_services,2018-2019,69487.79,70644.08
2_professional_services,2019-2020,67309.03,66318.34
2_professional_services,2020-2021,94100.28,89179.51
2_professional_services,2021-2022,129988.39,120458.50
2_professional_services,2022-2023,124360.30,110924.43
3_information_technology,2017-2018,11408.31,11760.56
4_medical,2018-2019,40447.64,41195.45
4_medical,2019-2020,44190.55,43838.05
4_medical,2020-2021,44069.82,41968.60
4_medical,2021-2022,44069.82,40972.84
4_medical,2022-2023,3622.18,3271.78
6_industrial_products_and_services,2017-2018,21264.63,21931.57
6_industrial_products_and_services,2018-2019,28352.84,29007.16
6_industrial_products_and_services,2019-2020,12389.14,12371.48
6_industrial_products_and_services,2020-2021,10632.32,10043.60
