d_vendor_name,overall_total
CORADIX TECHNOLOGY CONSULTING,581213.18
ECOLE DE LANGUES LA CITE,262478.26
BELL CANADA,241801.60
SOFTCHOICE,233504.77
LEO PISCES SERVICES GROUP,141527.37
MICROSOFT CANADA,130357.05
NISHA TECHONOLOGIES,123197.10
CANADA POST,113648.50
SOFTSIM TECHNOLOGIES,108208.80
ROGERS,97368.54
GRAND TOY,92800.00
FREEBALANCE,90592.45
OPENTEXT,70794.02
ITEX,67416.50
LIONBRIDGE,66012.47
ADVANCED BUSINESS INTERIORS,61259.11
QUANTUM MANAGEMENT SERVICES,57597.76
EXCEL HUMAN RESOURCES,57048.88
ZAYO CANADA,36612.00
PROMAXIS,34865.90
PITNEY BOWES,28250.00
ERNST YOUNG,23340.00
AMAZON,22600.00
CEDROM SNI,20559.83
CDW CANADA,18989.24
INFO TECH RESEARCH GROUP,1396.56
