d_vendor_name,overall_total
AIRBUS,978550057.32
L3HARRIS,218977701.94
BELL CANADA,157478624.75
RAYTHEON,154057551.68
SPARTAN BIOSCIENCE,149048550
CUBIC DEFENSE APPLICATIONS,124232380.29
LOGISTIK UNICORP,64574086.2
UNITED STATES DEPARTMENT OF THE AIR FORCE,53148025.22
THERMO FISHER SCIENTIFIC,42515377.36
FFG,42399098.17
RHEINMETALL,42390674.54
UNITED STATES DEPARTMENT OF THE NAVY,42115066.5
ADGA GROUP,35588236.09
SMITHS DETECTION,34681755.55
ELBIT SYSTEMS EW AND SIGINT ELISRA,33920188.6
BARGREEN ELLINGSON,31155235.67
UNITED STATES DEPARTMENT OF THE ARMY,30281685.43
NORTHROP GRUMMAN,27613138.93
SIMEX DEFENCE,26923828.63
LOCKHEED MARTIN,24957575.69
AGILENT,24225451.56
DEW ENGINEERING,22217391.99
SAAB,20595837.79
BRONSWERK MARINE,20282604.27
LIFE TECHNOLOGIES,20234923.23
PMG TECHNOLOGIES,17366255.2
HOSKIN SCIENTIFIC,16676309.62
WATERS,16586715.11
PALADIN GROUP,15760173.74
AIRBORNE SYSTEMS,15393467.22
PACIFIC SAFETY PRODUCTS,14169569.35
CANAM PONTS CANADA,14003627.12
QINETIQ,13673912.56
GRIFFIN ENGINEERED SYSTEMS,12162102.94
PEERLESS GARMENTS,11921857.99
DSS MARINE,11719293.58
FELIX TECHNOLOGY,11454645.99
HONEYWELL,11364300.02
ARTEX SPORTSWEAR,10962267.07
KEYSTONE SUPPLIES INTERNATIONAL,10734058.02
MAGAL S3 CANADA,10036702.64
ILLUMINA CANADA,9924920.15
INNOVASEA MARINE SYSTEMS CANADA,9776847.3
PATLON AIRCRAFT INDUSTRIES,9772094.34
WARTSILA,9320935.19
VWR INTERNATIONAL,9215788.31
GENESIS INTEGRATION,9161780.78
GRAW RADIOSONDES,9124944.05
IBM CANADA,9093249.73
MACKINNON AND OLDING,9046082.98
GATEWAY MECHANICAL SERVICES,8889732.26
THALES,8749601.86
DELCO AUTOMATION,8633305.56
DASCO EQUIPMENT,8582841.5
JIM PATTISON INDUSTRIES,8570895
CANADYNE TECHNOLOGIES,8235562.82
INTER MEDICO,8028985.41
REVISION MILITARY,7974852.98
GO DEEP INTERNATIONAL,7738651.69
APPAREL TRIMMINGS,7718514.34
VAISALA CANADA,7646259.67
HOULE ELECTRIC,7467251.13
UNISOURCE,7374218.34
CHANDOS CONSTRUCTION,7180090.01
ACME FUTURE SECURITY CONTROLS,7037303.59
RADIATION SOLUTIONS,6880400.38
KONGSBERG,6857408.57
PERSISTENT SYSTEMS,6680404.79
MOTOROLA SOLUTIONS CANADA,6491098.59
TESTFORCE SYSTEMS,6296973.01
ADVANCED BUSINESS INTERIORS,6253950.02
UNISYNC GROUP,6246342.83
AQUA GUARD SPILL RESPONSE,6090260.62
AB SCIEX,6031319.32
P K WELDING FABRICATORS,5960311.67
RAMPART INTERNATIONAL,5955486.2
PACWILL ENVIRONMENTAL,5933433.85
HENSOLTD SENSORS,5908380.77
ELLISDON,5736737.46
MED ENG HOLDINGS,5733665.41
DYMECH ENGINEERING,5705370
ACKLANDS GRAINGER,5640682.23
BLACK MCDONALD,5532536.74
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,5501299.96
RAPISCAN SYSTEMS,5452517.32
CANTEC SYSTEMS,5404634.74
DEVLIN CONSTRUCTION,5297448.66
IBISKA TELECOM,5167435.62
NEXTER SYSTEMS,5065874.82
CUMMINS CANADA,5041113.41
"NANOMETRICS",4996310.72
CLERMARK,4916560.14
AIRBOSS DEFENSE,4828929.04
TRAINOR MECHANICAL CONTRACTORS,4796797.66
CAMPBELL SCIENTIFIC CANADA,4761861.41
KYNDRYL CANADA,4761752.54
ULTRA ELECTRONICS,4750169.66
THERMO CRS,4690871.13
TYR TACTICAL,4583951.63
URDAN METAL CASTING INDUSTRIES,4531965.49
VISIONTEC,4514193.95
L P ROYER,4468849.53
ADAPT PHARMA CANADA,4438936.26
WILDLIFE COMPUTERS,4340444.75
TELECOMMUNICATION SUPPORT SERVICES,4320076.77
GAMBLE TECHNOLOGIES,4303114.33
M D CHARLTON,4297756.04
AXT,4278125.52
LAVAL LAB,4222733.03
CRYE PRECISION,4110790.55
EMS TECHNOLOGIES,4100158.91
ZOLL MEDICAL CANADA,4083442.98
BRUKER,4078419.84
SIEMENS,4043571.6
CLARIANT CANADA,4030933.34
JHT DEFENSE,3972260.35
NORTHWEST MARINE TECHNOLOGY,3960078.55
UNITED RENTALS OF CANADA,3953697
ISOMASS SCIENTIFIC,3878331.44
BIOMERIEUX CANADA,3793366.5
J J TRAILERS MANUFACTURERS AND SALES,3789361.02
MILLBROOK TACTICAL,3758981.9
AIR LIQUIDE CANADA,3725900.26
GAB INDUSPAC,3699890.38
WAJAX,3699492.51
MOBILITY LAB,3636767.54
EVOLVECOMP CONSTRUCTION,3484082
AVONDALE CONSTRUCTION,3465395.75
JASCO APPLIED SCIENCES CANADA,3391050.22
COLT CANADA,3330515.74
GETINGE CANADA,3282669.65
HITACHI DATA SYSTEMS,3279017.88
LEVITT SAFETY,3274906.62
PATTISON SIGN GROUP,3272537.29
GENERAL ELECTRIC CANADA,3242519.43
