d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2220742 ONTARIO,2019-2020,26600.20,25993.05
3D DATACOMM,2017-2018,148804.84,153128.83
3D DATACOMM,2018-2019,33626.51,33940.64
3D DATACOMM,2019-2020,15610.80,15440.67
3D DATACOMM,2020-2021,102907.12,96966.88
3D DATACOMM,2021-2022,19591.40,17710.32
3D DATACOMM,2022-2023,193942.68,174720.40
3M CANADA COMPANY,2017-2018,11461.17,11797.30
3M CANADA COMPANY,2018-2019,1394555.43,1418853.56
3M CANADA COMPANY,2019-2020,19771.59,19632.28
3M CANADA COMPANY,2020-2021,17947.27,16942.15
3M CANADA COMPANY,2021-2022,54382.75,50263.24
3M CANADA COMPANY,2022-2023,78583.67,70141.29
3V MECHANICAL,2017-2018,17279.96,17801.78
3V MECHANICAL,2018-2019,10563.09,10805.97
3V MECHANICAL,2021-2022,17437.65,15763.36
9205187 CANADA,2017-2018,17260.75,17769.80
9275 0181 QUEBEC,2021-2022,22995.00,21356.02
A HARVEY COMPANY,2017-2018,505516.57,520752.98
A HARVEY COMPANY,2018-2019,596396.70,611172.97
A HARVEY COMPANY,2019-2020,391125.95,385194.66
A HARVEY COMPANY,2020-2021,696394.98,663191.34
A HARVEY COMPANY,2021-2022,696394.98,647456.28
A HARVEY COMPANY,2022-2023,729560.00,646613.04
AA STURGEON CONSTRUCTION,2017-2018,147875.00,152399.94
AB SCIEX,2017-2018,1236620.11,1274455.21
AB SCIEX,2018-2019,1273891.05,1297371.06
AB SCIEX,2019-2020,1128346.03,1113624.10
AB SCIEX,2020-2021,1943559.67,1850308.48
AB SCIEX,2021-2022,2373808.16,2199777.08
AB SCIEX,2022-2023,368689.67,329643.86
ABB,2017-2018,75539.36,77875.76
ABB,2019-2020,281580.42,275908.56
ABB,2020-2021,30098.98,28665.21
ABB,2022-2023,24436.25,21860.53
ABBOTT,2017-2018,236180.68,242983.15
ABBOTT,2018-2019,125042.50,127361.16
ABBOTT,2019-2020,247917.45,243438.49
ABBOTT,2020-2021,458760.51,436838.69
ABBOTT,2021-2022,177569.30,167775.55
ABBOTT,2022-2023,27715.66,24544.26
ACKLANDS GRAINGER,2017-2018,2272401.86,2342417.79
ACKLANDS GRAINGER,2018-2019,1504864.15,1529436.37
ACKLANDS GRAINGER,2019-2020,1019955.25,1005254.01
ACKLANDS GRAINGER,2020-2021,3205114.12,3035786.51
ACKLANDS GRAINGER,2021-2022,1341242.77,1236503.03
ACKLANDS GRAINGER,2022-2023,1768838.73,1578510.66
ACME FUTURE SECURITY CONTROLS,2017-2018,1448581.58,1492001.00
ACME FUTURE SECURITY CONTROLS,2018-2019,2567086.62,2616028.64
ACME FUTURE SECURITY CONTROLS,2019-2020,2157768.47,2143034.87
ACME FUTURE SECURITY CONTROLS,2020-2021,863866.92,822678.33
ACME FUTURE SECURITY CONTROLS,2021-2022,713406.69,663272.51
ACME FUTURE SECURITY CONTROLS,2022-2023,1954.54,1765.47
ACT,2021-2022,696076.83,629242.36
ACT,2022-2023,2105417.57,1892490.14
ADGA GROUP,2017-2018,8543243.81,8807324.68
ADGA GROUP,2018-2019,8543243.81,8706959.21
ADGA GROUP,2019-2020,9477990.00,9390877.40
ADGA GROUP,2020-2021,9148167.85,8711050.76
ADGA GROUP,2021-2022,9026120.27,8391815.64
ADGA GROUP,2022-2023,9049898.29,8097652.51
ADOR TECH,2021-2022,3876.41,3504.21
ADOR TECH,2022-2023,715720.05,635262.36
ADSS,2018-2019,40017.82,40391.65
ADSS,2019-2020,37177.00,36771.85
ADSS,2020-2021,122431.65,115562.96
ADSS,2021-2022,179460.11,164883.23
ADSS,2022-2023,19749.85,17650.92
ADSS 6175015 CANADA,2018-2019,5927.09,6040.67
ADSS 6175015 CANADA,2019-2020,71038.23,69827.59
ADSS 6175015 CANADA,2020-2021,537595.72,509676.27
ADSS 6175015 CANADA,2021-2022,367218.36,336576.71
ADSS 6175015 CANADA,2022-2023,3916524.78,3473804.99
ADVANCED BUSINESS INTERIORS,2017-2018,1120593.53,1152763.79
ADVANCED BUSINESS INTERIORS,2018-2019,2976191.90,3034532.50
ADVANCED BUSINESS INTERIORS,2019-2020,1704079.96,1690824.40
ADVANCED BUSINESS INTERIORS,2020-2021,453084.63,431032.91
ADVANCED BUSINESS INTERIORS,2021-2022,264724.87,241977.14
ADVANCED BUSINESS INTERIORS,2022-2023,237410.02,210113.01
