d_vendor_name,d_fiscal_year,total
3D DATACOMM,2017-2018,69150.86
3D DATACOMM,2018-2019,33626.51
3D DATACOMM,2019-2020,15610.8
3D DATACOMM,2020-2021,102907.12
3M CANADA COMPANY,2017-2018,11461.17
3M CANADA COMPANY,2018-2019,1394555.43
3M CANADA COMPANY,2019-2020,19771.59
3M CANADA COMPANY,2020-2021,17947.27
5029406 MANITOBA,2017-2018,187885
73719 NEWFOUNDLAND LABRADOR,2017-2018,332559
AB SCIEX,2017-2018,1364257.3
AB SCIEX,2018-2019,1414463.85
AB SCIEX,2019-2020,1651233.65
AB SCIEX,2020-2021,1601364.52
ABB,2017-2018,67576.58
ABB,2019-2020,281580.42
ABB,2020-2021,5110.03
ACCESS 2 NETWORKS,2019-2020,2356.05
ACCESS 2 NETWORKS,2020-2021,26387.7
ACKLANDS GRAINGER,2017-2018,2003203.42
ACKLANDS GRAINGER,2018-2019,1165554.7
ACKLANDS GRAINGER,2019-2020,909840.03
ACKLANDS GRAINGER,2020-2021,1562084.09
ACME FUTURE SECURITY CONTROLS,2017-2018,1448581.58
ACME FUTURE SECURITY CONTROLS,2018-2019,2567086.62
ACME FUTURE SECURITY CONTROLS,2019-2020,2157768.47
ACME FUTURE SECURITY CONTROLS,2020-2021,863866.92
ADAPT PHARMA CANADA,2017-2018,2238675.48
ADAPT PHARMA CANADA,2018-2019,227303.5
ADAPT PHARMA CANADA,2019-2020,1635873.56
ADAPT PHARMA CANADA,2020-2021,337083.72
ADGA GROUP,2017-2018,8481039.12
ADGA GROUP,2018-2019,8481039.12
ADGA GROUP,2019-2020,9477990
ADGA GROUP,2020-2021,9148167.85
ADVANCED BUSINESS INTERIORS,2017-2018,1120593.53
ADVANCED BUSINESS INTERIORS,2018-2019,2976191.9
ADVANCED BUSINESS INTERIORS,2019-2020,1704079.96
ADVANCED BUSINESS INTERIORS,2020-2021,453084.63
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,16699.14
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,20923.21
AECOM,2017-2018,0
AECOM,2018-2019,0
AECOM,2019-2020,0
AEREX AVIONICS,2019-2020,13576.85
AEREX AVIONICS,2020-2021,6569.45
AERO FEU,2017-2018,325857.19
AERO FEU,2018-2019,183954.68
AERO FEU,2019-2020,123539.89
AERO FEU,2020-2021,20124.94
AERO SUPPLIES,2018-2019,12605.15
AERO SUPPLIES,2019-2020,19443.68
AERO SUPPLIES,2020-2021,40662.38
AFW CONSTRUCTION,2017-2018,1566088.8
AFW CONSTRUCTION,2018-2019,38691.86
AGC AND ASSOCIATES,2017-2018,223700
AGILENT,2017-2018,4858341.26
AGILENT,2018-2019,5245336.72
AGILENT,2019-2020,6575715.88
AGILENT,2020-2021,7546057.69
AINSWORTH,2019-2020,153365.55
AINSWORTH,2020-2021,42431.3
AIR LIQUIDE CANADA,2017-2018,739149.52
AIR LIQUIDE CANADA,2018-2019,871802.83
AIR LIQUIDE CANADA,2019-2020,829079.87
AIR LIQUIDE CANADA,2020-2021,1285868.04
AIRBORNE SYSTEMS,2017-2018,5590662.22
AIRBORNE SYSTEMS,2018-2019,5590662.22
AIRBORNE SYSTEMS,2019-2020,4212142.77
AIRBOSS DEFENSE,2017-2018,1190415.12
AIRBOSS DEFENSE,2018-2019,1190415.12
AIRBOSS DEFENSE,2019-2020,1234024.31
AIRBOSS DEFENSE,2020-2021,1214074.5
AIRBUS,2017-2018,241510206.57
AIRBUS,2018-2019,241510206.57
AIRBUS,2019-2020,248489214.86
AIRBUS,2020-2021,247040429.32
ALLIANCE ENERGY,2018-2019,0
ALLIANCE ENERGY,2019-2020,0
ALLIANCE ENERGY,2020-2021,0
ALS CANADA,2017-2018,12134.39
ALS CANADA,2019-2020,74263.7
ALS CANADA,2020-2021,519024.56
AMRON CONSTRUCTION,2017-2018,36999.03
AMRON CONSTRUCTION,2018-2019,178494.95
AMTEK ENGINEERING,2017-2018,217753.88
AMTEK ENGINEERING,2018-2019,67849.12
ANIXTER CANADA,2017-2018,382428.14
ANIXTER CANADA,2018-2019,575687.45
ANIXTER CANADA,2019-2020,128872.34
ANIXTER CANADA,2020-2021,286331.53
APPAREL TRIMMINGS,2017-2018,2716427.87
APPAREL TRIMMINGS,2018-2019,1978857.82
APPAREL TRIMMINGS,2019-2020,1722974.34
APPAREL TRIMMINGS,2020-2021,1300254.3
APPLIED ELECTONICS,2017-2018,107426.7
APPLIED ELECTONICS,2018-2019,76420.26
APPLIED ELECTONICS,2019-2020,159327.24
APPLIED ELECTONICS,2020-2021,62699.82
APRON FUEL SERVICES,2017-2018,150614.87
APRON FUEL SERVICES,2018-2019,116336.01
APRON FUEL SERVICES,2019-2020,136428.16
AQUA GUARD SPILL RESPONSE,2018-2019,3506030.58
AQUA GUARD SPILL RESPONSE,2019-2020,908841.12
AQUA GUARD SPILL RESPONSE,2020-2021,1675388.92
AQUA LUNG CANADA,2017-2018,81896.16
AQUA LUNG CANADA,2018-2019,48094.72
AQUA LUNG CANADA,2019-2020,23116.6
AQUA LUNG CANADA,2020-2021,45844.34
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,2017-2018,1374383.63
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,2018-2019,1374383.63
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,2019-2020,1378149.07
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,2020-2021,1374383.63
ARCHITECTURE 49,2017-2018,38249.27
ARTEX SPORTSWEAR,2017-2018,1473991.19
ARTEX SPORTSWEAR,2018-2019,3571625.71
ARTEX SPORTSWEAR,2019-2020,4063531.33
ARTEX SPORTSWEAR,2020-2021,1853118.85
ASBEX,2017-2018,89958.17
