d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
10647802 CANADA,2018-2019,142674.84,144384.57
10647802 CANADA,2019-2020,31746.95,31791.23
10647802 CANADA,2020-2021,10868.01,10331.90
10647802 CANADA,2021-2022,72877.09,67496.50
14343878 ONTARIO,2018-2019,1646532.97,1664994.64
14343878 ONTARIO,2019-2020,3311159.70,3283216.90
14343878 ONTARIO,2020-2021,3302112.82,3139220.52
14343878 ONTARIO,2021-2022,1655579.85,1559564.16
2KEYS,2017-2018,1087802.89,1116445.71
2KEYS,2018-2019,381956.22,388064.25
2KEYS,2019-2020,1346079.37,1324218.55
2KEYS,2020-2021,2607063.87,2478465.39
2KEYS,2021-2022,2315796.36,2150089.56
3D DATACOMM,2017-2018,130447.18,133737.87
3D DATACOMM,2018-2019,105176.62,106413.69
3D DATACOMM,2019-2020,10538.61,10283.57
3D DATACOMM,2021-2022,30847.76,28570.24
3M CANADA COMPANY,2017-2018,24636.16,25221.18
4 OFFICE AUTOMATION,2017-2018,224127.57,229922.49
4 OFFICE AUTOMATION,2018-2019,307964.37,312263.80
4 OFFICE AUTOMATION,2019-2020,438540.74,435069.62
4 OFFICE AUTOMATION,2020-2021,405632.17,385618.90
4 OFFICE AUTOMATION,2021-2022,395410.91,367117.28
73719 NEWFOUNDLAND LABRADOR,2017-2018,990082.00,1014690.62
73719 NEWFOUNDLAND LABRADOR,2018-2019,408730.59,414123.18
73719 NEWFOUNDLAND LABRADOR,2019-2020,553715.31,551020.41
73719 NEWFOUNDLAND LABRADOR,2020-2021,119762.22,114235.31
A J HANNA CONSTRUCTION,2017-2018,2428689.31,2490995.87
A J HANNA CONSTRUCTION,2018-2019,2289388.13,2323804.65
A J HANNA CONSTRUCTION,2019-2020,2555693.50,2531366.59
A J HANNA CONSTRUCTION,2020-2021,2948860.72,2809999.17
A J HANNA CONSTRUCTION,2021-2022,633071.91,597676.97
A SANTIN MASON CONTRACTOR,2017-2018,284760.00,292060.37
A SANTIN MASON CONTRACTOR,2018-2019,751701.56,760917.06
A SANTIN MASON CONTRACTOR,2019-2020,2509449.96,2484534.51
A SANTIN MASON CONTRACTOR,2020-2021,2975724.13,2829208.66
A TECH ROOFING,2017-2018,339786.26,347838.21
A TECH ROOFING,2018-2019,118113.74,120628.87
A TECH ROOFING,2020-2021,3309297.50,3159451.98
A TECH ROOFING,2021-2022,1769850.00,1658035.89
ABB,2017-2018,636430.90,652975.28
ABB,2018-2019,541210.94,549655.55
ABB,2019-2020,435282.05,432324.50
ABB,2020-2021,183476.37,172797.57
ABB,2021-2022,1059182.91,988391.75
ABBOTT,2017-2018,21102.34,21606.59
ABBOTT,2018-2019,55814.17,56682.16
ABBOTT,2019-2020,4893.30,4910.70
