d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,25875747.08,26675594.30
1_facilities_and_construction,2018-2019,25854964.28,26350426.65
1_facilities_and_construction,2019-2020,25565599.39,25362460.76
1_facilities_and_construction,2020-2021,25603260.11,24382720.95
1_facilities_and_construction,2021-2022,37671309.75,34522882.01
1_facilities_and_construction,2022-2023,75049397.26,67154433.43
10_office_management,2020-2021,13498.66,12945.25
2_professional_services,2017-2018,41539433.17,42823358.22
2_professional_services,2018-2019,41771790.64,42572235.14
2_professional_services,2019-2020,41906389.22,41572102.88
2_professional_services,2020-2021,41776185.55,39784301.87
2_professional_services,2021-2022,20963893.42,19769201.17
2_professional_services,2022-2023,17393.71,15711.12
3_information_technology,2020-2021,36850.43,34723.27
