d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,3180892.9200162916
1_facilities_and_construction,2018-2019,3462033.55819943
1_facilities_and_construction,2019-2020,10763025.952260999
1_facilities_and_construction,2020-2021,12403304.932508325
10_office_management,2017-2018,48405.35
10_office_management,2018-2019,43369.02
10_office_management,2019-2020,17300.25
11_defence,2017-2018,2582703.9848197345
11_defence,2018-2019,2582703.9848197345
2_professional_services,2017-2018,6367237.9393443605
2_professional_services,2018-2019,5596537.237676872
2_professional_services,2019-2020,4127937.395286776
2_professional_services,2020-2021,4114644.3410334014
3_information_technology,2017-2018,3656942.3903647484
3_information_technology,2018-2019,2289613.0391836734
3_information_technology,2019-2020,5209666.836468633
3_information_technology,2020-2021,3780608.8066211645
5_transportation_and_logistics,2017-2018,424721.7696103896
5_transportation_and_logistics,2018-2019,265220.19
5_transportation_and_logistics,2019-2020,461626.11000000004
5_transportation_and_logistics,2020-2021,17226.5
6_industrial_products_and_services,2017-2018,3106639.684652767
6_industrial_products_and_services,2018-2019,3133343.9149402576
6_industrial_products_and_services,2019-2020,2185303.5488108294
6_industrial_products_and_services,2020-2021,3850026.728825575
8_security_and_protection,2017-2018,66843.5541345601
8_security_and_protection,2018-2019,93320.56480097119
8_security_and_protection,2019-2020,102454.36035141525
8_security_and_protection,2020-2021,87762.22035652674
NA,2018-2019,389966.73000000004
