d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACTION PERSONNEL OF OTTAWA HULL,2017-2018,21490.82,22047.71
BELL CANADA,2017-2018,15322.80,15719.86
BELL CANADA,2018-2019,75324.10,76315.77
BELL CANADA,2019-2020,15193.71,15065.49
BELL CANADA,2020-2021,28858.53,27434.95
CDW CANADA,2020-2021,49581.41,47194.58
CDW CANADA,2021-2022,4748.43,4481.39
DECISIVE GROUP,2020-2021,169001.59,159465.93
DECISIVE GROUP,2021-2022,93928.17,25755.15
DELOITTE AND TOUCHE,2017-2018,24835.14,25420.56
EXCEL HUMAN RESOURCES,2018-2019,9014.66,9103.35
EXCEL HUMAN RESOURCES,2019-2020,42819.63,42880.39
GOSS GILROY,2017-2018,4208.07,4307.27
GOSS GILROY,2018-2019,23335.68,23842.52
GOSS GILROY,2019-2020,35264.86,34565.37
GOSS GILROY,2020-2021,3833.14,3618.40
HEWLETT PACKARD,2021-2022,209050.00,160475.36
IFATHOM,2021-2022,105556.06,80510.69
KONICA MINOLTA BUSINESS SOLUTIONS,2019-2020,269.57,263.05
KONICA MINOLTA BUSINESS SOLUTIONS,2020-2021,3174.01,3017.44
KONICA MINOLTA BUSINESS SOLUTIONS,2021-2022,3174.01,2482.92
KPMG,2019-2020,36725.00,36652.11
MAPLESOFT CONSULTING,2017-2018,31131.50,31869.93
NORTHERN MICRO,2017-2018,28896.36,29658.18
ORANGUTECH,2021-2022,25425.00,17385.77
SOFTCHOICE,2017-2018,13123.85,13433.21
SOFTCHOICE,2019-2020,17658.27,17500.21
SOFTCHOICE,2020-2021,804.94,759.84
