d_vendor_name,overall_total
ZYCOM,297258.26
ITEX,143438.31
EXCEL HUMAN RESOURCES,119782.68
QMR,108214.12
MICROSOFT CANADA,56118.77
CONTRACT COMMUNITY,46669.00
APPLIED ELECTONICS,45798.26
LUMINA IT,44747.00
ADVANCED BUSINESS INTERIORS,35357.94
VMWARE,35147.73
MAXSYS STAFFING AND CONSULTING,24998.97
TERAMACH TECHNOLOGIES,23533.09
GARTNER,22188.79
CANON,21857.68
JIM PATTISON INDUSTRIES,21541.09
TEKNION,18433.63
NISHA TECHONOLOGIES,16473.16
SOFTCHOICE,15456.68
CANADIAN CORPS OF COMMISSIONAIRES,15211.71
GRAND TOY,13342.65
BMC SOFTWARE CANADA,6749.42
DECISIVE TECHNOLOGIES,3463.96
CSDC SYSTEMS,2191.07
