d_vendor_name,overall_total
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,6823677.94
MINDWIRE SYSTEMS,2359781.73
ORACLE CANADA,1978352.68
MAPLESOFT CONSULTING,1834801.03
CANADIAN CORPS OF COMMISSIONAIRES,1643655.36
MICROSOFT CANADA,1457805.21
SOFTCHOICE,1358745.70
ELSEVIER,1093190.45
DELL COMPUTER,780901.68
NORTHERN MICRO,689642.24
NISHA TECHONOLOGIES,671840.95
PROTAK CONSULTING GROUP,638275.98
GARTNER,482111.03
MDOS CONSULTING,413919.50
PROCOM CONSULTANTS,335026.51
ERNST YOUNG,319284.13
INFO TECH RESEARCH GROUP,307995.15
ADVANCED CHIPPEWA TECHNOLOGIES,306700.59
FREEBALANCE,275653.04
EXCEL HUMAN RESOURCES,273553.66
PRINTERS PLUS,272778.99
IBM CANADA,271284.80
MANPOWER SERVICES CANADA,254381.28
BDO CANADA,252476.40
GOSS GILROY,240626.47
SI SYSTEMS,237681.00
LIONBRIDGE,236659.00
NEWFOUND RECRUITING,219503.00
ZERNAM ENTERPRISE,202586.92
OPTIV CANADA FEDERAL,174245.12
ITEX,164029.96
TERAMACH TECHNOLOGIES,141402.46
DYNABOOK CANADA,135572.88
CISION CANADA,134470.00
PRICEWATERHOUSE COOPERS,127803.00
4 OFFICE AUTOMATION,118576.36
THE AIM GROUP,112061.89
CGI,110397.17
DONNA CONA,101574.00
CONEXSYS,100392.65
CDW CANADA,99108.68
ADVANCED BUSINESS INTERIORS,98516.00
DILIGENS,97233.55
TEKNION,94397.00
RANDSTAD,86788.70
DELOITTE,72800.00
QUINTET CONSULTING,72192.88
ST JOSEPH PRINT GROUP,70394.68
IRON MOUNTAIN,60259.20
GENESIS INTEGRATION,57197.00
MOBILE RESOURCE GROUP,56539.10
INSA,54848.61
RAYMOND CHABOT GRANT THORNTON,51625.59
FAST FORWARD FRENCH,49769.23
INSTRUX MEDIA,49720.00
BELL CANADA,47842.36
MNP,41559.98
HYPERTEC,40256.25
FORD MOTOR COMPANY,34255.00
MISHKUMI TECHNOLOGIES,33315.24
AMAZON,31640.00
CBCI TELECOM,27155.56
OPENTEXT,26905.18
EMPOWERED NETWORKS,25174.42
CONTRACT COMMUNITY,24973.00
EAGLE PROFESSIONAL RESOURCES,24578.00
BLACKBERRY,24520.70
WORKDYNAMICS TECHNOLOGIES,21002.00
SHI CANADA,20598.73
AVI SPL CANADA,17769.35
CAREWORX,16645.00
CISTEL TECHNOLOGY,16075.41
VERITAAQ TECHNOLOGY HOUSE,14125.00
COMPUCOM CANADA,11387.05
LINOVATI,11057.05
"NATIONAL ARTS CENTRE",10074.00
QMR,5057.84
