d_vendor_name,d_fiscal_year,total
4 OFFICE AUTOMATION,2019-2020,9005.799671592773
4 OFFICE AUTOMATION,2020-2021,54785.281335522704
ADVANCED BUSINESS INTERIORS,2017-2018,98516
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,51588.896666666675
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,51588.896666666675
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,61717.7282131896
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,74580.40114754096
AMAZON,2020-2021,13954.548238897396
BDO CANADA,2018-2019,89713.96721311475
BDO CANADA,2019-2020,47827.5613553944
BDO CANADA,2020-2021,162097.26115311825
BELL CANADA,2018-2019,13058.303424657533
BELL CANADA,2019-2020,17538.800514736406
BELL CANADA,2020-2021,2673.2060606060604
BLACKBERRY,2017-2018,1912.191780821918
BLACKBERRY,2018-2019,11012.808219178083
BLACKBERRY,2020-2021,9657.788493150685
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,326966
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,361645
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,346584.56
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,353644.8
CAREWORX,2018-2019,3811.94799270073
CAREWORX,2019-2020,5558.458029197081
CAREWORX,2020-2021,5543.27098540146
CBCI TELECOM,2017-2018,27155.556284153005
CGI,2017-2018,18485.549260273972
CGI,2018-2019,28135.613479452055
CGI,2019-2020,20998.80392694064
CGI,2020-2021,17283.118566210047
CISTEL TECHNOLOGY,2018-2019,5299.585714285715
CISTEL TECHNOLOGY,2019-2020,10775.824285714287
CNW GROUP,2017-2018,21470
CNW GROUP,2018-2019,28250
CNW GROUP,2019-2020,28250.000000000004
CNW GROUP,2020-2021,28250
COMPUCOM CANADA,2017-2018,11387.046575342465
CONEXSYS,2017-2018,31097.540983606556
CONEXSYS,2018-2019,54624.553961748636
CONEXSYS,2019-2020,14670.555054644808
CONTRACT COMMUNITY,2019-2020,24973
DELL COMPUTER,2017-2018,91401.85348525469
DELL COMPUTER,2018-2019,125501.85348525469
DELL COMPUTER,2019-2020,101416.4
DELL COMPUTER,2020-2021,454555.6555993432
DELOITTE AND TOUCHE,2017-2018,72800
DILIGENS,2020-2021,14918.024109589041
DONNA CONA,2017-2018,101574
EAGLE PROFESSIONAL RESOURCES,2017-2018,24578
ELSEVIER,2017-2018,474780.4150921871
ELSEVIER,2018-2019,487147.53974972136
ELSEVIER,2019-2020,17474.63436297627
ELSEVIER,2020-2021,23859.024794031106
EMPOWERED NETWORKS,2020-2021,20978.683333333334
ERNST YOUNG,2017-2018,104631.34206219313
ERNST YOUNG,2018-2019,42663.183691006314
ERNST YOUNG,2019-2020,65653.17147192717
ERNST YOUNG,2020-2021,65654.71471927162
EXCEL HUMAN RESOURCES,2017-2018,81725.92359609915
EXCEL HUMAN RESOURCES,2018-2019,78835.67770824868
EXCEL HUMAN RESOURCES,2019-2020,17106.960000000003
FAST FORWARD FRENCH,2019-2020,21000
FORD MOTOR COMPANY,2018-2019,34255
FREEBALANCE,2017-2018,54393
FREEBALANCE,2018-2019,54393
FREEBALANCE,2019-2020,55520
FREEBALANCE,2020-2021,55673.520000000004
GARTNER,2017-2018,173.77260273972604
GARTNER,2018-2019,63431.711823489786
GARTNER,2019-2020,104041.4155737705
GARTNER,2020-2021,156297.8075342466
GENESIS INTEGRATION,2018-2019,57197
GOSS GILROY,2017-2018,53625.71070153051
GOSS GILROY,2018-2019,48152
GOSS GILROY,2019-2020,61074.130186180184
GOSS GILROY,2020-2021,35887.58435927436
HYPERTEC,2020-2021,14690
IBM CANADA,2017-2018,26451.10904791325
IBM CANADA,2018-2019,73558.4965870172
IBM CANADA,2019-2020,55534.588276592556
IBM CANADA,2020-2021,57261.33564121566
INFO TECH RESEARCH GROUP,2017-2018,82159.07142857143
INFO TECH RESEARCH GROUP,2018-2019,123048.92857142857
INFO TECH RESEARCH GROUP,2019-2020,141.17260273972602
INFO TECH RESEARCH GROUP,2020-2021,51469.88750654989
INSA,2020-2021,5040.955835616438
INSTRUX MEDIA,2018-2019,268.7567567567568
INSTRUX MEDIA,2019-2020,34207.57562146674
INSTRUX MEDIA,2020-2021,15243.667621776503
IRON MOUNTAIN,2017-2018,14916
IRON MOUNTAIN,2018-2019,14916
IRON MOUNTAIN,2019-2020,15311.680000000002
IRON MOUNTAIN,2020-2021,15115.52
ITEX,2017-2018,18362.920657534247
ITEX,2018-2019,28954.144
ITEX,2019-2020,37494.36520547945
ITEX,2020-2021,41504.368575342465
LIONBRIDGE,2017-2018,55000
LIONBRIDGE,2018-2019,91259
LIONBRIDGE,2019-2020,90400
LIONBRIDGE,2020-2021,0
MANPOWER SERVICES CANADA,2017-2018,127540.06264236903
MANPOWER SERVICES CANADA,2018-2019,126841.21298405467
MAPLESOFT CONSULTING,2017-2018,741209.0234997761
MAPLESOFT CONSULTING,2018-2019,702162.2321428572
MAPLESOFT CONSULTING,2020-2021,173304.7875490196
MDOS CONSULTING,2019-2020,217030.48943985306
MDOS CONSULTING,2020-2021,98444.50528007346
MICROSOFT CANADA,2017-2018,136490.9399477807
MICROSOFT CANADA,2018-2019,193190
MICROSOFT CANADA,2019-2020,228161.6938511627
MICROSOFT CANADA,2020-2021,481208.34835849464
MINDWIRE SYSTEMS,2017-2018,1041933.8929083546
MINDWIRE SYSTEMS,2018-2019,477639.1199178645
MINDWIRE SYSTEMS,2019-2020,478947.7202464066
MINDWIRE SYSTEMS,2020-2021,180630.5
MISHKUMI TECHNOLOGIES,2018-2019,33315.24
"NATIONAL ARTS CENTRE",2017-2018,10074
NEWFOUND RECRUITING,2017-2018,72765.64652014652
NEWFOUND RECRUITING,2018-2019,146737.35347985348
NISHA TECHONOLOGIES,2017-2018,28410
NISHA TECHONOLOGIES,2018-2019,196630.64
NISHA TECHONOLOGIES,2019-2020,364680.24
NISHA TECHONOLOGIES,2020-2021,82120.06999999999
OPENTEXT,2019-2020,13892.220000000001
OPTIV CANADA FEDERAL,2019-2020,45856.347138964586
OPTIV CANADA FEDERAL,2020-2021,62617.92649491521
ORACLE CANADA,2017-2018,294726.7841062297
ORACLE CANADA,2018-2019,595301.7717718208
ORACLE CANADA,2019-2020,355476.5855084305
ORACLE CANADA,2020-2021,362749.7520288944
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2017-2018,881324.03
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2018-2019,2195890.23
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2019-2020,1802742.04
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2020-2021,0
PRICEWATERHOUSE COOPERS,2019-2020,54204.985779424336
PRICEWATERHOUSE COOPERS,2020-2021,63451.23339865785
PRINTERS PLUS,2017-2018,98479.2411639843
PRINTERS PLUS,2018-2019,94954.33993110759
PRINTERS PLUS,2019-2020,79345.40733969264
PROCOM CONSULTANTS,2017-2018,167513.25728770596
PROCOM CONSULTANTS,2018-2019,167513.25728770596
PROTAK CONSULTING GROUP,2017-2018,160483.80496314497
PROTAK CONSULTING GROUP,2018-2019,190803.22088452088
PROTAK CONSULTING GROUP,2019-2020,191325.96943488944
PROTAK CONSULTING GROUP,2020-2021,95662.98471744472
QUINTET CONSULTING,2020-2021,24365.097
RANDSTAD,2017-2018,86788.69635627531
SI SYSTEMS,2017-2018,57800.83018867925
SI SYSTEMS,2018-2019,179880.16981132075
SOFTCHOICE,2017-2018,28776.814207650274
SOFTCHOICE,2018-2019,945211.4470413857
SOFTCHOICE,2019-2020,93238.14646866523
SOFTCHOICE,2020-2021,83986.06663208683
ST JOSEPH PRINT GROUP,2017-2018,13144.39931569343
ST JOSEPH PRINT GROUP,2018-2019,13144.39931569343
ST JOSEPH PRINT GROUP,2019-2020,13180.411368613137
ST JOSEPH PRINT GROUP,2020-2021,15462.733333333332
TEKNION,2017-2018,74279
TEKNION,2018-2019,20118
TERAMACH TECHNOLOGIES,2018-2019,97557.35759562842
TERAMACH TECHNOLOGIES,2019-2020,37055.28240437159
TERAMACH TECHNOLOGIES,2020-2021,578.5807299270073
THE AIM GROUP,2017-2018,112061.88679245283
VERITAAQ TECHNOLOGY HOUSE,2020-2021,14125
WORKDYNAMICS TECHNOLOGIES,2017-2018,10501
WORKDYNAMICS TECHNOLOGIES,2018-2019,9637.90410958904
WORKDYNAMICS TECHNOLOGIES,2019-2020,863.0958904109589
YORK UNIVERSITY,2018-2019,11168.837209302326
YORK UNIVERSITY,2019-2020,12844.162790697676
ZERNAM ENTERPRISE,2017-2018,202586.92211055275
