d_most_recent_category,total,percentage
3_information_technology,15410613.901633635,0.47519159162486685
7_travel,7589561.148333333,0.23402673409580746
2_professional_services,5200371.456517811,0.16035524640593737
8_security_and_protection,1635941.4651040526,0.05044481897800988
9_human_capital,1152964.4699212294,0.0355520568515905
10_office_management,740330.6122268193,0.022828349616583487
1_facilities_and_construction,531266,0.016381770234955705
NA,63009.24,0.0019429116343962919
4_medical,56556.5,0.0017439391722663831
5_transportation_and_logistics,34255,0.0010562647325415284
6_industrial_products_and_services,15447.1,4.763166530445846e-4
