d_vendor_name,d_fiscal_year,total
2553164 ONTARIO,2019-2020,986739.1575000001
2553164 ONTARIO,2020-2021,9725.5725
3M CANADA COMPANY,2020-2021,0
AB SCIEX,2017-2018,63649.4115253078
AB SCIEX,2018-2019,63649.4115253078
AB SCIEX,2019-2020,67214.25429526137
AB SCIEX,2020-2021,77982.68901580365
ACCENTURE,2018-2019,31932.061538461538
ACCENTURE,2019-2020,27370.33846153846
ACCENTURE,2020-2021,3652849.7409326425
ACCESS 2 NETWORKS,2017-2018,365503.91000000003
ACKLANDS GRAINGER,2018-2019,96869.82
ACKLANDS GRAINGER,2019-2020,683413.165570164
ACKLANDS GRAINGER,2020-2021,2481786.4737652303
ACT,2019-2020,9596.254098360656
ACT,2020-2021,438.6859016393443
ADAPT PHARMA CANADA,2019-2020,155940
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,136962.19178082192
AGILENT,2017-2018,43962.339280040746
AGILENT,2018-2019,266302.69741957565
AGILENT,2019-2020,50512.30196937052
AGILENT,2020-2021,23042.250273597812
AINSWORTH,2020-2021,42431.3
ALTIS HUMAN RESOURCES,2017-2018,380818.9493353293
ALTIS HUMAN RESOURCES,2018-2019,336072.73826425587
ALTIS HUMAN RESOURCES,2019-2020,1105154.1913475294
ALTIS HUMAN RESOURCES,2020-2021,1158735.0773170036
AMAZON,2019-2020,13661.20218579235
AMAZON,2020-2021,4986338.797814208
AMD MEDICOM,2019-2020,170389.69433854907
AMD MEDICOM,2020-2021,10365373.072261736
AMPLEXOR CANADA,2017-2018,67800
AMPLEXOR CANADA,2018-2019,22479.460000000003
AMPLEXOR CANADA,2019-2020,0
AMPLEXOR CANADA,2020-2021,0
ANIXTER CANADA,2018-2019,370773.9
ARTEMP PERSONNEL SERVICES,2017-2018,16778.78787878788
AVI SPL CANADA,2017-2018,10629.32
AVI SPL CANADA,2020-2021,13073.03
B BRAUN OF CANADA,2020-2021,3993774.2523287665
BAUER HOCKEY,2020-2021,7345000
BAVARIAN NORDIC,2017-2018,4405322.395190024
BAVARIAN NORDIC,2018-2019,4405322.395190024
BAXTER,2020-2021,12597098.367123289
BAYSHORE HEALTHCARE,2019-2020,293180.55134020624
BAYSHORE HEALTHCARE,2020-2021,8595132.4829245
BDO CANADA,2017-2018,20949.783333333333
BDO CANADA,2018-2019,85049.86666666667
BELL CANADA,2018-2019,37480.63
BIO NUCLEAR DIAGNOSTICS,2019-2020,253186.2915720396
BIO NUCLEAR DIAGNOSTICS,2020-2021,51976334.77503174
BIOMERIEUX CANADA,2017-2018,73948.92325213156
BIOMERIEUX CANADA,2018-2019,47387.67960330678
BIOMERIEUX CANADA,2019-2020,821947.8414207797
BIOMERIEUX CANADA,2020-2021,30465515.910899527
BLUEDOT,2019-2020,173915.88130735836
BLUEDOT,2020-2021,763984.0286926418
BLUMETRIC ENVIRONMENTAL,2017-2018,19164.8
BOMIMED,2019-2020,78618.01296783626
BOMIMED,2020-2021,7121983.944981556
BRUKER,2017-2018,39793.993839835726
BRUKER,2018-2019,39793.993839835726
BRUKER,2019-2020,39988.64
BRUKER,2020-2021,75139.2478094195
CAE,2020-2021,282500000
CALIAN,2020-2021,674975
CALKO GROUP,2020-2021,17514455.974186413
CAMPBELL DRUG STORES,2019-2020,1790850.948509485
CAMPBELL DRUG STORES,2020-2021,163415149.05149052
CANADA POST,2018-2019,592.4781420765028
CANADA POST,2019-2020,10820.521857923497
CANADA POST,2020-2021,11526
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,184284.02000000002
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,1476534.93
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,11330961.35826087
CANADIAN EMERGENCY VENTILATORS,2020-2021,169500000
CANADIAN PAEDIATRIC SOCIETY,2017-2018,2534056.921584115
CANADIAN PAEDIATRIC SOCIETY,2018-2019,2534056.921584115
CANADIAN PAEDIATRIC SOCIETY,2019-2020,2540999.543287085
CANADIAN PAEDIATRIC SOCIETY,2020-2021,2447241.11378501
CANON,2017-2018,4524.471652213601
CANON,2018-2019,15330.134989924429
CANON,2019-2020,20525.46247644576
CANON,2020-2021,20469.381977876234
CARAHSOFT TECHNOLOGY,2020-2021,7256.084383561644
CARLETON UNIVERSITY,2017-2018,54752.35227272727
CARLETON UNIVERSITY,2019-2020,24750
CBCI TELECOM,2019-2020,10769.8
CDW CANADA,2017-2018,102161.93999999999
CDW CANADA,2018-2019,12696.859999999999
CDW CANADA,2019-2020,754.9358333333334
CDW CANADA,2020-2021,17363.52416666667
CHARRON HUMAN RESOURCES,2018-2019,34804
CHU SAINTE JUSTINE,2017-2018,107772.12130474453
CHU SAINTE JUSTINE,2018-2019,107772.12130474453
CHU SAINTE JUSTINE,2019-2020,133066.38739051096
CHU SAINTE JUSTINE,2020-2021,140239.08
CLERMARK,2019-2020,2289.8297002724794
CLERMARK,2020-2021,417893.92029972747
CLICK NETWORKS,2017-2018,150321.96
