d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2553164 ONTARIO,2019-2020,986739.16,963234.29
2553164 ONTARIO,2020-2021,9725.57,9165.33
3M CANADA COMPANY,2020-2021,0.00,0.00
3M CANADA COMPANY,2021-2022,0.00,0.00
AB SCIEX,2017-2018,63649.41,65600.22
AB SCIEX,2018-2019,63649.41,64812.86
AB SCIEX,2019-2020,67214.25,66624.48
AB SCIEX,2020-2021,77982.69,74338.46
AB SCIEX,2021-2022,94235.72,88208.85
ABB,2021-2022,12016.50,10926.25
ABBOTT,2017-2018,15735.63,16217.91
ABBOTT,2018-2019,36701.71,37305.12
ABBOTT,2019-2020,178453.20,175441.51
ABBOTT,2020-2021,5369721.87,5134224.93
ABBOTT,2021-2022,39149552.26,36355765.23
ACCENTURE,2018-2019,31932.06,32204.39
ACCENTURE,2019-2020,27370.34,27469.89
ACCENTURE,2020-2021,3652849.74,3493038.83
ACCENTURE,2021-2022,6186205.09,5795194.63
ACCESS 2 NETWORKS,2017-2018,365503.91,375576.14
ACKLANDS GRAINGER,2018-2019,96869.82,99047.48
ACKLANDS GRAINGER,2019-2020,683413.17,667922.02
ACKLANDS GRAINGER,2020-2021,2481786.47,2366105.98
ACKLANDS GRAINGER,2021-2022,355417.31,335666.99
ACT,2019-2020,9596.25,9514.13
ACT,2020-2021,438.69,413.42
ADAPT PHARMA CANADA,2019-2020,155940.00,155751.85
ADPEARL,2020-2021,2784320.00,2661479.32
ADPEARL,2021-2022,4619440.00,4322691.99
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,136962.19,129900.67
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,627505.77,589157.42
AEROPORT DE QUEBEC,2021-2022,2272831.11,2100964.59
AEROPORTS DE MONTREAL,2021-2022,8294161.13,7680161.79
AGILENT,2017-2018,43962.34,45308.81
AGILENT,2018-2019,266302.70,268723.09
AGILENT,2019-2020,50512.30,49539.72
AGILENT,2020-2021,23042.25,21967.89
AGILENT,2021-2022,52400.69,49000.14
AINSWORTH,2020-2021,42431.30,40380.83
ALTIS HUMAN RESOURCES,2017-2018,218016.76,224882.02
ALTIS HUMAN RESOURCES,2020-2021,61339.53,58394.79
ALTIS HUMAN RESOURCES,2021-2022,197427.32,184255.71
AMAZON,2019-2020,13661.20,13335.78
AMAZON,2020-2021,4986338.80,4753848.08
AMAZON,2021-2022,666700.00,627795.61
AMD MEDICOM,2019-2020,170389.69,166330.88
AMD MEDICOM,2020-2021,18850771.85,17978694.73
AMD MEDICOM,2021-2022,18537554.91,17371546.98
ANIXTER,2018-2019,370773.90,376911.81
APOTEX,2020-2021,214149.81,204301.26
APOTEX,2021-2022,226564.29,212010.04
ARI FINANCIAL SERVICES,2018-2019,14175.00,14433.25
ARTEMP PERSONNEL SERVICES,2017-2018,16778.79,17316.36
AVI SPL,2017-2018,10629.32,10922.23
AVI SPL,2020-2021,13073.03,12501.98
B BRAUN OF CANADA,2020-2021,3993774.25,3818151.64
B BRAUN OF CANADA,2021-2022,964482.90,918967.48
BAUER HOCKEY,2020-2021,7345000.00,7002756.99
BAVARIAN NORDIC,2017-2018,4405322.40,4540342.17
BAVARIAN NORDIC,2018-2019,4405322.40,4485847.19
BAXTER,2020-2021,12597098.37,12039718.23
BAXTER,2021-2022,2729371.31,2600568.11
BAYSHORE HEALTHCARE,2019-2020,293180.55,286196.77
BAYSHORE HEALTHCARE,2020-2021,8595132.48,8216215.77
BAYSHORE HEALTHCARE,2021-2022,2170181.53,2060165.64
BDO CANADA,2017-2018,20949.78,21527.10
BDO CANADA,2018-2019,85049.87,86880.60
BECKMAN COULTER CANADA,2017-2018,31637.13,32606.78
BECKMAN COULTER CANADA,2018-2019,425126.83,430011.44
BECKMAN COULTER CANADA,2019-2020,189266.26,187533.06
BECKMAN COULTER CANADA,2020-2021,284560.40,271125.32
BECKMAN COULTER CANADA,2021-2022,586076.39,548450.92
BELL CANADA,2018-2019,37480.63,37800.27
BELL CANADA,2021-2022,99681.30,90637.28
BEVA GLOBAL MANAGEMENT,2019-2020,9239.91,9077.03
BEVA GLOBAL MANAGEMENT,2020-2021,7263.74,6891.63
BIO NUCLEAR DIAGNOSTICS,2019-2020,253186.29,247155.20
BIO NUCLEAR DIAGNOSTICS,2020-2021,51976334.78,49590059.77
BIO NUCLEAR DIAGNOSTICS,2021-2022,15564150.94,14564326.10
BIO RAD LABORATORIES CANADA,2017-2018,108006.08,111316.39
BIO RAD LABORATORIES CANADA,2018-2019,54590.15,55656.63
BIO RAD LABORATORIES CANADA,2019-2020,15078.91,15115.20
BIOMERIEUX CANADA,2017-2018,73948.92,76108.36
BIOMERIEUX CANADA,2018-2019,47387.68,48144.95
BIOMERIEUX CANADA,2019-2020,821947.84,805532.53
BIOMERIEUX CANADA,2020-2021,36156016.19,34489565.64
BIOMERIEUX CANADA,2021-2022,10194684.95,9539930.38
BIRON GROUPE SANTE,2021-2022,53460393.73,48836842.76
BLACK MCDONALD,2021-2022,89796.18,81994.16
BLUEDOT,2019-2020,173915.88,170479.81
BLUEDOT,2020-2021,763984.03,728548.28
BLUMETRIC ENVIRONMENTAL,2017-2018,19164.80,19696.04
BOMIMED,2019-2020,78618.01,76745.27
BOMIMED,2020-2021,7121983.94,6800958.69
BOMIMED,2021-2022,5370267.05,5074375.69
BRECKENHILL,2019-2020,24611.40,24700.92
BRUKER,2017-2018,39793.99,41013.65
BRUKER,2018-2019,39793.99,40521.39
BRUKER,2019-2020,39988.64,39667.73
BRUKER,2020-2021,75139.25,71635.84
BRUKER,2021-2022,75139.25,70312.38
CAE,2020-2021,282500000.00,269397790.53
CALIAN,2020-2021,674975.00,648748.25
CALIAN,2021-2022,4157458.56,3875318.20
CALKO GROUP,2020-2021,17514455.97,16702404.48
CALKO GROUP,2021-2022,3566730.55,3368529.56
CAMPBELL DRUG STORES,2019-2020,1790850.95,1748191.53
CAMPBELL DRUG STORES,2020-2021,163415149.05,155795830.29
CANADA POST,2018-2019,592.48,597.53
CANADA POST,2019-2020,10820.52,10743.04
CANADA POST,2020-2021,11526.00,11033.37
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,184284.02,187652.54
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,1476534.93,1441539.89
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,11330961.36,10783213.61
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,26228554.08,24618234.39
CANADIAN EMERGENCY VENTILATORS,2020-2021,169500000.00,161638674.32
CANADIAN PAEDIATRIC SOCIETY,2017-2018,2614524.67,2694657.86
CANADIAN PAEDIATRIC SOCIETY,2018-2019,2614524.67,2662315.51
CANADIAN PAEDIATRIC SOCIETY,2019-2020,2621687.75,2600648.44
CANADIAN PAEDIATRIC SOCIETY,2020-2021,2527708.86,2411610.46
CANADIAN PAEDIATRIC SOCIETY,2021-2022,2687772.81,2515113.09
CANADIAN RED CROSS,2019-2020,1536157.70,1499565.26
CANADIAN RED CROSS,2020-2021,19586871.58,18619208.10
CANADIAN RED CROSS,2021-2022,74850745.58,70479096.79
CANON,2017-2018,4524.47,4650.34
CANON,2018-2019,15330.13,15593.95
CANON,2019-2020,20525.46,20360.74
CANON,2020-2021,20469.38,19514.99
CANON,2021-2022,20469.38,19154.45
CARAHSOFT TECHNOLOGY,2020-2021,7256.08,6932.66
CARAHSOFT TECHNOLOGY,2021-2022,5726.62,5439.02
