d_most_recent_category,total,percentage
4_medical,4977514171.84,0.8068483234131169
2_professional_services,654267127.41,0.1060558175407787
6_industrial_products_and_services,213340494.91,0.034582206035158915
8_security_and_protection,114506286.25,0.018561314321675043
3_information_technology,87662205.97,0.01420992516902996
1_facilities_and_construction,78263278.64,0.012686371746564146
5_transportation_and_logistics,20302344.62,0.0032909826371196505
9_human_capital,14699794.93,0.002382816900534142
10_office_management,7369358.62,0.0011945630778524955
NA,1115870.48,1.808810974416163e-4
7_travel,41937.80,6.798060728595506e-6
