d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,105992.87,109317.19
1_facilities_and_construction,2017-2018,2304755.45,2377038.26
1_facilities_and_construction,2018-2019,2440449.01,2479279.07
1_facilities_and_construction,2019-2020,2396541.41,2379281.88
1_facilities_and_construction,2020-2021,188998.99,179202.66
1_facilities_and_construction,2021-2022,473252.31,435072.84
1_facilities_and_construction,2022-2023,350891.55,313979.23
10_office_management,2019-2020,51080.40,50371.85
10_office_management,2021-2022,43365.00,39769.81
10_office_management,2022-2023,170417.10,151187.48
2_professional_services,2017-2018,491520.86,506679.89
