d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
73719 NEWFOUNDLAND LABRADOR,2018-2019,1246539.59,1265262.35
ACART COMMUNICATIONS,2020-2021,284986.00,269949.39
ACCENTURE,2020-2021,7057795.55,6684137.62
ACCENTURE,2021-2022,13305034.72,12359614.50
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,460795.66,434844.15
ACTION PERSONNEL OF OTTAWA HULL,2021-2022,2478925.84,2309218.25
ADGA GROUP,2018-2019,59158.92,59756.45
ADGA GROUP,2019-2020,363616.03,359793.95
ADGA GROUP,2020-2021,397224.81,377522.58
ADGA GROUP,2021-2022,503654.31,467834.97
ADOBE,2020-2021,39522.79,37586.08
ADOBE,2021-2022,8040.91,7465.54
ADRM TECHNOLOGY CONSULTING,2017-2018,189704.10,194572.38
ADRM TECHNOLOGY CONSULTING,2018-2019,1278477.01,1295406.68
ADRM TECHNOLOGY CONSULTING,2019-2020,3322363.81,3290948.22
ADRM TECHNOLOGY CONSULTING,2020-2021,5085518.86,4834953.63
ADRM TECHNOLOGY CONSULTING,2021-2022,7636592.87,7089869.69
ADVANCED BUSINESS INTERIORS,2017-2018,1171385.03,1201294.63
ADVANCED BUSINESS INTERIORS,2018-2019,720284.18,732532.30
ADVANCED BUSINESS INTERIORS,2019-2020,211452.67,210345.25
ADVANCED BUSINESS INTERIORS,2020-2021,172918.97,163923.39
ADVANCED BUSINESS INTERIORS,2021-2022,210502.59,196736.99
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,1194124.34,1225128.32
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,1546416.78,1568115.09
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,1187384.32,1177696.07
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,1106617.36,1052489.99
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,1450115.72,1344960.79
ALTIS HUMAN RESOURCES,2017-2018,409982.73,420263.68
ALTIS HUMAN RESOURCES,2018-2019,35200.11,35930.52
ALTIS HUMAN RESOURCES,2019-2020,17660.16,17424.30
ALTIS HUMAN RESOURCES,2021-2022,22445.26,20272.56
AON REED STENHOUSE,2017-2018,24154.70,24791.50
AON REED STENHOUSE,2018-2019,3648.48,3687.38
AON REED STENHOUSE,2019-2020,10351.52,10264.16
