d_vendor_name,overall_total
OKANAGAN AGGREGATES,98038453.30748346
PCL CONSTRUCTORS,88061720.83751139
WSP,59936452.112454325
MCELHANNEY ASSOCIATES,50867622.76808489
METRO PAVING AND ROAD BUILDING,36158478.15874524
DEXTER CONSTRUCTION,33138148.002435897
STANTEC,32119503.699269127
JOHNSON S CONSTRUCTION,28432583.52135969
WILCO CONTRACTORS SOUTHWEST,28370702.36544346
DAWSON CONSTRUCTION,24571475.863736082
HAZELWOOD CONSTRUCTION SERVICES,23193946.65149941
AECOM,22020515.81059526
MASKIMO CONSTRUCTION,20991310.530030444
INTEROUTE CONSTRUCTION,20983504.81
TISSEUR,20093653.25761062
EMIL ANDERSON CONSTRUCTION,19722916.841681033
COWI NORTH AMERICA,19695244.588868927
BARRIE MACKAY CONTRACTING,19096043.52900925
PETER S BROS CONSTRUCTION,18677498.16
EIFFAGE INNOVATIVE CANADA,17850186.361544244
CWP CONSTRUCTORS,17034849.964633796
MCNALLY CONTRACTORS 2011,15847381.999999998
DCL CONSTRUCTION SERVICES,15366373.6474833
FIRST PEOPLES INFRA,15363059.809999999
VVI CONSTRUCTION,14875007.203578472
ZUTPHEN CONTRACTOR,13849853.386262622
9090 5092 QUEBEC,13713766.319999998
GREENFIELD CONSTRUCTION,13638373.59357311
NOVA CONSTRUCTION,12606760.489728134
CONSTRUCTION J R SAVARD,12427658.49
MACONNERIE RAINVILLE ET FRERES,12240221.214048862
EVEREST CONSTRUCTION MANAGEMENT,12127669.4175
MASONTECH,12007037.224750001
EMMANUEL CONSTRUCTION SERVICES,11463814.407220902
E CONSTRUCTION,11382882.158306213
MARINE CONTRACTORS,11292219.64
SNC LAVALIN,11200898.838917268
EUROVIA QUEBEC CONSTRUCTION,11148871.377272727
ROSCOE CONSTRUCTION,11036331.063231362
MIKE KELLY SONS,10769065.34
CONSTRUCTION CYBCO,10117468.00905797
CRANDALL ENGINEERING,9921495.541622486
CONSTRUCTION L F G,9889104.322407706
GRAHAM CONSTRUCTION,9722508.038438147
S W WEEKS CONSTRUCTION,9536869.1
ATWILL MORIN ONTARIO,9241526.34327511
CARMACKS ENTERPRISES,9192185.334285716
AMEC FOSTER WHEELER AMERICAS,9117140.122834645
MUNICIPAL READY MIX,9083919.869999997
ALLEN HASTINGS,8707981.98
COSSETTE COMMUNICATIONS,8689290.383333333
NORTHERN CONSTRUCTION,8634311.83
CANTEX OKANAGAN CONSTRUCTION,8578045.33
HARBOURSIDE ENGINEERING CONSULTANTS,8575230.434909455
N P A,8239003.663089431
ENTREPRISE CLAVEAU,7789657.34
MCKNIGHT ENTERPRISES,7760776.183636364
CONSTRUCTION DEMATHIEU BARD,7731091.798530003
CANADIAN CORPS OF COMMISSIONAIRES,7189418.926190064
GARDON CONSTRUCTION,7055146.409999999
HORSESHOE HILL CONSTRUCTION,7034015.379222615
J 1 CONTRACTING,6977682.5
KAYWAY INDUSTRIES,6908329.132569921
MUSTANG HELICOPTERS,6767560.178981383
ALPINE HELICOPTERS,6701258.997886598
JIM PATTISON INDUSTRIES,6623589.585120687
WILDSTONE CONSTRUCTION,6534517.077375
WYSSEN AVALANCHE CONTROL,6426095.172374734
9099 3593 QUEBEC INTER PROJE,6400787.696942532
736902 ONTARIO,6294298.00721519
FLOYD S CONSTRUCTION,6209884.3901434485
727619 ALBERTA O A ROUGHRIDER,6192473.04
H J R ASPHALT,6143681.25
BIGHORN CONSTRUCTION 2005,6073219.4216808565
FORD MOTOR COMPANY,6013072.030184279
PIONEER CONSTRUCTION,5877744.29434322
ROSS AND ANGLIN,5837656.7700000005
CEGERCO,5793471.619999999
"NATIONAL STRUCTURES 2011",5603683.797906575
GEMTEC,5601787.166878803
INDUSTRA CONSTRUCTION,5575494.59265625
ALVA CONSTRUCTION,5550590.307030567
PIDHERNEY S,5487459.77212766
EDWARD COLLINS CONTRACTING,5405441.2700000005
BARR ENGINEERING AND ENVIRONMENTAL,5381021.600000001
INTERLAG CONSTRUCTION,5169689.2299999995
SECURE ENERGY ONSITE SERVICES IN,5065365.2
BELVEDERE PLACE CONTRACTING,5046921.851497006
9275 0181 QUEBEC,4962340.474934766
CONSTRUCTIONS BSL,4946028.308888687
JEAN DAOUST CONSTRUCTION,4922316.5
YOURTE CA,4896214.5662119575
CONSTRUCTION DIMCO,4846140.04
NISHA TECHONOLOGIES,4781183.103904557
BIGHORN HELICOPTERS,4728773.52
BAJA CONSTRUCTION CANADA,4690857.606050885
ASSOCIATED ENGINEERING ALBERTA,4666283.127472128
TRAINOR MECHANICAL CONTRACTORS,4613778.608395445
IMPERIAL OIL,4606672.492842206
HERITAGE RESTORATION,4580519.766630197
